"V1" "V2" "V3" "V11" "V12" "V13" "V21" "V22" "V23" "V31" "V32" "V33"
"1708" 54 111 77 30 43 46 150 124 118 94 77 93
"1709" 3225 3926 4659 4801 5442 3594 4593 3255 3092 3025 3466 3877
"1710" 120 295 288 243 200 305 116 129 151 137 160 111
"1711" 1733 1863 1850 1653 1863 1260 2214 2019 1554 1581 1169 1127
"1712" 172 190 184 278 138 216 298 296 245 265 255 372
"1713" 17 11 7 0 0 0 0 0 0 3 2 7
"1714" 86 52 65 15 13 7 34 47 31 42 43 53
"1715" 78 137 64 105 97 90 109 78 38 170 118 200
"1716" 1531 1417 1317 661 589 850 658 783 1380 697 895 635
"1717" 161 106 195 351 236 338 275 421 330 161 55 118
"1718" 7 6 10 13 6 1 14 2 9 1 2 0
"1719" 519 676 666 696 635 722 463 465 660 394 409 345
"1720" 1041 1024 797 1072 1421 1156 1933 1848 1521 1696 1690 1656
"1721" 23 57 23 29 42 37 19 26 29 21 26 39
"1722" 218 190 191 232 263 229 122 168 231 314 149 201
"1723" 1574 2680 2066 2419 2565 2135 1642 1901 1562 2783 2693 2559
"1724" 41 79 138 63 41 109 149 69 61 34 43 30
"1725" 5 6 12 18 6 15 3 1 2 0 0 0
"1726" 4430 4383 3819 4585 4581 4428 4331 4330 4322 3873 4289 3301
"1727" 186 115 142 150 153 148 86 113 177 147 179 214
"1728" 915 873 713 1502 1219 1115 1480 1630 1379 2087 2208 2239
"1729" 79 131 117 108 128 129 165 58 144 42 117 118
"1730" 18 26 10 0 2 14 16 18 18 21 14 29
"1731" 4347 3533 4811 3366 3155 2653 3702 5069 3467 4137 4588 4315
"1732" 65 49 30 59 81 22 42 22 8 58 33 63
"1733" 24 3 10 8 1 7 11 6 8 14 6 7
"1734" 647 643 542 445 515 339 1012 777 590 494 489 413
"1735" 375 238 275 342 442 418 194 189 190 246 249 279
"1736" 1205 1130 1293 966 1083 1034 1045 1370 1231 851 1034 937
"1737" 130 169 85 83 57 67 143 142 111 53 87 51
"1738" 201 131 178 103 123 95 86 84 107 113 72 87
"1739" 262 201 179 198 238 105 291 361 318 210 193 238
"1740" 119 87 142 273 464 206 253 257 266 135 202 129
"1741" 29 49 53 34 37 18 19 47 55 131 143 103
"1742" 921 933 755 748 693 1107 1300 1042 1154 557 558 666
"1743" 12 9 20 4 5 15 26 16 16 24 26 20
"1744" 1 0 2 12 34 25 13 9 15 1 3 2
"1745" 1179 1595 1533 1798 1476 1851 1967 1827 1559 1314 1423 1387
"1746" 2495 2080 1966 1936 2685 2101 2094 1966 1970 2707 2158 2254
"1747" 4013 3878 3327 5263 3119 2994 4465 5042 4070 1904 2301 2266
"1748" 583 754 566 978 951 637 747 1066 794 1181 1083 1115
"1749" 1143 1049 940 899 796 831 843 744 726 1043 653 665
"1750" 1932 1491 1553 1210 1147 1262 1707 1438 1445 670 935 1179
"1751" 1007 963 824 483 446 417 482 251 493 341 365 277
"1752" 6477 6262 7017 4462 6346 4295 5561 4872 5639 7807 6244 5752
"1753" 1453 1556 1367 2075 2029 2011 1546 1319 1685 2458 2150 2005
"1754" 821 713 864 937 1009 955 875 971 1021 794 1161 1077
"1755" 3262 3206 3047 2650 4429 3427 3007 3049 2413 3578 2383 2878
"1756" 4433 4049 4340 3642 3549 5157 3683 3535 3579 3787 3695 4618
"1757" 167 123 153 154 164 165 167 135 206 199 142 135
"1758" 542 614 706 735 843 718 963 953 1258 830 702 455
"1759" 159 133 122 348 299 325 369 187 365 343 333 359
"1760" 6218 5482 6530 3823 3299 4210 3020 4131 3593 4512 4743 5337
"1761" 4243 4154 4973 3797 3760 3831 3498 3488 3199 5193 2919 4137
"1762" 2382 2242 2373 1974 1836 1879 1967 1991 1838 1767 1866 1617
"1763" 101 122 103 87 61 109 100 99 142 110 105 67
"1764" 335 595 667 689 785 637 413 718 322 683 513 789
"1765" 333 319 406 263 138 328 450 343 369 287 434 387
"1766" 2149 1770 2063 2256 2806 2539 2715 3286 3378 3249 3331 3641
"1767" 1749 1215 1603 1215 870 1165 1523 2095 2018 2342 2589 2037
"1768" 39 25 33 19 27 32 6 1 1 41 26 49
"1769" 1058 1026 1348 1826 1191 1937 1692 1713 1579 703 749 958
"1770" 51 18 42 134 74 109 146 152 99 258 247 289
"1771" 1076 1699 1907 2321 1586 2500 1353 1287 1314 1561 1862 1290
"1772" 532 549 458 431 641 358 649 669 562 626 506 687
"1773" 6 3 2 0 5 3 10 5 18 15 22 11
"1774" 67 53 23 75 50 23 144 195 160 33 67 62
"1775" 416 331 258 506 557 460 657 606 480 431 461 427
"1776" 2465 2903 4223 3758 3387 3525 3116 2916 3401 3143 5001 4274
"1777" 197 162 193 82 97 103 174 118 149 166 101 59
"1778" 2356 2096 2989 1016 911 588 1367 952 1154 1233 1389 1037
"1779" 669 625 431 595 439 401 594 544 617 568 383 486
"1780" 25 9 11 37 6 4 38 61 53 21 62 27
"1781" 819 671 982 699 603 734 693 569 447 470 273 421
"1782" 67 57 62 52 74 70 90 107 66 15 15 17
"1783" 1167 1037 947 945 934 1003 1359 1566 2175 1330 1014 983
"1784" 1354 1460 1170 1197 976 1504 1359 1226 1338 1194 1151 1109
"1785" 920 711 966 1407 1437 1614 442 792 500 1169 939 974
"1786" 170 117 87 47 91 79 137 119 206 37 83 47
"1787" 131 112 105 327 234 298 125 79 73 136 134 151
"1788" 222 177 228 334 347 394 434 454 303 234 230 366
"1789" 107 89 173 86 48 38 48 118 90 118 179 191
"1790" 181 159 201 326 327 405 423 395 458 186 263 247
"1791" 2858 2390 2173 2035 2171 1365 2235 2338 1855 1950 1263 2212
"1792" 29 35 31 41 15 11 40 121 76 54 63 74
"1793" 91 63 106 122 124 126 128 116 158 105 86 91
"1794" 106 86 217 177 523 327 333 276 358 194 125 160
"1795" 922 912 978 1131 1027 942 838 749 823 954 1018 1022
"1796" 591 539 413 751 870 717 451 473 394 816 504 671
"1797" 222 114 156 102 157 89 165 249 187 167 178 275
"1798" 424 449 426 355 409 574 640 467 547 405 569 467
"1799" 34 48 20 0 0 0 29 34 38 3 34 5
"1800" 422 531 357 355 479 442 441 397 329 451 479 571
"1801" 226 171 170 364 362 323 214 203 223 355 267 369
"1802" 5295 5334 5551 2895 2613 3019 1806 3355 1897 4709 3806 4275
"1803" 64 30 38 29 13 39 12 18 13 31 9 15
"1804" 161 80 75 110 83 87 70 97 65 15 41 16
"1805" 3114 2095 3523 1801 1997 2282 2557 2814 2354 1493 2007 1821
"1806" 1539 1065 1419 1341 1190 1255 989 993 1510 554 1175 867
"1807" 373 519 337 529 571 428 722 612 611 402 459 314
"1808" 0 0 0 4 3 1 1 3 0 5 6 10
"1809" 11 7 5 6 2 14 4 2 1 11 9 3
"1810" 208 233 170 71 76 118 94 142 159 83 88 116
"1811" 1520 1814 1715 1289 1185 1366 516 610 807 828 739 1089
"1812" 1769 1697 1258 1710 1637 1709 1362 1656 1820 2274 1723 2537
"1813" 37 35 27 123 80 44 23 35 27 22 35 39
"1814" 5861 3320 5550 3678 4100 3416 3530 4316 3679 3763 3810 3751
"1815" 18 14 10 13 11 31 17 18 18 38 27 50
"1816" 2078 1984 2345 1962 2244 2351 1633 2325 1581 2338 1827 1623
"1817" 89 122 102 208 163 158 53 51 86 170 281 220
"1818" 1342 1455 1133 748 487 389 880 1293 969 743 803 638
"1819" 254 458 206 153 244 162 141 118 139 273 266 191
"1820" 923 991 941 1101 881 1086 956 797 1311 902 664 765
"1821" 2363 2431 2260 2003 2351 2620 2363 2431 2617 2142 2341 2403
"1822" 538 840 573 697 634 619 410 439 446 878 870 1121
"1823" 12 7 8 0 0 0 2 0 2 0 0 0
"1824" 78 69 87 123 168 122 97 119 131 187 99 88
"1825" 594 916 781 1331 953 1015 692 529 448 907 1015 797
"1826" 1762 2137 2279 796 929 1211 1728 1857 1699 2070 1858 2173
"1827" 4591 4257 4732 5038 6954 5958 3002 3859 3023 3753 3454 4031
"1828" 816 802 846 569 537 531 707 1062 590 738 635 757
"1829" 635 629 562 759 703 624 689 719 848 292 383 379
"1830" 510 618 446 666 673 496 517 492 384 585 738 525
"1831" 304 328 265 167 215 438 387 409 397 442 540 527
"1832" 129 167 108 262 192 278 203 61 113 183 185 345
"1833" 6 12 1 42 24 62 58 14 21 30 39 25
"1834" 1062 1251 1393 558 479 619 1309 1021 1143 1387 1575 1586
"1835" 3256 3074 3650 2702 3145 2491 3333 3066 3397 3207 3877 2979
"1836" 1476 2198 1461 1741 1854 2164 1596 1557 1878 1558 1840 1939
"1837" 6501 5905 6767 6774 5841 6531 4989 7340 5980 7290 8647 6198
"1838" 15 30 35 53 47 31 15 25 26 3 2 6
"1839" 748 744 803 495 710 727 749 997 784 1123 543 829
"1840" 1299 1482 1547 1714 2053 1783 1578 1401 1645 1532 1645 1709
"1841" 5 3 1 1 4 2 5 9 6 6 13 14
"1842" 171 162 178 203 222 182 329 288 303 288 330 337
"1843" 4402 3211 2983 3476 3957 3773 2485 2969 2013 2562 4324 2862
"1844" 47 24 43 15 22 48 22 26 55 33 40 30
"1845" 474 571 519 657 705 813 837 967 721 463 351 334
"1846" 1097 767 1204 1382 1279 1254 1509 1900 1858 1005 1172 1137
"1847" 476 391 401 370 439 346 245 213 279 289 503 350
"1848" 148 174 122 123 91 117 71 48 39 34 29 44
"1849" 49 67 67 18 31 47 18 53 33 25 62 14
"1850" 81 114 46 75 103 150 83 58 96 78 155 114
"1851" 1829 2889 2079 2550 2155 2248 3626 2910 2848 3588 3570 3125
"1852" 143 115 143 190 73 77 172 181 217 37 89 73
"1853" 2651 2239 2153 2626 3001 2662 2131 2366 1985 2008 1512 1927
"1854" 707 623 719 493 686 525 571 591 583 753 600 688
"1855" 259 199 316 377 274 433 401 415 366 331 324 298
"1856" 1556 1506 1648 1410 1692 1622 1575 2630 2089 1434 1705 1897
"1857" 165 226 123 318 216 193 109 228 141 142 147 203
"1858" 564 538 494 309 180 233 267 490 235 493 379 619
"1859" 2011 2491 2043 1965 1436 1793 1350 1469 1560 778 930 758
"1860" 495 431 490 352 452 402 433 595 475 490 497 449
"1861" 161 271 182 307 270 220 283 374 550 219 203 163
"1862" 1803 1926 1986 1593 1710 1778 1307 1601 1089 957 1340 1336
"1863" 1967 1841 1385 1207 1425 1207 1041 1301 1653 1418 1526 1117
"1864" 39 83 53 45 49 55 97 22 15 28 35 19
"1865" 21 27 25 5 8 1 1 7 7 14 19 9
"1866" 97 118 157 182 122 82 65 54 69 142 122 114
"1867" 1001 1074 937 1298 1166 1085 1359 953 1142 1256 1247 1034
"1868" 123 103 160 110 117 134 81 85 154 113 61 74
"1869" 555 873 730 753 717 781 475 657 750 358 579 718
"1870" 10 12 17 5 5 11 37 26 27 5 1 2
"1871" 554 533 555 270 375 339 741 660 707 822 461 697
"1872" 1087 1179 1065 1734 1937 1790 1203 1615 1706 1677 1525 2091
"1873" 542 413 283 242 296 465 553 351 341 1020 799 707
"1874" 67 79 71 106 175 55 32 63 51 186 97 147
"1875" 203 131 126 460 358 284 191 253 222 285 147 170
"1876" 6 1 6 57 29 57 15 39 21 61 50 57
"1877" 420 475 533 275 322 317 654 775 635 359 348 311
"1878" 1377 1145 863 1299 1114 1376 1171 810 1574 1185 1346 1631
"1879" 708 911 640 1239 1110 1229 1313 1569 1477 1558 1331 1434
"1880" 1091 998 1513 769 637 773 538 475 500 457 517 565
"1881" 58 122 93 95 99 97 133 166 127 159 82 150
"1882" 113 72 72 179 201 133 140 106 99 117 183 248
"1883" 3 0 1 2 1 5 0 0 0 0 0 0
"1884" 119 137 61 64 131 162 177 137 117 191 219 177
"1885" 30 34 23 15 9 7 10 11 22 62 78 110
"1886" 221 290 281 441 201 498 498 314 322 364 239 383
"1887" 19 30 39 13 29 46 42 47 34 63 63 50
"1888" 1308 1488 1294 1677 2023 1886 1816 1526 1385 2283 1673 2652
"1889" 9108 8071 10438 12003 9679 8686 9342 7894 8116 7198 10418 9535
"1890" 42 37 51 11 12 8 19 38 44 15 12 8
"1891" 19 17 34 115 113 122 25 11 13 87 109 61
"1892" 706 531 659 643 603 578 564 708 878 420 448 439
"1893" 321 202 285 413 489 426 456 517 332 343 265 427
"1894" 406 358 265 655 563 506 562 498 539 605 734 580
"1895" 2093 1461 1757 2087 1880 2205 1981 2058 1846 2097 1951 1721
"1896" 537 461 610 462 398 332 513 590 431 597 498 473
"1897" 350 252 215 154 196 152 175 241 209 138 142 193
"1898" 1924 1794 1965 575 839 833 995 1163 1090 1205 845 1027
"1899" 2175 2613 2665 2723 2301 3030 2308 3522 2084 3258 4194 3249
"1900" 1956 2047 1687 2897 3097 2115 1941 1895 1903 1537 1722 1634
"1901" 6815 6936 7709 6493 3779 4938 5555 5430 4518 4802 5065 5314
"1902" 209 186 327 379 378 442 452 434 459 188 269 218
"1903" 5530 4898 5837 4009 4925 4071 5903 6150 5955 3441 3852 4650
"1904" 1383 1203 1501 1635 1897 1649 975 1081 862 1018 1087 1051
"1905" 370 451 509 443 490 295 421 368 577 344 318 269
"1906" 50 62 43 18 15 17 41 31 31 17 15 22
"1907" 177 240 175 229 275 133 246 243 284 250 254 279
"1908" 997 764 692 920 989 807 903 717 1219 545 427 425
"1909" 443 653 567 613 539 545 774 695 817 527 503 436
"1910" 1647 1330 1386 1598 1700 1560 1262 1445 1479 2361 1551 1681
"1911" 183 119 136 134 149 138 128 106 122 193 174 245
"1912" 5767 4510 3318 3639 3591 3456 3440 3149 3382 4717 5168 6577
"1913" 618 790 725 1397 1034 1301 1275 1433 1654 1028 1238 1235
"1914" 25 34 27 14 44 30 95 62 79 74 36 45
"1915" 23 34 53 50 45 55 10 5 5 73 112 90
"1916" 329 277 318 189 203 264 335 255 273 311 351 401
"1917" 23 30 29 14 15 16 73 78 44 21 18 28
"1918" 589 548 518 213 243 471 730 735 654 401 441 226
"1919" 194 174 312 201 143 95 152 118 92 165 167 159
"1920" 279 330 254 247 241 307 385 471 319 262 271 277
"1921" 97 83 132 26 133 56 165 105 130 73 41 71
"1922" 0 0 0 5 11 7 102 65 57 2 4 7
"1923" 4368 3566 3216 2765 2974 2818 2978 3386 4621 2183 2237 1597
"1924" 568 554 479 390 902 422 426 434 612 730 678 581
"1925" 1853 1748 2004 1113 1155 1626 1750 1927 1803 1308 1570 1415
"1926" 17 9 13 0 1 8 0 0 0 5 0 5
"1927" 312 343 423 475 370 425 321 346 261 725 653 729
"1928" 141 158 170 143 105 66 225 186 213 273 328 427
"1929" 9 17 15 0 0 0 16 33 14 0 0 0
"1930" 3 3 3 86 46 82 0 0 0 5 5 3
"1931" 0 2 2 0 0 0 21 11 13 3 2 1
"1932" 2062 2790 2832 3129 3499 4838 3417 3400 3210 3078 2835 2947
"1933" 5 3 0 0 0 0 0 0 0 1 0 4
"1934" 1506 1812 2226 1947 1765 1661 1322 1235 1381 1630 1641 1661
"1935" 296 273 345 681 649 395 199 169 175 267 219 237
"1936" 867 807 831 430 385 386 979 886 1022 438 447 545
"1937" 0 0 0 4 0 3 1 6 1 0 0 0
"1938" 235 341 201 321 306 334 341 262 245 231 210 341
"1939" 5912 4150 5730 7715 5577 4884 4885 5603 5503 4690 4568 4605
"1940" 225 194 205 142 146 113 120 110 109 144 123 283
"1941" 1155 1363 1260 1071 1382 1183 938 1084 1001 1084 1281 1215
"1942" 1287 1042 1169 1489 1517 1425 1219 963 1209 875 847 925
"1943" 0 0 0 29 14 11 15 1 9 0 0 0
"1944" 4878 5611 3876 2792 3151 2751 4167 3942 4473 4132 5531 4259
"1945" 1878 1550 1795 1221 1060 1061 1283 1162 1226 820 1239 1009
"1946" 90 121 97 58 34 37 49 50 77 109 86 94
"1947" 2556 2121 2648 2852 2098 3599 4994 3458 2869 2485 2616 2921
"1948" 906 643 926 1095 1355 1166 1198 1745 1461 1062 1015 1147
"1949" 29 24 19 9 9 6 24 14 21 5 2 2
"1950" 195 186 190 291 310 223 199 98 97 113 303 282
"1951" 2837 2627 3041 1981 2302 2686 2763 2416 2637 1655 1411 2374
"1952" 113 91 118 114 152 110 62 38 32 98 95 86
"1953" 239 358 376 250 542 414 210 174 276 559 379 575
"1954" 118 119 107 324 292 305 90 61 119 110 71 129
"1955" 198 130 175 125 163 153 141 221 189 109 94 64
"1956" 8 24 6 0 0 0 2 6 7 18 17 33
"1957" 9 3 3 8 2 7 0 0 0 0 0 0
"1958" 2697 2579 3626 2997 2954 3409 4198 4536 4462 5353 6070 5299
"1959" 18 30 26 50 52 59 35 33 24 50 34 22
"1960" 167 126 177 59 63 82 148 166 146 173 217 191
"1961" 4532 5878 6281 2141 3825 3575 3735 3717 3821 2652 2671 2750
"1962" 1715 1218 1739 1482 1490 1654 1931 1807 1583 1398 1497 1192
"1963" 58 34 61 112 87 73 145 160 147 129 95 126
"1964" 300 209 298 230 175 232 211 393 214 326 270 284
"1965" 33 44 57 17 14 14 29 13 18 22 33 22
"1966" 6147 7318 6257 4911 5842 5962 5062 5681 5611 7793 8785 8646
"1967" 726 730 565 170 275 263 254 289 246 461 410 426
"1968" 0 0 0 1 6 5 9 2 6 8 0 4
"1969" 671 646 646 221 214 163 262 226 184 178 221 170
"1970" 47 43 10 30 15 9 82 88 45 28 12 59
"1971" 31 11 20 0 0 0 1 1 2 30 25 13
"1972" 1276 1535 1568 2060 1899 1827 2265 2448 2637 1496 2133 2568
"1973" 164 149 183 110 107 112 171 165 201 245 470 493
"1974" 11 5 19 13 23 10 2 6 0 13 7 18
"1975" 0 0 0 15 9 7 1 7 1 9 10 9
"1976" 21 15 9 5 2 2 39 48 14 0 0 0
"1977" 46 53 73 36 43 50 49 50 44 53 48 87
"1978" 1947 1606 1537 2478 2595 2219 1599 1707 1659 2259 1562 1258
"1979" 143 132 173 217 119 127 153 149 145 118 136 107
"1980" 152 168 147 315 321 586 325 378 320 94 205 229
"1981" 7 3 14 14 19 17 16 10 19 8 11 10
"1982" 36 39 59 38 27 35 9 7 12 51 31 38
"1983" 0 0 0 19 12 12 0 0 0 0 0 0
"1984" 965 1477 900 1089 1515 1276 1375 1128 1153 975 934 1101
"1985" 1746 1206 1263 1552 1573 1372 1771 1654 1709 2589 2502 1898
"1986" 0 0 0 0 0 0 0 1 3 0 0 0
"1987" 0 2 8 18 11 25 6 23 6 14 14 7
"1988" 424 443 474 268 226 203 279 237 310 219 206 259
"1989" 0 0 0 10 7 3 3 0 1 22 66 30
"1990" 2897 3222 4190 3453 2908 3395 2428 2891 2836 5066 5204 5118
"1991" 173 134 153 63 73 77 127 106 104 68 89 65
"1992" 307 256 230 198 210 259 202 271 281 146 137 129
"1993" 2 7 12 3 3 9 3 2 2 0 1 3
"1994" 97 102 75 138 194 150 99 135 85 151 126 193
"1995" 380 409 399 178 139 95 209 163 263 194 174 123
"1996" 121 102 180 142 57 131 145 123 153 127 136 168
"1997" 177 239 201 229 267 283 153 234 198 183 174 205
"1998" 98 70 142 53 107 100 99 74 92 71 38 92
"1999" 788 810 941 1230 1145 1102 990 1106 1131 879 1450 986
"2000" 1141 1278 1306 1121 1127 1127 1001 913 993 730 679 697
"2001" 158 168 181 187 201 311 223 149 287 158 131 117
"2002" 8212 8000 8653 8359 7820 9620 6422 6029 5760 4791 6592 5222
"2003" 54 47 63 88 97 134 40 73 51 105 75 57
"2004" 47 43 34 50 87 75 83 85 74 8 19 10
"2005" 936 739 917 633 725 740 672 809 682 485 410 618
"2006" 874 896 831 710 773 830 863 728 705 879 906 1184
"2007" 228 196 238 148 95 166 310 237 310 74 78 92
"2008" 611 731 969 345 320 262 450 305 449 452 570 451
"2009" 150 112 77 45 59 83 186 101 112 41 58 43
"2010" 0 0 0 3 1 5 0 0 0 0 0 0
"2011" 1746 1938 1995 1827 1809 2038 2459 1534 2999 2715 1619 2373
"2012" 4357 4285 4814 2374 3165 3870 4957 4658 5493 2104 3224 3245
"2013" 475 515 539 407 455 544 209 247 255 305 251 341
"2014" 5426 8645 7015 8927 11693 7981 6921 7707 8419 8655 7935 7123
"2015" 1142 990 1049 676 900 959 970 881 971 607 624 628
"2016" 190 175 209 229 331 282 334 295 253 375 417 301
"2017" 593 641 588 359 477 816 433 400 438 436 378 450
"2018" 60 53 47 25 19 23 107 78 214 53 39 68
"2019" 1433 1199 1633 1722 1442 1659 1235 1124 1422 806 738 1038
"2020" 5 3 8 5 22 22 2 3 3 3 0 3
"2021" 4 11 13 12 2 2 50 34 46 25 12 19
"2022" 179 223 199 279 302 302 241 197 309 146 45 142
"2023" 863 875 810 1184 658 759 1322 1186 1465 693 605 634
"2024" 0 0 0 5 4 5 0 0 0 3 1 1
"2025" 3641 3941 2974 3354 3079 3509 2418 4713 2238 1597 1963 2316
"2026" 1 0 6 8 5 8 5 2 6 0 0 0
"2027" 47 15 11 7 19 8 4 4 18 32 57 18
"2028" 0 0 0 1 5 3 10 11 9 0 0 0
"2029" 267 356 276 121 181 194 197 184 48 178 322 447
"2030" 952 961 1246 609 685 751 957 950 1133 888 732 1025
"2031" 1747 1201 1617 961 1058 1025 1801 1910 2084 1491 1153 1293
"2032" 2274 2072 2167 2557 3300 3354 1738 1364 1075 2777 2491 1956
"2033" 50 36 58 23 31 49 16 21 29 122 143 123
"2034" 70 89 94 61 49 59 66 53 73 172 114 94
"2035" 647 677 421 1126 1035 977 288 400 401 673 756 606
"2036" 671 444 457 237 232 419 387 491 383 266 209 185
"2037" 75 58 82 69 38 39 85 71 92 42 19 82
"2038" 14 8 12 21 6 9 28 57 25 28 31 32
"2039" 805 755 723 982 700 635 680 699 614 610 595 722
"2040" 110 122 133 226 163 253 120 117 97 136 191 135
"2041" 1030 829 1049 459 356 334 398 613 614 516 624 479
"2042" 133 150 137 108 243 189 211 192 215 49 117 58
"2043" 2657 3622 3251 1960 2303 2130 5202 2935 4452 4134 4845 3611
"2044" 33 71 53 92 45 49 157 93 58 168 131 121
"2045" 0 0 0 0 0 0 2 10 3 2 6 11
"2046" 109 189 91 55 61 36 45 55 35 26 58 51
"2047" 3038 3650 2278 2193 3777 2319 2842 4126 2639 2797 2306 3058
"2048" 390 303 255 339 441 413 322 447 526 502 310 316
"2049" 1505 1845 1799 1759 1645 1561 1615 1810 1937 1298 1566 1326
"2050" 3010 2653 3264 3883 3627 2931 2117 5065 3893 3430 3661 3366
"2051" 111 168 101 37 49 45 35 34 53 144 74 80
"2052" 102 98 62 125 136 159 27 42 28 58 118 126
"2053" 3589 3278 2982 2113 2679 3317 2783 2319 2687 3246 3610 3532
"2054" 1957 2297 2402 1678 1835 1652 2115 1859 2133 2840 2611 2308
"2055" 12597 13965 11374 6829 6722 8315 15756 14601 13864 8721 9678 8769
"2056" 249 177 194 255 249 265 242 169 229 94 65 66
"2057" 47 55 95 73 42 85 146 89 121 22 76 31
"2058" 3333 3147 2585 2304 2658 2383 2606 2252 2356 2719 2486 2511
"2059" 4932 4586 4665 4849 4464 4802 4755 5309 5238 5171 5234 5275
"2060" 2 6 5 11 11 4 2 21 6 1 4 2
"2061" 2308 2222 2859 2363 2399 2223 2901 4134 3258 2137 2883 3095
"2062" 795 852 702 1142 1264 738 1612 1299 1300 1155 1316 1366
"2063" 3897 3890 4298 4679 4669 4598 3583 2873 2590 3846 3863 4365
"2064" 1699 1821 1706 1560 1363 1628 2157 2670 2079 1875 3071 2166
"2065" 1535 1130 1423 2102 1542 1055 1566 1320 2476 2039 1664 2787
"2066" 18 55 30 63 25 39 33 30 41 22 45 34
"2067" 1267 1817 1627 1314 1461 1422 993 1207 1334 1017 1649 1282
"2068" 13 8 5 18 9 5 3 2 7 0 0 0
"2069" 62 37 129 66 99 63 37 29 63 31 33 43
"2070" 2197 3077 2202 2060 2341 2536 2701 4478 4646 3323 2271 2903
"2071" 538 526 698 277 298 300 405 433 534 478 365 380
"2072" 1373 1114 1557 1557 1646 1486 946 1418 1778 1300 1683 1681
"2073" 127 195 170 302 311 385 221 225 205 162 305 189
"2074" 1789 2223 2112 2485 3748 3009 2121 1979 2106 2516 3405 3317
"2075" 239 237 254 154 255 362 291 359 417 161 96 99
"2076" 4700 4037 4466 4337 5641 4322 5442 4327 4099 5947 5251 6760
"2077" 75 73 119 46 47 59 125 91 134 31 37 59
"2078" 868 766 897 1270 1069 1391 845 642 592 809 982 677
"2079" 2573 2437 2440 4273 4525 3690 2694 3009 2987 2445 2385 2669
"2080" 12 1 8 9 22 7 7 13 23 6 11 5
"2081" 350 351 365 375 404 322 342 427 245 497 617 611
"2082" 5 3 5 5 7 2 0 0 0 0 0 1
"2083" 3367 2637 2447 3194 2979 2418 3171 3007 3379 2635 2902 2688
"2084" 47 139 88 79 39 44 69 79 42 34 34 43
"2085" 363 349 286 353 443 455 490 546 515 454 322 391
"2086" 61 75 58 107 103 162 75 69 97 71 110 97
"2087" 137 145 65 85 106 73 181 202 226 132 185 109
"2088" 15 10 26 82 21 57 161 150 232 18 22 57
"2089" 14 9 3 1 7 1 1 2 0 0 0 0
"2090" 87 127 107 88 113 51 104 78 93 130 202 109
"2091" 259 523 231 185 232 360 263 173 234 310 247 219
"2092" 2958 3287 2725 3325 2870 2929 3352 3756 3186 3311 4315 3781
"2093" 3086 2147 2605 2033 2237 3045 2011 2831 3086 3290 3896 3375
"2094" 382 638 522 708 455 845 662 560 687 610 679 530
"2095" 440 401 456 434 515 400 326 491 345 665 606 763
"2096" 684 787 616 362 350 379 405 645 442 813 640 638
"2097" 569 603 393 560 806 550 779 667 703 887 709 690
"2098" 2800 2563 3168 2733 2433 1987 1690 1713 1753 3302 2711 2498
"2099" 595 513 742 1160 569 753 837 752 761 632 571 650
"2100" 114 127 75 68 94 94 158 115 225 58 74 55
"2101" 0 0 0 11 0 1 0 0 0 16 3 6
"2102" 2 2 2 3 1 0 10 7 13 3 2 3
"2103" 3099 2702 3806 2418 2972 2797 4068 4454 4398 3669 2618 3526
"2104" 236 229 363 314 282 234 498 493 387 381 362 425
"2105" 18 14 18 4 2 1 0 0 0 34 41 44
"2106" 71 99 79 61 119 117 206 292 205 221 343 287
"2107" 611 430 529 349 448 424 798 790 1014 401 327 346
"2108" 2123 2321 2386 2289 3165 2558 2611 3133 2798 3074 2742 3108
"2109" 7 2 7 0 0 0 0 0 0 0 0 0
"2110" 282 223 245 237 227 287 277 165 181 261 299 256
"2111" 3521 4558 5059 3125 3128 2755 3806 3449 4282 3978 2848 4021
"2112" 665 768 612 734 817 969 937 1090 862 357 239 300
"2113" 1141 1272 1079 2790 1952 2189 363 423 349 449 422 230
"2114" 2993 3440 3961 2938 3402 2809 2899 2568 3157 1573 1723 1475
"2115" 1228 1433 1331 1197 1235 1241 1275 1380 1492 1992 1035 1273
"2116" 0 0 0 7 11 13 5 5 7 0 0 0
"2117" 388 486 369 357 649 557 471 511 508 367 654 574
"2118" 2829 3519 4598 4631 5049 4620 3365 2626 2355 3714 4873 4150
"2119" 216 170 201 181 154 94 228 166 216 227 180 178
"2120" 2360 2093 2153 4509 4077 4086 2166 2106 2010 2957 2490 2708
"2121" 1774 1310 1126 1017 1266 977 1273 1036 1169 1905 1978 1583
"2122" 2410 2328 2288 2725 2392 2497 2139 2366 1984 2486 2335 2786
"2123" 191 67 119 55 51 45 181 148 170 102 92 125
"2124" 40 68 44 56 81 75 70 78 50 53 18 70
"2125" 647 619 786 609 480 673 510 450 298 334 479 386
"2126" 2413 2528 2372 2267 1889 2429 3053 2807 3309 2557 3143 2076
"2127" 38 25 26 35 22 19 11 22 13 47 48 40
"2128" 27 42 48 15 17 14 25 24 46 23 29 31
"2129" 64 59 39 77 53 25 54 51 10 40 47 35
"2130" 103 55 81 58 78 83 66 43 59 63 25 38
"2131" 941 1152 1028 1196 961 1391 1002 919 1087 1082 1333 1399
"2132" 163 237 148 60 67 31 137 155 157 219 151 117
"2133" 40 35 15 33 33 28 5 6 1 46 41 34
