"V1" "V2" "V3" "V11" "V12" "V13" "V21" "V22" "V23" "V31" "V32" "V33"
"1597" 165 130 221 134 174 148 181 118 131 188 231 167
"1598" 833 934 1100 749 708 861 1311 1090 1163 511 526 479
"1599" 29 34 41 24 10 39 12 18 18 32 46 33
"1600" 0 0 0 1 1 2 1 3 1 0 0 0
"1601" 851 929 1036 619 822 687 1029 556 712 559 615 654
"1602" 675 798 661 531 672 566 555 516 674 436 695 596
"1603" 129 201 225 184 190 130 189 253 221 267 239 297
"1604" 2664 2487 3006 2195 3010 2681 2591 2806 2416 2907 4295 2989
"1605" 16 10 10 25 16 12 45 35 42 12 15 6
"1606" 2463 1874 2211 2215 2421 1831 2036 1637 1528 1937 1862 1601
"1607" 486 521 468 507 587 587 494 361 413 499 520 508
"1608" 452 605 503 366 395 519 519 369 407 357 279 442
"1609" 117 111 133 128 158 139 136 183 113 186 175 127
"1610" 799 516 562 706 590 689 948 693 1206 548 569 533
"1611" 299 284 310 770 554 557 421 351 359 437 334 335
"1612" 115 114 100 98 157 131 176 120 160 140 121 153
"1613" 63 98 69 143 121 137 53 65 54 92 92 77
"1614" 1286 1453 1523 924 1197 1012 1303 1322 1203 658 807 837
"1615" 3 0 1 23 11 5 5 1 2 6 5 10
"1616" 539 514 504 728 960 1019 318 319 402 1042 962 975
"1617" 297 255 213 206 307 214 355 317 327 133 165 153
"1618" 140 197 123 126 130 128 127 107 86 112 91 96
"1619" 206 210 263 113 107 103 193 141 177 137 107 78
"1620" 5545 5051 7061 5198 4731 6186 6900 5453 6171 4544 4592 4109
"1621" 945 774 1123 912 586 817 895 903 941 1010 779 927
"1622" 520 619 559 543 652 573 670 590 648 468 408 559
"1623" 33 43 38 25 26 46 37 15 31 10 23 11
"1624" 513 547 484 737 728 733 806 665 695 1290 1077 1299
"1625" 650 533 567 896 695 948 407 449 397 550 520 648
"1626" 1718 1800 1524 1731 1792 1827 2021 1692 1767 2445 1912 2150
"1627" 492 417 590 340 473 337 290 331 378 462 303 347
"1628" 25 19 20 4 9 7 3 5 9 9 3 8
"1629" 67 84 67 77 62 43 19 13 29 34 22 53
"1630" 5655 3784 5848 3714 3774 2964 2909 2834 2031 2878 4101 2705
"1631" 37 32 8 177 297 198 58 79 75 45 39 53
"1632" 193 114 209 193 197 133 252 249 163 218 335 232
"1633" 61 65 55 210 128 99 70 92 117 100 93 113
"1634" 2448 2363 2311 1699 1541 2102 1951 1842 2156 2049 2185 2265
"1635" 70 63 62 205 149 167 81 91 81 150 171 114
"1636" 57 71 54 82 47 89 229 246 221 190 299 228
"1637" 111 115 98 272 225 221 50 59 49 238 179 210
"1638" 98 73 115 220 214 281 79 113 65 107 35 91
"1639" 981 978 894 1027 1303 774 981 1268 791 991 994 1091
"1640" 3 9 8 4 2 1 5 27 20 5 7 10
"1641" 68 54 55 58 69 74 49 81 33 45 83 67
"1642" 8 7 13 1 4 3 9 26 23 17 12 13
"1643" 331 299 355 373 467 355 433 949 727 447 387 322
"1644" 2 9 9 20 3 7 1 0 0 0 3 0
"1645" 547 493 503 680 840 487 787 793 607 550 623 634
"1646" 7 17 7 25 6 6 3 6 10 35 29 22
"1647" 7 2 3 8 18 8 1 1 1 22 8 31
"1648" 260 183 249 123 117 204 105 141 121 213 243 223
"1649" 483 567 495 612 530 497 791 951 945 537 655 661
"1650" 0 0 0 0 0 0 45 107 53 2 11 2
"1651" 694 662 573 688 687 724 758 661 640 741 732 704
"1652" 54 158 128 56 51 51 87 103 65 68 64 65
"1653" 13 2 3 18 25 23 27 30 21 19 9 16
"1654" 2 4 5 1 9 7 0 0 0 0 0 3
"1655" 2107 2795 2535 3847 3454 4250 2067 4288 2832 2614 2659 2597
"1656" 1563 1271 2489 2063 1593 1651 1722 1353 1735 1647 1569 1456
"1657" 144 103 92 233 220 131 103 141 141 176 187 97
"1658" 1951 2021 2035 2519 2810 3035 2163 1986 1820 2835 3925 3114
"1659" 506 617 433 563 493 464 430 545 437 483 503 593
"1660" 8 12 5 6 11 7 10 9 8 5 5 3
"1661" 1199 945 875 846 854 775 1059 1017 853 811 973 820
"1662" 293 262 398 233 238 251 273 234 257 236 213 249
"1663" 779 696 676 613 450 573 663 555 647 557 703 829
"1664" 733 551 721 614 564 591 787 862 735 583 539 574
"1665" 681 862 779 515 501 495 747 647 671 501 733 715
"1666" 48 55 41 19 12 11 7 13 8 22 12 14
"1667" 116 93 91 151 126 162 117 197 201 199 199 227
"1668" 1 2 2 3 7 5 0 0 0 3 5 7
"1669" 1516 2007 1887 1337 1868 1456 2102 1702 1887 1916 1878 2030
"1670" 100 89 127 112 76 87 39 36 53 75 46 47
"1671" 0 0 0 0 0 0 0 0 0 3 2 4
"1672" 15 14 9 19 26 14 34 18 15 4 4 2
"1673" 64 63 61 59 105 47 125 118 131 84 77 136
"1674" 2916 1949 2291 2361 2603 2096 3044 3183 2517 2663 2558 2226
"1675" 137 108 117 184 197 145 361 290 164 129 113 135
"1676" 52 50 51 82 40 74 64 69 52 34 37 67
"1677" 114 73 104 71 73 66 117 93 118 102 131 79
"1678" 2722 2707 3737 2325 2462 2553 1397 1516 1891 2450 3093 2162
"1679" 4 1 2 6 5 7 7 7 6 7 4 5
"1680" 2001 1750 2016 2045 2682 1727 2015 2017 1918 1142 1668 1523
"1681" 40 45 25 65 72 77 49 61 45 92 66 93
"1682" 921 834 776 827 1283 994 1152 1512 1391 787 1281 977
"1683" 0 0 0 31 17 9 2 5 6 5 4 9
"1684" 51 37 37 38 89 105 53 50 45 101 77 103
"1685" 4 7 7 3 5 5 0 0 0 2 2 5
"1686" 34 16 30 23 25 26 58 37 35 19 45 31
"1687" 55 84 109 53 68 44 154 154 105 207 107 175
"1688" 1230 1176 1008 1556 1322 1515 1063 1269 1039 1359 1306 1343
"1689" 190 197 193 222 328 284 146 106 49 153 214 208
"1690" 23 25 15 16 17 24 63 41 58 6 8 15
"1691" 263 141 178 204 224 229 347 419 387 634 546 599
"1692" 6 2 4 3 3 6 8 6 10 3 20 11
"1693" 45 87 31 75 141 117 49 67 42 53 35 54
"1694" 9 5 12 17 20 23 6 7 7 24 15 7
"1695" 45 69 81 116 66 81 136 119 181 114 105 69
"1696" 24 13 37 54 40 44 44 75 47 21 27 42
"1697" 202 172 139 65 50 81 170 173 135 164 123 269
"1698" 1045 1046 1227 965 1007 827 729 630 694 929 820 894
"1699" 3 3 5 25 15 24 6 11 12 21 22 22
"1700" 87 85 133 146 167 104 108 101 91 136 80 86
"1701" 636 695 575 916 811 697 703 989 788 803 618 837
"1702" 324 291 204 163 330 244 315 354 366 275 355 382
"1703" 179 103 172 252 239 218 134 130 154 221 185 169
"1704" 80 51 74 62 48 58 58 46 30 37 42 55
"1705" 10 3 7 3 1 0 2 2 4 4 7 8
"1706" 5 3 6 4 4 7 27 10 16 5 7 4
"1707" 3027 2929 2132 2487 2321 2359 3475 2574 2491 2206 1802 2068
"1708" 27 55 38 15 21 23 75 62 59 47 38 47
"1709" 1612 1963 2329 2401 2721 1797 2297 1627 1546 1512 1733 1938
"1710" 60 147 144 121 100 153 58 65 75 69 80 55
"1711" 867 932 925 827 932 630 1107 1009 777 790 584 564
"1712" 86 95 92 139 69 108 149 148 123 133 127 186
"1713" 9 5 4 0 0 0 0 0 0 2 1 3
"1714" 43 26 33 8 6 4 17 23 16 21 22 26
"1715" 39 69 32 52 49 45 55 39 19 85 59 100
"1716" 766 708 659 331 294 425 329 391 690 348 447 318
"1717" 80 53 97 175 118 169 138 211 165 81 27 59
"1718" 4 3 5 6 3 1 7 1 5 0 1 0
"1719" 260 338 333 348 317 361 232 232 330 197 205 173
"1720" 521 512 399 536 711 578 967 924 761 848 845 828
"1721" 12 28 11 14 21 18 9 13 15 10 13 20
"1722" 109 95 95 116 132 114 61 84 115 157 74 101
"1723" 787 1340 1033 1210 1282 1068 821 951 781 1392 1347 1279
"1724" 20 39 69 32 20 54 74 35 31 17 22 15
"1725" 3 3 6 9 3 7 1 1 1 0 0 0
"1726" 2215 2191 1909 2293 2291 2214 2165 2165 2161 1936 2145 1650
"1727" 93 57 71 75 77 74 43 56 88 73 89 107
"1728" 458 436 357 751 609 557 740 815 689 1044 1104 1119
"1729" 39 66 59 54 64 65 82 29 72 21 58 59
"1730" 9 13 5 0 1 7 8 9 9 10 7 14
"1731" 2174 1767 2405 1683 1577 1326 1851 2534 1733 2068 2294 2157
"1732" 33 24 15 30 41 11 21 11 4 29 17 32
"1733" 12 1 5 4 1 3 5 3 4 7 3 3
"1734" 323 322 271 223 257 169 506 389 295 247 245 207
"1735" 187 119 138 171 221 209 97 95 95 123 125 139
"1736" 602 565 647 483 541 517 523 685 616 425 517 469
"1737" 65 84 42 42 28 34 71 71 56 26 43 26
"1738" 100 66 89 51 62 47 43 42 53 56 36 44
"1739" 131 100 89 99 119 53 146 181 159 105 96 119
"1740" 59 43 71 137 232 103 126 129 133 68 101 65
"1741" 14 25 27 17 19 9 9 23 27 65 71 51
"1742" 460 466 377 374 347 553 650 521 577 279 279 333
"1743" 6 5 10 2 2 7 13 8 8 12 13 10
"1744" 0 0 1 6 17 13 7 5 8 1 1 1
"1745" 590 798 766 899 738 926 984 913 780 657 711 693
"1746" 1247 1040 983 968 1342 1051 1047 983 985 1354 1079 1127
"1747" 2007 1939 1663 2631 1560 1497 2232 2521 2035 952 1151 1133
"1748" 292 377 283 489 475 319 373 533 397 591 541 557
"1749" 572 525 470 449 398 415 421 372 363 522 326 333
"1750" 966 745 776 605 573 631 853 719 722 335 468 589
"1751" 504 481 412 241 223 208 241 125 246 171 183 138
"1752" 3238 3131 3508 2231 3173 2148 2781 2436 2820 3904 3122 2876
"1753" 727 778 683 1037 1015 1006 773 659 843 1229 1075 1003
"1754" 410 356 432 468 505 477 437 486 510 397 580 539
"1755" 1631 1603 1523 1325 2215 1713 1503 1525 1206 1789 1192 1439
"1756" 2217 2024 2170 1821 1774 2578 1841 1768 1790 1893 1847 2309
"1757" 84 62 76 77 82 82 84 68 103 99 71 68
"1758" 271 307 353 367 421 359 482 476 629 415 351 228
"1759" 80 67 61 174 149 163 184 93 182 171 166 179
"1760" 3109 2741 3265 1911 1650 2105 1510 2066 1797 2256 2372 2668
"1761" 2121 2077 2487 1898 1880 1915 1749 1744 1599 2596 1459 2069
"1762" 1191 1121 1186 987 918 940 983 996 919 883 933 808
"1763" 50 61 51 43 30 55 50 50 71 55 53 34
"1764" 168 298 334 345 393 318 206 359 161 341 256 394
"1765" 166 159 203 132 69 164 225 171 184 143 217 194
"1766" 1074 885 1031 1128 1403 1270 1358 1643 1689 1625 1665 1820
"1767" 875 608 802 607 435 582 761 1048 1009 1171 1295 1018
"1768" 20 12 16 10 14 16 3 1 1 20 13 25
"1769" 529 513 674 913 595 968 846 857 790 351 375 479
"1770" 26 9 21 67 37 54 73 76 49 129 124 144
"1771" 538 849 954 1160 793 1250 676 644 657 780 931 645
"1772" 266 275 229 215 321 179 325 335 281 313 253 344
"1773" 3 1 1 0 2 2 5 3 9 7 11 6
"1774" 33 27 12 37 25 12 72 97 80 17 34 31
"1775" 208 166 129 253 278 230 329 303 240 215 230 213
"1776" 1232 1452 2111 1879 1693 1763 1558 1458 1700 1572 2501 2137
"1777" 98 81 97 41 49 52 87 59 75 83 51 30
"1778" 1178 1048 1495 508 455 294 684 476 577 616 694 518
"1779" 334 312 216 298 220 200 297 272 308 284 191 243
"1780" 12 5 5 19 3 2 19 30 26 11 31 14
"1781" 410 335 491 349 301 367 347 284 224 235 137 211
"1782" 34 29 31 26 37 35 45 53 33 7 8 8
"1783" 583 518 474 472 467 502 680 783 1088 665 507 492
"1784" 677 730 585 598 488 752 680 613 669 597 575 555
"1785" 460 355 483 704 718 807 221 396 250 585 470 487
"1786" 85 59 44 24 46 40 68 59 103 18 41 23
"1787" 66 56 52 164 117 149 62 40 36 68 67 76
"1788" 111 89 114 167 174 197 217 227 151 117 115 183
"1789" 54 45 87 43 24 19 24 59 45 59 90 96
"1790" 90 80 100 163 163 202 212 198 229 93 132 123
"1791" 1429 1195 1086 1018 1086 683 1117 1169 927 975 632 1106
"1792" 14 17 16 21 8 5 20 61 38 27 31 37
"1793" 46 32 53 61 62 63 64 58 79 53 43 46
"1794" 53 43 109 89 261 164 167 138 179 97 62 80
"1795" 461 456 489 566 513 471 419 375 411 477 509 511
"1796" 296 270 206 375 435 358 225 236 197 408 252 335
"1797" 111 57 78 51 78 45 82 125 93 83 89 137
"1798" 212 224 213 178 205 287 320 233 274 202 285 233
"1799" 17 24 10 0 0 0 14 17 19 2 17 3
"1800" 211 266 179 178 240 221 220 199 165 226 239 286
"1801" 113 86 85 182 181 161 107 102 111 178 133 185
"1802" 2648 2667 2775 1447 1306 1510 903 1677 948 2355 1903 2138
"1803" 32 15 19 15 7 20 6 9 6 16 4 8
"1804" 81 40 37 55 42 43 35 49 32 8 21 8
"1805" 1557 1047 1761 900 999 1141 1278 1407 1177 746 1003 910
"1806" 770 533 710 671 595 628 494 497 755 277 587 434
"1807" 187 260 169 264 285 214 361 306 306 201 230 157
"1808" 0 0 0 2 2 1 0 2 0 3 3 5
"1809" 5 3 3 3 1 7 2 1 1 5 5 2
"1810" 104 116 85 36 38 59 47 71 80 41 44 58
"1811" 760 907 858 644 592 683 258 305 404 414 370 545
"1812" 885 849 629 855 818 855 681 828 910 1137 861 1269
"1813" 18 18 14 61 40 22 12 17 14 11 17 20
"1814" 2931 1660 2775 1839 2050 1708 1765 2158 1840 1881 1905 1875
"1815" 9 7 5 7 5 15 9 9 9 19 14 25
"1816" 1039 992 1173 981 1122 1176 817 1162 791 1169 913 811
"1817" 45 61 51 104 81 79 27 25 43 85 140 110
"1818" 671 727 567 374 244 194 440 647 485 372 401 319
"1819" 127 229 103 77 122 81 70 59 70 136 133 95
"1820" 462 496 471 551 440 543 478 398 656 451 332 383
"1821" 1181 1215 1130 1002 1176 1310 1181 1215 1309 1071 1170 1201
"1822" 269 420 287 348 317 309 205 220 223 439 435 561
"1823" 6 3 4 0 0 0 1 0 1 0 0 0
"1824" 39 35 43 61 84 61 49 60 66 93 50 44
"1825" 297 458 390 665 476 508 346 264 224 454 508 398
"1826" 881 1069 1139 398 465 605 864 929 849 1035 929 1086
"1827" 2295 2129 2366 2519 3477 2979 1501 1929 1511 1877 1727 2015
"1828" 408 401 423 284 268 266 354 531 295 369 318 379
"1829" 318 315 281 380 351 312 345 359 424 146 192 189
"1830" 255 309 223 333 337 248 258 246 192 293 369 262
"1831" 152 164 132 84 108 219 194 204 199 221 270 263
"1832" 64 83 54 131 96 139 102 30 57 91 93 173
"1833" 3 6 1 21 12 31 29 7 11 15 20 12
"1834" 531 625 696 279 240 309 655 511 571 693 787 793
"1835" 1628 1537 1825 1351 1572 1245 1666 1533 1698 1604 1938 1489
"1836" 738 1099 730 870 927 1082 798 778 939 779 920 969
"1837" 3250 2953 3384 3387 2920 3265 2495 3670 2990 3645 4323 3099
"1838" 8 15 18 27 23 15 7 13 13 2 1 3
"1839" 374 372 401 248 355 363 375 498 392 561 271 414
"1840" 650 741 773 857 1027 891 789 701 823 766 823 855
"1841" 2 2 0 0 2 1 2 5 3 3 6 7
"1842" 86 81 89 102 111 91 164 144 152 144 165 168
"1843" 2201 1605 1492 1738 1978 1886 1243 1485 1007 1281 2162 1431
"1844" 24 12 21 8 11 24 11 13 28 16 20 15
"1845" 237 285 259 329 353 407 418 483 361 232 175 167
"1846" 549 384 602 691 639 627 754 950 929 503 586 568
"1847" 238 195 201 185 220 173 122 106 139 145 252 175
"1848" 74 87 61 61 46 59 35 24 19 17 14 22
"1849" 24 33 34 9 15 24 9 26 16 12 31 7
"1850" 40 57 23 38 51 75 42 29 48 39 78 57
"1851" 914 1444 1040 1275 1078 1124 1813 1455 1424 1794 1785 1563
"1852" 71 57 72 95 37 38 86 91 109 19 44 36
"1853" 1326 1120 1076 1313 1500 1331 1065 1183 992 1004 756 963
"1854" 353 312 360 246 343 263 286 295 291 377 300 344
"1855" 129 99 158 189 137 216 200 208 183 165 162 149
"1856" 778 753 824 705 846 811 787 1315 1045 717 852 948
"1857" 83 113 62 159 108 96 54 114 71 71 74 101
"1858" 282 269 247 155 90 117 133 245 118 247 189 309
"1859" 1006 1245 1022 983 718 897 675 735 780 389 465 379
"1860" 247 216 245 176 226 201 216 297 237 245 249 224
"1861" 80 135 91 153 135 110 142 187 275 109 102 81
"1862" 902 963 993 796 855 889 653 800 544 479 670 668
"1863" 984 921 693 604 713 603 520 650 826 709 763 559
"1864" 20 42 27 23 24 27 48 11 7 14 18 10
"1865" 11 13 12 2 4 1 1 3 3 7 10 5
"1866" 48 59 78 91 61 41 33 27 35 71 61 57
"1867" 501 537 468 649 583 542 680 476 571 628 623 517
"1868" 61 52 80 55 58 67 41 43 77 57 30 37
"1869" 277 437 365 377 358 391 237 328 375 179 290 359
"1870" 5 6 9 2 2 6 18 13 14 2 1 1
"1871" 277 266 277 135 187 169 370 330 354 411 230 349
"1872" 544 590 533 867 969 895 601 807 853 838 762 1046
"1873" 271 206 142 121 148 232 277 176 170 510 400 353
"1874" 34 40 35 53 88 27 16 32 26 93 49 74
"1875" 102 65 63 230 179 142 96 126 111 142 74 85
"1876" 3 0 3 29 15 28 8 20 11 30 25 29
"1877" 210 238 266 137 161 158 327 387 317 179 174 156
"1878" 689 572 432 649 557 688 585 405 787 593 673 815
"1879" 354 456 320 619 555 614 657 785 739 779 665 717
"1880" 545 499 757 384 319 387 269 237 250 228 259 282
"1881" 29 61 47 47 49 48 67 83 63 79 41 75
"1882" 57 36 36 89 100 66 70 53 50 59 92 124
"1883" 1 0 0 1 0 3 0 0 0 0 0 0
"1884" 60 69 31 32 65 81 88 69 59 96 109 88
"1885" 15 17 11 7 5 4 5 6 11 31 39 55
"1886" 110 145 141 221 101 249 249 157 161 182 120 191
"1887" 10 15 19 6 15 23 21 24 17 32 31 25
"1888" 654 744 647 838 1011 943 908 763 693 1142 836 1326
"1889" 4554 4035 5219 6002 4839 4343 4671 3947 4058 3599 5209 4768
"1890" 21 19 26 5 6 4 10 19 22 7 6 4
"1891" 10 9 17 58 56 61 12 6 6 43 55 31
"1892" 353 265 330 322 301 289 282 354 439 210 224 220
"1893" 161 101 143 206 244 213 228 258 166 171 133 214
"1894" 203 179 133 328 282 253 281 249 269 303 367 290
"1895" 1046 731 879 1043 940 1102 990 1029 923 1049 975 861
"1896" 269 230 305 231 199 166 256 295 216 298 249 236
"1897" 175 126 107 77 98 76 87 121 104 69 71 96
"1898" 962 897 983 288 420 417 497 582 545 603 423 514
"1899" 1087 1307 1333 1362 1151 1515 1154 1761 1042 1629 2097 1624
"1900" 978 1023 843 1449 1549 1057 971 947 952 769 861 817
"1901" 3408 3468 3855 3247 1890 2469 2777 2715 2259 2401 2532 2657
"1902" 104 93 164 190 189 221 226 217 230 94 134 109
"1903" 2765 2449 2918 2004 2463 2035 2951 3075 2978 1721 1926 2325
"1904" 692 601 751 817 948 825 488 541 431 509 544 526
"1905" 185 225 255 222 245 147 211 184 288 172 159 134
"1906" 25 31 21 9 8 9 21 15 16 9 8 11
"1907" 89 120 88 114 138 66 123 121 142 125 127 139
"1908" 499 382 346 460 494 404 451 358 609 272 214 213
"1909" 222 327 284 306 269 273 387 348 408 264 252 218
"1910" 823 665 693 799 850 780 631 722 740 1180 775 841
"1911" 92 60 68 67 74 69 64 53 61 96 87 122
"1912" 2883 2255 1659 1819 1796 1728 1720 1575 1691 2358 2584 3289
"1913" 309 395 363 698 517 651 637 716 827 514 619 618
"1914" 13 17 14 7 22 15 47 31 39 37 18 23
"1915" 11 17 27 25 23 27 5 3 2 36 56 45
"1916" 165 138 159 94 101 132 167 127 137 156 175 200
"1917" 12 15 15 7 7 8 36 39 22 11 9 14
"1918" 295 274 259 107 122 236 365 367 327 200 220 113
"1919" 97 87 156 100 72 48 76 59 46 83 83 79
"1920" 140 165 127 123 120 154 193 236 159 131 136 139
"1921" 49 41 66 13 66 28 82 53 65 37 21 35
"1922" 0 0 0 2 6 3 51 33 29 1 2 3
"1923" 2184 1783 1608 1383 1487 1409 1489 1693 2310 1092 1119 799
"1924" 284 277 240 195 451 211 213 217 306 365 339 290
"1925" 926 874 1002 556 578 813 875 963 902 654 785 708
"1926" 8 5 6 0 1 4 0 0 0 2 0 2
"1927" 156 171 212 238 185 212 161 173 130 362 326 365
"1928" 71 79 85 72 52 33 113 93 107 136 164 214
"1929" 4 9 7 0 0 0 8 17 7 0 0 0
"1930" 2 1 2 43 23 41 0 0 0 2 3 1
"1931" 0 1 1 0 0 0 10 5 6 1 1 0
"1932" 1031 1395 1416 1565 1750 2419 1708 1700 1605 1539 1418 1474
"1933" 2 2 0 0 0 0 0 0 0 1 0 2
"1934" 753 906 1113 974 882 831 661 617 691 815 820 831
"1935" 148 136 173 341 325 197 99 84 88 134 109 118
"1936" 434 404 416 215 193 193 489 443 511 219 223 273
"1937" 0 0 0 2 0 1 1 3 0 0 0 0
"1938" 117 170 101 161 153 167 171 131 122 115 105 170
"1939" 2956 2075 2865 3858 2788 2442 2443 2802 2752 2345 2284 2302
"1940" 113 97 102 71 73 57 60 55 55 72 61 141
"1941" 578 682 630 536 691 591 469 542 501 542 640 607
"1942" 643 521 585 744 758 713 610 481 605 438 423 463
"1943" 0 0 0 14 7 5 7 1 5 0 0 0
"1944" 2439 2805 1938 1396 1575 1376 2084 1971 2237 2066 2765 2129
"1945" 939 775 897 610 530 530 641 581 613 410 619 504
"1946" 45 61 48 29 17 19 25 25 39 55 43 47
"1947" 1278 1060 1324 1426 1049 1800 2497 1729 1435 1243 1308 1461
"1948" 453 321 463 547 677 583 599 872 730 531 507 574
"1949" 14 12 10 4 5 3 12 7 11 2 1 1
"1950" 98 93 95 146 155 112 100 49 48 57 151 141
"1951" 1418 1314 1520 991 1151 1343 1382 1208 1319 828 706 1187
"1952" 56 46 59 57 76 55 31 19 16 49 48 43
"1953" 119 179 188 125 271 207 105 87 138 280 189 287
"1954" 59 60 53 162 146 152 45 31 60 55 35 64
"1955" 99 65 88 62 81 77 71 111 95 55 47 32
"1956" 4 12 3 0 0 0 1 3 3 9 8 16
"1957" 4 1 2 4 1 4 0 0 0 0 0 0
"1958" 1348 1290 1813 1499 1477 1705 2099 2268 2231 2677 3035 2649
"1959" 9 15 13 25 26 29 17 17 12 25 17 11
"1960" 83 63 88 30 31 41 74 83 73 86 108 95
"1961" 2266 2939 3141 1070 1912 1787 1868 1858 1910 1326 1336 1375
"1962" 858 609 869 741 745 827 965 904 792 699 748 596
"1963" 29 17 31 56 44 36 72 80 73 65 47 63
"1964" 150 105 149 115 88 116 106 196 107 163 135 142
"1965" 16 22 29 8 7 7 15 6 9 11 16 11
"1966" 3073 3659 3129 2456 2921 2981 2531 2841 2805 3896 4392 4323
"1967" 363 365 282 85 137 131 127 145 123 231 205 213
"1968" 0 0 0 0 3 3 5 1 3 4 0 2
"1969" 336 323 323 110 107 81 131 113 92 89 110 85
"1970" 24 21 5 15 8 5 41 44 22 14 6 30
"1971" 16 5 10 0 0 0 0 0 1 15 12 7
"1972" 638 768 784 1030 949 914 1132 1224 1318 748 1067 1284
"1973" 82 74 92 55 53 56 86 83 101 122 235 246
"1974" 5 3 9 6 11 5 1 3 0 7 3 9
"1975" 0 0 0 7 5 4 0 4 0 4 5 4
"1976" 11 8 5 2 1 1 20 24 7 0 0 0
"1977" 23 27 36 18 21 25 25 25 22 26 24 43
"1978" 974 803 768 1239 1297 1109 800 853 830 1129 781 629
"1979" 72 66 86 109 60 63 77 74 73 59 68 53
"1980" 76 84 73 158 161 293 163 189 160 47 102 115
"1981" 3 2 7 7 10 9 8 5 10 4 6 5
"1982" 18 20 30 19 13 17 5 4 6 25 15 19
"1983" 0 0 0 9 6 6 0 0 0 0 0 0
"1984" 482 738 450 545 758 638 688 564 576 488 467 550
"1985" 873 603 632 776 786 686 885 827 855 1294 1251 949
"1986" 0 0 0 0 0 0 0 0 1 0 0 0
"1987" 0 1 4 9 6 12 3 12 3 7 7 4
"1988" 212 222 237 134 113 101 139 118 155 109 103 130
"1989" 0 0 0 5 3 2 1 0 1 11 33 15
"1990" 1449 1611 2095 1726 1454 1697 1214 1445 1418 2533 2602 2559
"1991" 86 67 76 31 36 39 64 53 52 34 45 33
"1992" 153 128 115 99 105 129 101 135 140 73 68 64
"1993" 1 4 6 2 2 5 2 1 1 0 1 1
"1994" 49 51 37 69 97 75 49 67 43 76 63 97
"1995" 190 204 200 89 70 47 105 82 132 97 87 62
"1996" 60 51 90 71 29 65 73 61 76 63 68 84
"1997" 89 119 101 114 133 142 77 117 99 91 87 102
"1998" 49 35 71 26 54 50 50 37 46 36 19 46
"1999" 394 405 470 615 573 551 495 553 566 439 725 493
"2000" 570 639 653 560 564 564 500 456 497 365 340 349
"2001" 79 84 90 93 101 155 112 75 144 79 66 59
"2002" 4106 4000 4327 4180 3910 4810 3211 3014 2880 2395 3296 2611
"2003" 27 23 32 44 49 67 20 36 25 52 38 28
"2004" 23 21 17 25 44 38 41 42 37 4 9 5
"2005" 468 370 459 316 362 370 336 405 341 243 205 309
"2006" 437 448 415 355 386 415 431 364 352 439 453 592
"2007" 114 98 119 74 47 83 155 118 155 37 39 46
"2008" 305 366 485 173 160 131 225 152 224 226 285 226
"2009" 75 56 38 23 29 41 93 51 56 21 29 21
"2010" 0 0 0 2 0 2 0 0 0 0 0 0
"2011" 873 969 997 914 905 1019 1229 767 1500 1358 810 1186
"2012" 2179 2143 2407 1187 1583 1935 2479 2329 2747 1052 1612 1623
"2013" 238 257 270 204 227 272 105 123 128 152 126 170
"2014" 2713 4322 3508 4464 5846 3991 3460 3853 4210 4327 3968 3562
"2015" 571 495 524 338 450 479 485 441 486 303 312 314
"2016" 95 88 104 114 166 141 167 147 127 188 209 151
"2017" 296 320 294 179 239 408 216 200 219 218 189 225
"2018" 30 27 24 12 10 12 54 39 107 27 19 34
"2019" 717 600 817 861 721 830 617 562 711 403 369 519
"2020" 2 2 4 2 11 11 1 2 2 2 0 1
"2021" 2 6 7 6 1 1 25 17 23 12 6 10
"2022" 90 111 100 139 151 151 120 98 154 73 23 71
"2023" 432 438 405 592 329 379 661 593 733 347 302 317
"2024" 0 0 0 3 2 2 0 0 0 2 1 1
"2025" 1821 1971 1487 1677 1540 1755 1209 2357 1119 799 982 1158
"2026" 0 0 3 4 3 4 2 1 3 0 0 0
"2027" 23 7 5 3 9 4 2 2 9 16 29 9
"2028" 0 0 0 0 2 1 5 6 5 0 0 0
"2029" 133 178 138 60 91 97 98 92 24 89 161 224
"2030" 476 480 623 305 342 376 479 475 566 444 366 513
"2031" 873 601 808 480 529 512 901 955 1042 745 576 647
"2032" 1137 1036 1083 1279 1650 1677 869 682 537 1389 1245 978
"2033" 25 18 29 11 16 24 8 11 14 61 71 62
"2034" 35 44 47 30 25 30 33 26 36 86 57 47
"2035" 324 339 210 563 518 488 144 200 200 337 378 303
"2036" 335 222 228 118 116 209 193 246 192 133 104 92
"2037" 38 29 41 34 19 20 42 35 46 21 10 41
"2038" 7 4 6 10 3 5 14 29 13 14 15 16
"2039" 402 378 361 491 350 318 340 350 307 305 297 361
"2040" 55 61 66 113 81 127 60 58 48 68 95 67
"2041" 515 414 524 230 178 167 199 307 307 258 312 239
"2042" 66 75 68 54 122 94 106 96 107 24 59 29
"2043" 1328 1811 1625 980 1152 1065 2601 1468 2226 2067 2422 1806
"2044" 16 35 26 46 22 24 79 46 29 84 66 61
"2045" 0 0 0 0 0 0 1 5 1 1 3 6
"2046" 54 95 46 28 30 18 23 28 18 13 29 26
"2047" 1519 1825 1139 1097 1888 1159 1421 2063 1320 1398 1153 1529
"2048" 195 151 128 170 221 207 161 223 263 251 155 158
"2049" 752 922 900 880 822 780 808 905 969 649 783 663
