"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3"
"gene_4138" 337 169 305 230 222 204 176 233 109 368 298 291
"gene_4139" 29 47 27 70 29 68 43 104 84 33 39 30
"gene_4140" 129 122 203 325 186 214 283 253 257 165 186 166
"gene_4141" 14 5 5 6 11 55 9 6 8 7 9 9
"gene_4142" 452 442 363 193 214 278 260 286 252 310 220 275
"gene_4143" 8 8 5 22 24 19 23 9 31 25 48 75
"gene_4144" 892 884 998 864 782 968 1015 896 874 724 986 663
"gene_4145" 81 68 62 46 65 85 147 158 175 214 145 109
"gene_4146" 187 303 319 199 243 227 322 235 174 100 98 111
"gene_4147" 891 809 1042 1155 808 920 430 408 363 1035 1158 1251
"gene_4148" 41 30 51 38 49 48 35 28 57 115 94 79
"gene_4149" 223 200 214 129 229 166 154 162 179 228 173 220
"gene_4150" 494 490 589 700 693 783 842 753 529 456 404 407
"gene_4151" 598 519 586 302 282 329 646 581 526 243 297 289
"gene_4152" 150 215 267 138 123 166 269 294 330 443 229 298
"gene_4153" 520 485 381 359 389 368 438 384 290 647 619 476
"gene_4154" 36 48 46 9 10 5 50 39 33 14 12 6
"gene_4155" 21 23 30 42 44 36 83 41 27 73 68 106
"gene_4156" 167 225 240 273 308 245 148 243 145 232 214 282
"gene_4157" 237 406 313 267 299 195 213 325 215 198 209 146
"gene_4158" 222 98 168 197 247 255 179 202 139 173 125 166
"gene_4159" 178 244 190 182 202 222 344 202 278 165 243 197
"gene_4160" 748 654 649 365 311 338 660 828 774 499 421 488
"gene_4161" 3308 3717 3087 3931 4113 3056 2839 4064 3322 2779 2627 3242
"gene_4162" 102 126 113 97 152 101 136 94 114 95 97 106
"gene_4163" 241 198 148 130 153 133 103 113 96 188 261 193
"gene_4164" 363 286 332 447 442 624 542 469 440 322 415 385
"gene_4165" 155 189 83 190 213 168 280 263 214 146 250 158
"gene_4166" 15 18 22 9 9 4 14 11 8 10 8 10
"gene_4167" 0 0 0 4 4 5 30 12 11 5 8 4
"gene_4168" 84 60 59 44 70 78 76 102 114 59 60 87
"gene_4169" 79 98 83 261 203 209 242 111 160 276 152 247
"gene_4170" 213 137 190 124 152 78 133 128 90 77 98 79
"gene_4171" 720 757 879 878 727 678 1410 1300 1460 1253 695 933
"gene_4172" 4 4 0 6 5 9 5 2 2 0 0 0
"gene_4173" 254 252 166 117 89 106 106 104 155 232 255 175
"gene_4174" 1485 1244 1264 1525 1405 1291 1210 1337 940 1227 904 1315
"gene_4175" 25 30 39 115 48 36 78 71 52 3 10 10
"gene_4176" 853 920 1187 417 522 509 791 682 847 645 548 638
"gene_4177" 32 21 19 25 60 30 39 8 11 12 7 3
"gene_4178" 546 629 738 832 654 842 702 647 809 585 698 616
"gene_4179" 124 144 192 158 211 206 163 115 150 105 78 88
"gene_4180" 317 372 350 439 357 354 615 564 587 425 403 265
"gene_4181" 497 540 542 256 374 454 441 353 463 752 1210 977
"gene_4182" 39 30 23 55 43 61 47 22 34 34 14 18
"gene_4183" 295 380 274 199 180 162 212 283 234 535 534 565
"gene_4184" 1592 1788 1520 2006 1952 1799 1820 1961 1607 1818 1832 1786
"gene_4185" 2 2 2 0 0 0 6 4 2 0 0 1
"gene_4186" 800 884 671 991 872 1209 1057 731 729 792 858 963
"gene_4187" 51 59 53 105 68 65 126 83 75 81 45 28
"gene_4188" 147 299 259 241 349 217 282 227 334 304 290 171
"gene_4189" 616 718 582 663 653 830 744 1158 976 853 710 745
"gene_4190" 282 354 259 279 238 266 225 244 270 363 355 257
"gene_4191" 971 1204 1219 1831 1673 1468 1908 1995 2104 1703 1258 1434
"gene_4192" 51 25 56 103 61 34 53 46 74 85 87 95
"gene_4193" 107 112 113 77 143 75 134 162 110 61 101 87
"gene_4194" 5 3 0 9 18 15 1 5 2 12 22 7
"gene_4195" 4193 4083 2831 3910 4738 4016 3183 3295 3429 4194 4666 3705
"gene_4196" 211 232 153 102 130 104 172 211 158 205 210 219
"gene_4197" 264 308 284 284 311 323 392 452 236 304 341 380
"gene_4198" 124 111 104 69 77 60 149 84 108 85 138 80
"gene_4199" 160 165 178 155 291 134 131 102 195 114 156 159
"gene_4200" 290 423 375 345 344 446 492 563 335 326 508 259
"gene_4201" 5 4 2 10 6 12 8 15 7 4 5 15
"gene_4202" 37 17 34 28 51 24 69 51 105 66 77 28
"gene_4203" 637 678 620 617 661 612 741 583 747 303 472 380
"gene_4204" 138 128 101 138 67 69 75 75 60 119 142 139
"gene_4205" 47 17 30 22 18 11 17 7 22 3 2 5
"gene_4206" 1757 1774 1779 1522 1744 1601 2269 1614 1610 2337 1800 1967
"gene_4207" 152 228 143 112 118 110 64 118 92 61 48 80
"gene_4208" 79 107 66 112 142 102 68 83 78 37 28 39
"gene_4209" 6 3 7 6 17 8 10 10 13 26 22 23
"gene_4210" 26 42 17 27 20 35 31 29 31 0 4 18
"gene_4211" 15 21 10 16 20 25 31 36 41 117 59 72
"gene_4212" 623 671 492 535 445 561 484 477 500 569 538 687
"gene_4213" 101 70 86 40 17 28 8 21 16 72 138 106
"gene_4214" 83 97 105 215 181 94 148 112 201 151 153 120
"gene_4215" 3305 4369 4073 3619 4120 3253 4942 4861 3937 4503 3592 3759
"gene_4216" 646 709 799 1214 1299 1395 1085 979 1293 784 673 845
"gene_4217" 38 97 53 101 55 79 108 37 71 70 76 68
"gene_4218" 40 46 44 6 2 3 86 66 45 31 25 15
"gene_4219" 0 0 0 6 8 8 0 0 0 0 0 0
"gene_4220" 444 359 393 416 511 513 375 295 398 553 562 526
"gene_4221" 807 663 828 669 809 713 875 809 759 466 477 537
"gene_4222" 874 1151 891 552 587 583 552 716 590 774 494 947
"gene_4223" 1265 1519 1445 1538 1275 1402 852 1097 1310 1205 1052 1092
"gene_4224" 155 177 164 273 312 320 354 411 430 357 295 327
"gene_4225" 229 190 149 61 31 63 280 270 294 168 129 183
"gene_4226" 3177 2912 3619 2998 3325 2544 2141 3109 3171 2651 3254 2788
"gene_4227" 969 837 811 1107 962 879 502 549 510 1045 928 866
"gene_4228" 378 350 344 864 810 904 382 571 342 475 354 464
"gene_4229" 88 78 137 97 73 63 30 17 22 43 41 43
"gene_4230" 28 12 32 110 66 58 49 36 69 115 121 145
"gene_4231" 662 492 442 487 518 560 789 668 863 288 414 347
"gene_4232" 11 10 12 1 5 3 7 10 4 6 4 5
"gene_4233" 146 260 162 419 400 255 292 273 250 282 232 384
"gene_4234" 90 84 49 31 21 20 72 52 74 94 131 76
"gene_4235" 415 493 507 570 631 530 539 521 596 592 658 755
"gene_4236" 157 163 192 151 128 120 35 35 32 143 136 97
"gene_4237" 1711 1011 1620 1859 2099 2158 2248 2148 2759 2331 2053 2136
"gene_4238" 1881 1904 1981 2954 3083 2710 1689 1910 1600 2868 2980 2108
"gene_4239" 359 393 422 425 392 389 352 372 232 473 374 350
"gene_4240" 26 24 50 22 40 43 13 18 12 2 4 5
"gene_4241" 130 78 114 185 185 122 35 80 53 95 62 109
"gene_4242" 591 753 509 643 635 616 517 430 375 362 280 312
"gene_4243" 124 118 139 104 103 149 43 55 37 70 106 66
"gene_4244" 20 21 28 12 9 11 43 23 33 11 47 50
"gene_4245" 278 332 306 376 384 383 408 380 345 310 369 311
"gene_4246" 2053 2267 2358 2759 3268 2825 2475 2743 2512 1904 2667 2202
"gene_4247" 500 594 627 429 343 458 608 737 794 340 335 346
"gene_4248" 552 295 436 754 720 695 913 1034 1105 588 738 647
"gene_4249" 2 2 0 0 0 0 0 0 0 0 0 0
"gene_4250" 36 37 44 33 30 47 37 13 26 34 18 16
"gene_4251" 548 546 533 422 315 347 310 289 238 350 294 262
"gene_4252" 8 4 6 5 2 2 2 4 2 5 3 3
"gene_4253" 42 64 50 58 54 80 36 33 27 93 94 95
"gene_4254" 217 149 203 211 244 337 300 255 265 155 389 162
"gene_4255" 3224 2879 2667 2125 2557 2195 1985 2167 2152 3113 3040 2764
"gene_4256" 237 305 348 361 363 373 435 550 438 225 355 449
"gene_4257" 195 187 162 144 81 84 189 193 214 142 146 149
"gene_4258" 636 876 728 927 1081 941 1097 1879 1225 973 982 838
"gene_4259" 79 86 72 90 55 36 47 61 78 79 60 110
"gene_4260" 1006 1122 1068 981 941 901 1027 835 945 1177 1161 1415
"gene_4261" 1221 1321 1280 1262 1000 1081 1363 1078 1237 1859 1471 1849
"gene_4262" 318 309 308 465 318 236 218 348 321 419 409 278
"gene_4263" 91 75 101 129 199 132 75 92 57 260 258 243
"gene_4264" 150 228 304 225 250 288 299 397 426 422 325 397
"gene_4265" 70 45 34 8 12 15 99 58 44 5 5 16
"gene_4266" 108 83 111 46 61 63 107 94 104 63 100 73
"gene_4267" 1062 1304 1958 1824 1538 1796 1494 1487 1080 1370 1128 1106
"gene_4268" 235 139 209 231 198 286 182 146 222 559 516 287
"gene_4269" 937 1048 1078 819 814 751 1356 856 1262 927 1021 1109
"gene_4270" 1 2 0 3 2 8 3 4 12 0 0 0
"gene_4271" 65 74 54 173 172 169 114 99 150 186 174 269
"gene_4272" 26 21 21 25 9 18 12 2 8 45 35 25
"gene_4273" 3 7 5 0 0 0 3 1 1 0 0 0
"gene_4274" 116 208 152 190 161 130 93 140 216 148 136 232
"gene_4275" 51 46 72 45 76 39 53 80 109 48 82 45
"gene_4276" 2265 2743 1747 751 813 1060 1238 1193 1131 1071 948 1032
"gene_4277" 3 3 1 4 3 11 2 1 0 0 0 0
"gene_4278" 198 187 185 167 245 189 286 192 287 219 391 202
"gene_4279" 1792 1812 1656 2366 1864 2045 1645 1663 2362 1494 1395 1381
"gene_4280" 3 2 2 0 4 6 27 22 25 8 8 8
"gene_4281" 397 446 395 432 473 431 397 333 411 487 492 477
"gene_4282" 88 93 132 174 132 121 118 122 131 218 196 199
"gene_4283" 0 2 0 2 1 3 1 2 6 0 0 0
"gene_4284" 978 1055 691 1021 816 960 839 1027 820 958 848 968
"gene_4285" 29 50 20 27 31 36 28 29 25 18 26 29
"gene_4286" 668 559 582 466 421 539 786 719 772 690 745 599
"gene_4287" 285 239 298 227 252 232 159 174 184 507 365 471
"gene_4288" 63 77 52 94 17 28 31 31 21 78 74 82
"gene_4289" 1225 853 913 1389 1540 1323 1225 1021 1061 1460 1829 1199
"gene_4290" 481 372 431 672 533 631 549 613 682 544 608 554
"gene_4291" 29 82 35 45 57 73 160 77 149 58 91 65
"gene_4292" 14 17 18 24 11 21 4 3 4 10 10 15
"gene_4293" 199 204 105 285 309 328 286 198 213 178 180 125
"gene_4294" 1473 1388 1206 994 1062 860 1082 1186 945 777 792 815
"gene_4295" 1009 875 621 976 921 810 774 850 735 1026 1138 860
"gene_4296" 113 112 136 93 121 118 106 139 106 154 143 142
"gene_4297" 745 695 622 475 430 549 433 517 395 362 419 347
"gene_4298" 34 45 72 22 24 12 29 15 7 16 13 22
"gene_4299" 128 141 171 113 139 88 253 321 292 207 277 219
"gene_4300" 48 15 17 24 35 20 28 35 21 32 21 38
"gene_4301" 2 3 7 0 0 0 14 21 28 9 10 15
"gene_4302" 3025 2290 2916 2812 2515 3159 2705 3058 2842 1831 2906 3025
"gene_4303" 286 292 209 363 272 345 541 527 563 228 376 150
"gene_4304" 152 114 108 101 117 142 103 137 111 148 175 148
"gene_4305" 568 465 390 730 655 638 956 1023 894 470 512 357
"gene_4306" 3 2 7 2 0 0 2 0 0 0 0 1
"gene_4307" 1272 1242 1216 718 872 879 1297 1062 1307 1386 1210 868
"gene_4308" 1528 1103 1158 1476 1085 937 1175 1140 1202 929 1265 1025
"gene_4309" 58 91 78 35 48 59 69 75 77 74 118 132
"gene_4310" 225 184 192 140 188 128 190 140 163 224 141 178
"gene_4311" 75 36 55 68 51 51 100 83 51 72 63 85
"gene_4312" 986 922 948 1073 1179 1050 902 931 1091 1126 875 915
"gene_4313" 102 129 91 69 62 66 196 162 192 97 173 81
"gene_4314" 54 50 115 70 51 81 68 77 96 83 108 121
"gene_4315" 1071 1254 925 1008 781 542 774 858 706 1189 1478 1455
"gene_4316" 1574 1314 1080 1668 2068 1913 1083 972 1122 1359 1476 1553
"gene_4317" 1029 1069 989 757 672 825 889 1170 891 1385 1132 1252
"gene_4318" 141 98 148 61 64 64 52 106 135 65 81 87
"gene_4319" 21 22 25 11 12 11 25 31 33 51 59 24
"gene_4320" 2096 2221 2153 2865 1864 1662 2055 2271 2313 1879 2046 2134
"gene_4321" 2106 2214 2066 2106 2096 2467 2659 1990 2662 1721 2146 2010
"gene_4322" 433 344 499 420 245 307 533 452 422 279 220 248
"gene_4323" 899 901 1022 1261 1892 1005 1140 1209 1250 1190 1037 1039
"gene_4324" 398 467 562 208 223 161 159 160 189 255 296 224
"gene_4325" 26 16 42 3 8 4 14 13 17 12 11 16
"gene_4326" 82 126 85 43 41 67 90 102 79 157 90 110
"gene_4327" 79 62 46 53 85 68 55 64 61 92 82 75
"gene_4328" 0 0 0 1 4 1 0 0 0 0 1 1
"gene_4329" 1 3 1 4 1 3 3 1 0 0 0 0
"gene_4330" 75 71 91 61 98 72 107 84 75 148 104 87
"gene_4331" 666 787 737 425 589 478 404 374 508 865 1002 852
"gene_4332" 34 36 35 95 35 40 36 31 48 22 34 44
"gene_4333" 49 39 71 16 23 36 24 30 28 82 47 19
"gene_4334" 32 44 14 8 13 16 24 35 41 18 10 15
"gene_4335" 1107 804 1039 1462 1354 1181 1195 1348 1237 1176 1101 983
"gene_4336" 864 1403 1223 1415 1147 988 769 731 697 847 987 878
"gene_4337" 74 69 72 19 21 43 84 44 47 56 47 76
"gene_4338" 6 8 7 39 26 29 6 12 13 23 10 23
"gene_4339" 44 88 36 83 79 99 109 82 95 67 94 138
"gene_4340" 1608 1267 1559 1211 1836 1889 1529 2014 1663 1972 2089 2303
"gene_4341" 1950 1499 1678 2198 2222 2012 2197 1746 1886 944 918 872
"gene_4342" 5 2 10 4 7 12 12 12 3 49 45 26
"gene_4343" 750 583 842 886 787 845 1064 998 1020 1118 1179 1289
"gene_4344" 1364 2137 1444 2006 1657 1368 2095 1912 2020 1987 1890 1803
"gene_4345" 398 273 355 572 296 558 393 365 360 131 144 130
"gene_4346" 21 22 30 72 124 67 72 53 58 15 6 20
"gene_4347" 520 452 460 364 371 412 695 833 873 813 825 918
"gene_4348" 0 0 0 1 0 1 0 0 0 0 0 0
"gene_4349" 2404 2281 2280 1830 2008 2217 1980 2487 2484 1858 1655 1542
"gene_4350" 0 2 5 0 0 0 0 0 0 0 0 0
"gene_4351" 122 148 154 243 195 309 262 208 268 233 229 207
"gene_4352" 2000 3134 3663 3710 3545 3296 3205 2506 3278 5292 5799 4810
"gene_4353" 64 56 74 122 75 152 27 39 37 68 51 89
"gene_4354" 795 719 704 999 856 916 662 658 641 919 772 639
"gene_4355" 1695 1807 1489 1135 1144 1486 1760 1930 1695 2010 1727 1748
"gene_4356" 2613 3237 2758 2056 2776 2407 2992 2853 2770 2227 2733 2003
"gene_4357" 1565 1610 1766 1751 2079 2401 2432 1922 2228 2009 1899 2922
"gene_4358" 1 7 3 9 8 10 28 23 23 24 11 12
"gene_4359" 548 660 473 419 367 453 468 345 452 376 405 402
"gene_4360" 61 85 46 42 43 46 150 149 136 28 28 29
"gene_4361" 628 774 682 404 727 589 611 594 505 697 653 838
"gene_4362" 1342 1393 1238 1063 1137 1253 1189 1338 1116 852 896 1097
"gene_4363" 773 630 687 728 872 880 856 1380 895 905 748 919
"gene_4364" 17 9 13 12 8 9 17 3 3 6 8 15
"gene_4365" 467 393 418 445 267 410 670 758 689 664 789 685
"gene_4366" 2625 1908 2467 2925 2711 2623 2591 2975 2043 2642 1690 2128
"gene_4367" 364 340 376 145 119 172 293 478 404 338 296 286
"gene_4368" 3075 3290 4112 3025 2798 2458 2847 4376 4282 2815 1927 2158
"gene_4369" 311 367 395 468 378 305 382 347 315 240 336 330
"gene_4370" 619 646 659 499 417 518 791 681 648 713 719 472
"gene_4371" 214 165 190 102 162 151 114 113 133 226 178 143
"gene_4372" 2871 2390 2977 2979 2823 2744 4172 3596 3857 3491 3712 2893
"gene_4373" 2057 1425 1496 2391 2259 1728 2295 2730 2368 2016 1259 1655
"gene_4374" 641 588 634 1282 1422 1283 808 617 890 753 841 812
"gene_4375" 746 1000 778 560 665 512 565 696 465 669 634 815
"gene_4376" 20 14 15 53 80 78 62 79 97 27 51 51
"gene_4377" 1620 1648 1737 883 1455 918 1301 1231 1358 1065 1078 972
"gene_4378" 103 96 101 72 64 52 132 149 86 66 101 79
"gene_4379" 249 262 332 284 258 225 256 257 279 183 244 259
"gene_4380" 415 242 242 223 320 275 219 225 199 238 264 254
"gene_4381" 1009 1274 892 878 846 764 774 795 918 741 565 680
"gene_4382" 30 9 20 57 75 72 8 10 7 21 29 30
"gene_4383" 8 8 2 0 0 0 2 2 2 4 7 9
"gene_4384" 2 2 1 3 0 1 0 0 0 2 2 1
"gene_4385" 841 694 746 740 855 706 901 945 773 726 923 723
"gene_4386" 260 256 205 215 193 194 216 255 145 186 190 271
"gene_4387" 281 356 288 552 548 595 532 439 470 377 351 311
"gene_4388" 367 454 475 342 293 291 328 245 367 318 263 265
"gene_4389" 9 38 6 2 5 3 16 30 20 13 16 11
"gene_4390" 517 513 587 845 1338 965 763 717 890 1137 1241 1126
"gene_4391" 737 957 905 685 617 485 853 605 863 703 724 889
"gene_4392" 480 525 424 525 732 662 638 671 693 582 558 587
"gene_4393" 4435 4562 3989 4207 3594 4563 5687 5793 4929 3808 4515 4213
"gene_4394" 69 82 72 121 134 104 92 97 72 139 90 114
"gene_4395" 245 369 358 421 330 389 141 325 198 294 255 308
"gene_4396" 0 1 1 44 31 38 10 7 7 36 18 22
"gene_4397" 9 15 20 10 16 15 8 10 9 3 6 10
"gene_4398" 1248 1290 1274 1129 982 1011 1048 918 979 1208 1307 1241
"gene_4399" 1 2 2 1 3 1 2 1 1 1 2 0
"gene_4400" 154 120 198 113 44 73 147 46 97 94 83 132
"gene_4401" 424 397 431 386 405 351 582 462 606 623 519 605
"gene_4402" 59 47 46 32 20 47 57 21 53 28 32 39
"gene_4403" 2212 1823 1963 1750 2092 2021 1216 1369 1200 1962 2672 2090
"gene_4404" 1357 787 1292 1126 1125 1136 1434 1236 905 1051 1187 1381
"gene_4405" 382 283 336 239 236 265 162 260 218 229 172 165
"gene_4406" 15 10 16 6 4 3 2 2 7 3 9 5
"gene_4407" 2781 2192 2845 2075 1692 1812 2233 2300 2578 2032 2121 1880
"gene_4408" 57 21 61 17 11 18 41 79 32 67 38 49
"gene_4409" 9 7 17 19 17 16 44 30 51 5 11 6
"gene_4410" 36 50 19 75 94 53 61 79 47 35 35 32
"gene_4411" 585 630 603 386 520 452 512 590 456 868 677 923
"gene_4412" 25 39 50 96 60 62 60 44 50 86 95 72
"gene_4413" 753 1007 929 813 814 729 990 1000 965 907 1052 1412
"gene_4414" 146 122 118 242 394 364 200 328 226 435 385 323
"gene_4415" 70 99 98 119 87 55 79 70 91 68 81 58
"gene_4416" 1264 1091 1192 1168 1061 1051 1199 1190 1353 1000 975 972
"gene_4417" 17 32 24 8 7 4 10 2 13 7 1 2
"gene_4418" 599 1057 638 1382 1001 1011 1658 1433 1544 1718 1360 1648
"gene_4419" 1283 837 762 1348 1458 1383 755 762 762 754 1073 1022
"gene_4420" 1143 1110 1055 736 834 705 1070 1129 1115 1128 1372 1483
"gene_4421" 8 1 2 6 2 1 1 1 2 7 8 15
"gene_4422" 207 190 338 301 257 168 274 288 202 389 440 449
"gene_4423" 111 132 110 130 90 171 156 162 138 93 116 114
"gene_4424" 2 5 5 11 22 11 12 3 4 6 5 8
"gene_4425" 0 0 0 0 0 0 0 3 0 2 2 0
"gene_4426" 252 196 328 283 258 246 207 211 267 129 153 156
"gene_4427" 2754 2879 2605 1776 1618 1256 2054 2064 2128 1697 2194 1695
"gene_4428" 325 195 244 195 158 151 162 222 257 102 151 240
"gene_4429" 1226 809 1103 575 708 733 1018 890 907 740 715 736
"gene_4430" 464 467 392 511 546 517 503 518 591 535 512 572
"gene_4431" 306 285 361 431 432 390 323 393 415 349 278 338
"gene_4432" 341 395 239 326 302 446 288 336 332 159 491 205
"gene_4433" 47 79 46 80 66 61 72 74 68 20 20 41
"gene_4434" 250 348 142 171 124 236 239 152 255 337 299 266
"gene_4435" 3180 2732 2653 3603 2945 2621 2746 2491 2809 3109 3312 2624
"gene_4436" 822 1030 775 879 853 1143 1068 989 1038 1316 1381 1245
"gene_4437" 3 2 5 5 0 0 2 2 3 0 0 0
"gene_4438" 635 501 498 653 494 608 724 538 628 455 465 326
"gene_4439" 15 18 18 45 57 78 52 30 28 25 38 35
"gene_4440" 19 31 43 14 8 9 11 9 13 27 33 27
"gene_4441" 252 188 188 288 280 256 346 304 298 382 223 289
"gene_4442" 3487 3232 2990 2318 2582 2555 1965 2151 2953 1824 2585 1870
"gene_4443" 2 2 0 24 18 7 20 20 15 15 11 15
"gene_4444" 188 119 125 265 189 240 138 148 129 222 120 143
"gene_4445" 64 71 50 51 54 46 52 78 103 81 75 83
"gene_4446" 35 29 46 40 52 33 36 26 56 9 20 21
"gene_4447" 298 399 318 363 222 336 230 185 284 301 245 237
"gene_4448" 818 1141 1205 975 908 853 1666 781 975 1422 1280 1434
"gene_4449" 285 357 177 221 218 285 235 216 240 375 325 382
"gene_4450" 4 4 3 1 1 4 7 2 7 8 4 5
"gene_4451" 309 424 292 452 430 381 390 444 435 315 193 345
"gene_4452" 658 595 538 571 608 581 457 554 633 487 427 512
"gene_4453" 72 98 92 45 37 52 105 55 80 66 78 85
"gene_4454" 3764 3030 2828 1320 2690 2496 1978 2083 1640 3298 3609 2447
"gene_4455" 33 32 24 19 5 8 10 9 8 17 28 57
"gene_4456" 151 147 157 220 214 163 93 89 100 75 91 62
"gene_4457" 486 486 420 363 349 307 385 342 349 300 258 246
"gene_4458" 117 103 149 102 119 112 122 120 154 116 169 110
"gene_4459" 44 59 53 65 48 28 69 49 69 46 51 44
"gene_4460" 519 337 435 601 351 365 809 560 707 145 122 102
"gene_4461" 1374 1500 1458 1342 1179 1376 1731 1019 1024 1108 1445 1541
"gene_4462" 123 96 127 95 165 113 517 360 365 176 182 263
"gene_4463" 8 10 5 11 15 7 21 13 13 57 36 35
"gene_4464" 924 1005 1033 1215 1118 1446 1022 1099 1148 1239 1675 1852
"gene_4465" 503 206 475 261 225 241 162 142 224 196 174 199
"gene_4466" 135 222 218 362 346 306 243 326 276 438 356 402
"gene_4467" 4 6 13 2 14 15 5 6 10 13 6 5
"gene_4468" 227 295 342 236 170 315 179 157 253 135 196 180
"gene_4469" 348 257 362 650 536 820 592 572 454 348 345 375
"gene_4470" 512 646 847 964 1081 902 675 685 597 432 548 505
"gene_4471" 1166 1137 1141 512 749 668 465 595 572 1011 876 860
"gene_4472" 10 10 45 131 129 122 70 70 91 160 138 132
"gene_4473" 444 318 411 427 634 532 626 478 385 488 443 353
"gene_4474" 1 0 0 7 4 2 17 6 18 2 5 5
"gene_4475" 2575 2528 2918 1613 1918 2002 1592 1209 1874 1776 2074 2095
"gene_4476" 148 172 208 157 200 241 135 88 104 209 191 269
"gene_4477" 1832 2309 1873 1352 2169 1623 1525 1650 1535 1477 1678 1629
"gene_4478" 277 465 325 535 616 492 479 530 547 531 521 404
"gene_4479" 130 196 211 124 188 122 134 140 149 138 127 189
"gene_4480" 290 291 247 181 335 298 197 245 230 298 382 313
"gene_4481" 163 151 161 295 271 336 226 363 360 256 283 267
"gene_4482" 27 32 27 33 30 34 15 18 12 65 40 48
"gene_4483" 106 164 181 264 200 168 168 225 179 293 192 245
"gene_4484" 24 20 7 25 27 19 28 32 12 33 22 18
"gene_4485" 39 28 55 37 42 37 32 32 32 24 8 41
"gene_4486" 16 21 45 16 17 8 10 2 3 15 75 29
"gene_4487" 159 178 175 122 171 137 197 145 134 134 97 130
"gene_4488" 135 66 61 54 56 57 50 69 66 158 105 131
"gene_4489" 947 881 701 1114 922 1572 980 801 792 923 929 968
"gene_4490" 85 55 86 48 54 74 25 36 49 51 80 41
"gene_4491" 1 1 2 0 2 3 0 0 0 2 1 2
"gene_4492" 237 194 187 247 302 267 225 94 110 412 549 361
"gene_4493" 20 38 28 12 8 10 26 15 5 9 5 6
"gene_4494" 320 284 277 332 300 430 194 172 222 146 153 220
"gene_4495" 51 25 23 39 65 61 47 75 76 26 42 29
"gene_4496" 101 102 76 123 151 113 87 115 119 214 161 194
"gene_4497" 3 7 2 2 0 2 1 1 1 1 4 1
"gene_4498" 563 440 624 782 835 897 486 533 446 595 529 699
"gene_4499" 2526 2122 2937 2838 2562 2656 2204 2672 1905 2946 2452 2795
"gene_4500" 459 630 522 447 320 547 395 501 742 413 268 242
"gene_4501" 28 4 6 6 5 8 30 26 34 23 6 13
"gene_4502" 425 555 649 685 603 472 793 982 906 746 804 711
"gene_4503" 1942 1889 2069 1963 2043 1489 1577 1687 1937 1872 1549 2548
"gene_4504" 1500 1814 1344 1776 1381 1452 2046 1355 1822 1371 2138 1184
"gene_4505" 20 21 27 35 50 29 49 57 71 76 78 60
"gene_4506" 67 50 91 103 55 112 130 152 122 52 80 103
"gene_4507" 366 276 383 246 269 241 260 174 191 265 197 338
"gene_4508" 35 18 14 25 37 25 3 6 3 10 20 18
"gene_4509" 141 244 191 212 198 204 80 106 110 212 168 355
"gene_4510" 229 281 299 93 187 157 273 256 244 304 353 349
"gene_4511" 1330 1126 1183 1502 955 1094 993 881 1082 1030 1417 944
"gene_4512" 201 154 284 121 93 173 173 152 194 176 199 220
"gene_4513" 301 305 299 309 255 283 351 346 298 354 388 316
"gene_4514" 959 907 795 801 955 736 748 834 603 1130 1043 1069
"gene_4515" 231 218 176 281 154 132 53 102 76 159 143 139
"gene_4516" 1083 938 1086 835 1279 1133 783 842 828 1741 1247 1780
"gene_4517" 710 925 1212 1032 696 1175 965 1019 1057 793 1413 1156
"gene_4518" 55 36 74 45 43 55 79 137 116 99 79 85
"gene_4519" 522 563 519 546 410 511 623 431 614 601 473 441
"gene_4520" 338 392 391 170 206 240 383 458 444 316 273 342
"gene_4521" 97 76 96 92 60 67 37 15 49 35 23 32
"gene_4522" 361 256 305 414 305 468 275 227 262 636 461 554
"gene_4523" 1 0 0 5 1 0 0 0 0 8 12 8
"gene_4524" 170 100 177 61 52 47 98 137 125 150 199 148
"gene_4525" 368 464 358 811 821 1020 376 445 429 592 566 695
"gene_4526" 2337 2896 1846 1251 1693 2053 1445 1390 1185 727 1028 1052
"gene_4527" 1 1 1 2 3 5 1 0 4 0 0 0
"gene_4528" 7 11 8 12 5 10 7 11 8 14 8 6
"gene_4529" 41 26 19 8 5 9 27 31 6 26 34 29
"gene_4530" 604 578 679 763 615 512 533 638 513 401 511 508
"gene_4531" 1475 1219 1341 817 1178 929 1205 1103 1075 1146 1027 1739
"gene_4532" 64 51 32 19 25 40 38 75 44 28 24 26
"gene_4533" 4025 4301 4184 4053 3574 4643 4237 3672 3610 3779 5024 3651
"gene_4534" 11 12 5 0 0 0 4 0 0 5 12 6
"gene_4535" 10 8 18 28 12 16 34 28 20 15 23 11
"gene_4536" 615 451 667 751 842 1109 583 749 885 832 922 1052
"gene_4537" 138 207 155 91 162 130 198 224 219 98 72 68
"gene_4538" 543 425 485 324 450 468 677 705 749 786 792 660
"gene_4539" 1341 1992 1034 1622 1479 1469 2880 2510 2295 1188 1631 1466
"gene_4540" 2 0 2 2 3 2 8 14 8 0 0 0
"gene_4541" 555 681 578 526 500 547 521 540 739 691 550 553
"gene_4542" 125 100 183 202 214 166 100 116 124 115 165 170
"gene_4543" 45 46 39 15 34 35 7 15 14 39 29 37
"gene_4544" 60 26 65 67 28 28 31 35 45 47 44 41
