"V1" "V2" "V3" "V11" "V12" "V13" "V21" "V22" "V23" "V31" "V32" "V33"
"1126" 219 263 177 2006 1851 1507 1068 946 1001 348 363 387
"1127" 20 91 46 253 243 277 134 160 170 49 46 22
"1128" 247 170 334 1383 1145 1473 635 496 800 200 305 286
"1129" 71 47 85 408 347 468 363 234 123 107 92 65
"1130" 663 559 429 3519 3895 3295 1471 1923 1497 429 815 535
"1131" 961 1008 974 6500 10105 6819 3281 3125 2876 1773 1305 1286
"1132" 64 97 59 253 256 271 167 84 141 43 28 39
"1133" 480 464 629 1873 2833 2615 1441 1273 1527 452 460 761
"1134" 324 200 264 1197 2059 1491 723 518 690 199 434 325
"1135" 10340 10053 11173 69349 67084 49288 17099 26367 24590 14798 9093 12388
"1136" 0 0 0 111 146 101 79 75 49 37 18 4
"1137" 199 165 165 860 1245 1031 549 435 381 168 237 192
"1138" 136 190 116 723 429 412 312 256 198 119 132 121
"1139" 3505 3901 4229 22749 20993 23381 12356 10892 10821 4077 4915 4173
"1140" 1195 1152 1155 6784 7765 8018 4070 3405 4130 1557 1442 1281
"1141" 170 136 153 793 915 1070 476 574 492 203 209 181
"1142" 117 79 45 321 357 369 158 196 147 53 26 84
"1143" 5109 4728 3861 27129 30883 26303 16324 11705 15526 5365 5367 4547
"1144" 192 258 243 937 704 1414 521 409 403 203 158 188
"1145" 205 320 212 1194 1595 1296 779 585 610 220 320 269
"1146" 22 61 41 289 302 300 117 147 149 29 47 38
"1147" 202 155 152 971 1145 920 461 463 490 246 129 350
"1148" 392 355 265 4181 2787 3558 1521 2054 2167 727 603 557
"1149" 150 135 255 1899 1137 1654 832 1119 961 392 285 574
"1150" 2695 1857 2470 16681 14729 16213 7491 8367 8729 3213 3257 2592
"1151" 27 33 96 366 277 411 88 78 39 72 90 57
"1152" 187 261 147 1537 1183 1098 529 243 274 339 365 322
"1153" 1239 1543 1419 11502 8379 12722 2509 2295 1944 1207 2225 1425
"1154" 69 58 35 589 650 501 132 84 109 164 168 194
"1155" 365 344 270 2100 2862 2830 359 617 570 262 465 248
"1156" 1407 1508 1581 8343 8764 8989 2380 2270 1533 1683 1791 1731
"1157" 0 0 0 9 9 12 7 3 0 9 0 11
"1158" 560 592 583 4292 3879 3603 1043 472 765 241 250 434
"1159" 81 92 100 519 695 605 117 88 177 237 208 155
"1160" 3768 3651 3633 21238 22085 22900 5611 4659 5452 2661 2944 2491
"1161" 1301 1106 1111 7295 5121 5312 1338 1227 1227 1624 1647 1600
"1162" 23 27 21 403 229 402 92 99 81 88 33 33
"1163" 9475 11763 8940 58035 54741 52929 12320 11062 11437 8775 9162 9950
"1164" 29 67 39 174 180 188 50 29 31 39 24 19
"1165" 3238 3482 3543 19852 20617 15203 5169 5474 5104 3275 3058 2802
"1166" 8215 11212 12653 52646 52095 55300 10611 12339 11367 8124 8343 7337
"1167" 1974 2825 2436 11282 10372 9963 1790 2432 2393 2259 1976 2044
"1168" 9 2 3 9 15 5 1 2 0 0 0 0
"1169" 678 640 801 4530 5719 4159 781 852 879 673 977 966
"1170" 1420 1178 1821 11749 11589 12038 2199 2345 2257 1549 2379 2647
"1171" 1 1 2 153 126 136 25 18 54 25 18 9
"1172" 86 105 87 761 705 775 228 153 128 76 89 107
"1173" 859 877 838 7047 5595 6951 1472 1627 1594 1027 1791 844
"1174" 93 76 118 853 673 1035 152 189 122 48 83 63
"1175" 363 255 211 2884 3109 2208 495 369 565 729 824 845
"1176" 7669 6024 8381 23155 20895 26709 7323 7669 7607 8506 5500 5930
"1177" 473 401 334 3241 3095 2593 587 558 576 295 446 333
"1178" 1201 1095 2001 7413 7412 8405 1524 1611 1493 1127 1472 936
"1179" 721 796 517 4941 5377 4101 917 861 907 613 576 303
"1180" 11 2 7 486 308 192 17 78 51 35 22 18
"1181" 2401 3092 1941 14321 12634 13453 2243 3195 2643 2719 3259 2036
"1182" 557 586 513 3192 3141 3186 383 739 296 471 333 383
"1183" 39 83 60 285 556 495 103 90 72 51 82 38
"1184" 1825 1452 1778 15663 15492 13996 2882 2800 2804 2253 2220 2518
"1185" 1835 1697 1488 11836 8310 11423 1607 2507 1887 2301 1399 2265
"1186" 3495 3001 2825 18338 16095 12853 3825 4237 4018 3040 3164 4666
"1187" 292 417 531 2391 2109 2050 443 380 460 387 394 369
"1188" 45 44 63 377 438 604 95 110 96 61 38 56
"1189" 394 528 417 3100 3939 3810 599 771 697 334 321 341
"1190" 2791 2000 2374 16185 18501 18345 3585 2484 3935 3657 2847 3122
"1191" 774 771 895 3561 4012 4502 975 967 1193 1031 748 848
"1192" 2307 3699 2395 14454 26085 11415 3955 4641 3361 2946 3103 3249
"1193" 99 74 93 367 241 292 52 60 43 7 22 27
"1194" 1 11 9 10 32 19 3 1 9 0 0 0
"1195" 12401 6644 9597 54070 60621 53699 11313 11345 11984 8290 10844 9696
"1196" 2348 2089 2161 17476 17158 15498 3663 3244 3764 1970 2232 1787
"1197" 2360 1725 2071 9610 8955 9795 2155 1221 1701 1886 1002 1891
"1198" 823 861 857 5558 6079 5154 1109 900 878 1032 957 1006
"1199" 28 19 16 113 37 97 25 14 9 19 6 6
"1200" 305 349 360 2149 2295 2098 267 375 337 531 516 432
"1201" 0 0 0 0 0 0 0 0 0 5 11 0
"1202" 3 0 10 23 6 3 0 3 1 4 8 7
"1203" 752 806 637 525 582 474 1075 601 641 1018 923 1103
"1204" 2856 3798 2978 3199 3795 3559 1269 1419 1387 2379 2443 2238
"1205" 1190 1427 1467 1002 1061 1271 1442 1003 1441 1240 1393 1276
"1206" 4833 5257 7071 7280 6614 6657 6279 5882 6597 4903 6125 3827
"1207" 170 181 100 58 70 48 66 41 63 114 163 81
"1208" 33 70 88 81 144 137 144 72 56 58 99 59
"1209" 241 220 285 391 483 417 154 116 191 260 271 251
"1210" 7669 6903 7684 9327 7334 8359 7045 6970 7934 9882 13785 9016
"1211" 3999 3693 3382 3512 4061 3313 2583 3322 2802 1583 2350 2240
"1212" 123 135 150 31 23 10 20 50 37 19 12 9
"1213" 237 203 430 451 704 680 459 854 614 429 337 495
"1214" 400 449 402 400 397 261 185 146 125 297 428 200
"1215" 3423 2891 3876 2710 2568 2319 3788 4569 4539 4593 3855 4941
"1216" 823 757 477 836 1065 1162 1163 1222 1308 1094 1186 848
"1217" 5084 5465 5009 3117 3583 3700 3843 3363 5205 4307 3831 4104
"1218" 5467 4638 4025 2603 2395 2805 2115 2111 2541 3013 3267 4091
"1219" 1538 1377 1361 1895 1734 1893 1863 2093 1978 2409 2055 1622
"1220" 2271 2256 3411 3351 3689 4116 3523 4792 5301 2513 3523 2792
"1221" 551 403 402 362 406 209 549 525 405 237 249 264
"1222" 474 333 415 818 734 653 503 651 666 886 545 718
"1223" 52 59 37 66 86 56 27 38 59 103 18 26
"1224" 2945 2212 2744 1995 1851 1524 1989 2594 2100 1763 2038 1437
"1225" 1251 1544 1035 930 966 1051 867 1239 948 1509 1209 1068
"1226" 38 46 35 32 21 15 0 7 12 15 10 13
"1227" 297 261 324 133 177 335 254 317 231 196 180 334
"1228" 5 27 7 23 57 21 72 35 32 3 3 1
"1229" 2184 3753 2513 2396 2455 2741 3048 2649 2234 3489 2817 2940
"1230" 8242 10319 8464 7756 6519 6912 6238 5698 4851 6773 8331 7354
"1231" 885 931 890 1209 910 1181 1306 1627 1580 615 809 798
"1232" 4115 2698 2745 4061 3312 3314 3933 3695 2834 4233 4089 4701
"1233" 449 310 736 393 273 392 635 378 382 529 404 361
"1234" 73 28 20 59 57 73 105 50 107 75 46 63
"1235" 921 1054 981 348 441 465 382 203 199 840 832 881
"1236" 7 0 6 7 5 3 9 10 13 33 21 54
"1237" 1931 2323 2199 3943 4484 3970 5805 4564 5774 4268 4961 3279
"1238" 61 47 14 33 10 34 42 52 38 14 12 18
"1239" 2132 2323 2266 2443 2541 1903 2326 2154 2170 1562 1827 1641
"1240" 1144 744 1171 865 1189 852 881 865 928 1664 1740 1426
"1241" 4006 2897 3307 4567 4238 3094 4452 3398 3805 3652 3628 4435
"1242" 16 21 21 14 11 9 0 0 3 46 49 45
"1243" 4154 5505 4606 3691 3818 3397 3418 3762 3436 3492 2583 2911
"1244" 2833 2163 2381 2043 2186 1925 2102 2112 1755 1876 1822 1567
"1245" 108 63 97 38 58 60 49 75 51 59 32 17
"1246" 689 576 433 332 362 361 595 527 316 477 474 312
"1247" 759 732 682 1052 929 954 907 893 902 1023 820 783
"1248" 1640 1460 1340 1047 1075 1169 1809 1501 1472 2119 1908 1980
"1249" 174 133 174 15 34 6 61 60 161 64 84 93
"1250" 293 216 206 273 215 319 413 499 640 640 474 696
"1251" 169 115 154 118 203 102 34 142 217 349 254 344
"1252" 171 96 139 323 225 195 212 189 262 138 71 227
"1253" 503 555 776 274 477 477 495 537 588 741 735 657
"1254" 518 498 595 651 614 485 971 690 815 358 245 488
"1255" 3 3 0 0 0 0 15 3 2 45 31 13
"1256" 4359 4281 4315 6190 3799 3758 4104 4859 4966 3698 5793 3687
"1257" 3398 3100 6136 4361 3850 4684 3815 4586 3529 3142 3215 3681
"1258" 1515 1443 1791 1495 2022 787 1041 1061 1203 1245 1284 1281
"1259" 837 822 820 1266 1349 1634 943 966 782 1477 1305 1422
"1260" 1448 1908 1856 2423 2441 2733 3159 3556 2892 3231 3553 3078
"1261" 351 371 360 136 235 170 131 158 204 345 328 191
"1262" 1269 1031 1553 1435 1344 1588 1090 1168 1533 1536 1486 1752
"1263" 19 2 4 0 0 0 1 4 0 16 33 20
"1264" 3987 3687 3835 2445 1871 2022 3488 3750 3437 3759 3461 2961
"1265" 18 27 15 18 18 25 37 17 45 17 4 25
"1266" 111 118 88 38 11 43 14 7 23 18 3 2
"1267" 3408 2922 2854 3517 3388 3521 2757 3747 3500 3904 2265 4853
"1268" 8049 9895 9971 15250 15051 14313 14128 12774 12498 8523 7805 8169
"1269" 585 577 719 1016 637 798 351 435 427 610 1059 885
"1270" 4013 2995 3660 3699 4466 3975 5824 4653 7274 5079 4755 4057
"1271" 7 7 3 2 20 5 5 7 3 0 0 0
"1272" 57 23 81 120 74 99 91 96 27 112 65 79
"1273" 1081 1002 1342 745 717 602 452 460 585 736 834 543
"1274" 2627 2839 2418 3238 4157 3783 2725 2998 1845 3178 3757 3143
"1275" 58 27 48 21 27 14 7 7 19 52 59 73
"1276" 0 0 0 1 3 2 0 4 2 5 2 4
"1277" 426 384 400 493 381 470 617 579 610 664 611 523
"1278" 706 754 651 363 568 403 475 615 729 553 484 350
"1279" 3832 3921 4511 2694 2703 2446 2557 1949 3567 1877 2342 1810
"1280" 3916 3729 3831 3617 4334 4773 3291 3996 5941 4163 3529 3802
"1281" 618 726 604 418 707 699 463 366 447 355 583 720
"1282" 2079 3561 2394 2807 3035 2980 2592 2625 1761 2137 2479 2471
"1283" 14 5 3 3 2 2 0 0 0 12 5 3
"1284" 2135 2467 2310 3945 3613 3394 1974 2043 2091 2453 1993 3486
"1285" 648 664 849 412 528 489 891 1111 890 521 335 424
"1286" 3226 3188 3872 2307 2252 1678 1815 1817 1373 1693 1381 1350
"1287" 1994 1941 1941 1749 2313 2217 1645 2271 1118 2007 2371 1986
"1288" 484 525 458 381 339 506 654 596 476 898 684 592
"1289" 84 106 58 217 216 114 75 108 83 63 76 73
"1290" 10 28 13 15 12 24 14 13 19 36 24 28
"1291" 2577 2241 2553 1858 1977 1432 1728 1627 1629 1987 1263 2092
"1292" 105 123 71 23 52 19 15 3 7 45 58 69
"1293" 126 186 219 317 201 185 178 163 194 296 177 202
"1294" 1377 1659 1284 3847 4280 4460 2934 2636 2828 2358 2458 2765
"1295" 236 150 126 201 238 201 111 177 171 173 145 145
"1296" 14 2 1 21 29 27 0 0 0 80 65 49
"1297" 4769 5535 4993 3688 3903 4664 3650 4258 4763 4055 3466 3558
"1298" 45 39 57 50 160 57 34 10 56 2 2 17
"1299" 296 519 422 258 447 481 442 302 411 357 295 447
"1300" 715 495 448 474 600 504 304 283 249 703 585 583
"1301" 711 687 681 441 888 350 593 413 500 843 761 979
"1302" 1676 2145 1117 1839 2086 1971 2127 2325 2669 2038 1943 2073
"1303" 2362 2267 1944 2268 2133 2089 3195 2962 2535 1588 2179 1755
"1304" 109 144 100 48 26 22 45 62 62 127 204 233
"1305" 5193 3828 4196 3649 3382 3916 4342 3152 3537 6873 3877 2911
"1306" 2327 2084 2329 1990 2451 2043 3606 2839 3051 2918 3120 2682
"1307" 234 135 223 151 189 209 95 164 171 154 135 141
"1308" 1164 1171 1072 927 914 831 1723 1609 1526 473 767 571
"1309" 0 0 0 7 7 25 3 6 3 1 5 2
"1310" 4 12 5 0 0 0 0 0 0 10 12 8
"1311" 619 521 527 435 454 364 448 681 525 558 618 377
"1312" 59 147 49 91 51 71 28 29 27 28 31 73
"1313" 65 57 75 62 13 61 71 68 112 198 111 101
"1314" 1671 1503 1469 2670 1978 1959 2745 2740 2517 2580 1872 2518
"1315" 540 653 551 501 444 354 406 665 699 856 519 572
"1316" 3992 4308 4249 7373 7019 5559 5556 5014 5160 5426 5370 3006
"1317" 338 301 425 339 387 261 331 665 480 822 554 745
"1318" 182 194 147 101 80 69 129 133 163 113 138 93
"1319" 85 69 63 36 63 18 39 21 24 85 168 152
"1320" 30 37 46 0 1 1 0 0 0 0 0 0
"1321" 3199 3531 3864 6256 4667 3865 4243 3793 3952 4017 4941 4839
"1322" 53 34 18 1 9 3 29 29 34 91 66 48
"1323" 132 81 117 93 59 77 87 100 134 152 200 185
"1324" 63 37 40 139 142 153 98 77 75 78 59 66
"1325" 63 27 17 108 116 132 250 285 241 46 32 44
"1326" 2513 3322 2125 2612 2493 2199 3285 2957 2619 2557 2294 2636
"1327" 6858 7602 8112 6428 6591 6705 11746 7032 9378 7756 7319 7353
"1328" 1791 2157 1951 1462 1809 1467 1791 2156 2441 3386 2012 2925
"1329" 30 23 10 13 22 20 21 23 29 10 4 3
"1330" 124 122 82 153 375 97 411 289 360 45 75 95
"1331" 273 208 423 151 171 97 213 215 400 248 262 275
"1332" 952 744 917 1292 885 965 1503 1002 1546 1251 1514 1402
"1333" 1 3 7 24 28 15 57 44 81 39 55 21
"1334" 9792 11010 9993 7822 8814 7159 6779 5721 7910 7649 6489 7109
"1335" 353 430 351 444 451 369 255 295 437 297 520 781
"1336" 357 305 420 366 470 396 422 559 414 891 926 863
"1337" 3788 4103 3509 2733 3409 2038 2447 2975 2249 3267 3949 3519
"1338" 245 246 261 280 387 300 79 81 67 145 215 222
"1339" 8228 6795 9417 7710 7051 8571 9426 5559 10712 8519 6597 6275
"1340" 918 949 879 756 772 910 1603 928 1214 696 786 809
"1341" 917 983 679 375 327 364 566 554 404 240 257 249
"1342" 962 1189 995 973 882 779 695 848 951 1404 1649 1361
"1343" 5 15 0 26 22 40 47 7 12 0 0 0
"1344" 165 122 84 182 228 261 123 135 115 300 245 225
"1345" 972 1071 981 645 639 834 897 734 1378 1131 1084 981
"1346" 309 446 233 480 456 468 644 907 703 1352 1569 1234
"1347" 1287 1266 1551 1656 1456 1533 2412 1970 2361 1731 1607 1367
"1348" 667 982 972 601 787 885 787 804 585 423 430 651
"1349" 66 51 53 17 17 9 33 27 21 85 49 56
"1350" 1065 917 914 726 798 747 1167 1281 1125 990 1065 1120
"1351" 5230 5455 4624 5674 4329 7102 5522 4854 7148 5326 4134 4367
"1352" 4725 5019 4584 4342 5420 3617 4699 4100 3990 4364 4190 3024
"1353" 1059 950 1031 575 569 576 721 667 471 1057 1034 704
"1354" 158 141 243 171 183 261 226 209 300 268 267 217
"1355" 7525 9861 11613 9319 13596 11533 11643 12951 15447 10997 11762 9846
"1356" 2128 2733 2089 903 966 1289 1711 2235 2317 1779 2018 1965
"1357" 465 517 278 379 737 662 583 365 459 435 659 543
"1358" 4202 3813 4390 2595 2595 2671 4582 4557 4439 4377 3366 3173
"1359" 8822 10089 8865 15503 11625 11939 11048 11631 10701 11527 10133 7802
"1360" 135 173 96 319 213 153 309 276 225 213 249 306
"1361" 915 830 913 549 744 629 2140 1743 1838 1105 748 637
"1362" 319 362 242 243 170 245 358 314 466 183 251 226
"1363" 15661 15431 14528 20423 19282 21910 18317 18070 17265 16283 16417 15789
"1364" 6 15 10 33 23 29 9 10 10 42 30 10
"1365" 461 399 931 727 510 624 432 260 407 302 306 181
"1366" 642 609 966 795 462 756 447 477 513 758 731 794
"1367" 0 0 0 0 0 0 35 11 22 45 45 53
"1368" 299 313 347 289 231 147 415 388 364 228 261 177
"1369" 2684 2712 2978 1144 1287 1326 1174 990 1210 1777 1669 1752
"1370" 300 241 210 200 174 134 89 101 201 143 151 109
"1371" 1429 1692 1230 2754 2475 2295 1960 1661 1669 2776 2609 3081
"1372" 633 784 1067 1045 877 977 1009 927 814 553 458 517
"1373" 1753 1900 1504 1238 1296 1096 1202 1280 1209 1320 1695 1517
"1374" 70 117 63 242 114 135 42 61 65 88 81 112
"1375" 5046 4845 4113 4442 3683 3798 3555 3487 2323 3780 3794 4119
"1376" 820 680 869 717 555 440 509 455 630 808 712 719
"1377" 726 1488 1019 950 1465 928 1257 650 801 653 669 717
"1378" 5719 5885 5569 7221 8019 8244 6132 4593 5523 6169 6233 7362
"1379" 21 57 6 153 63 156 57 43 35 9 11 14
"1380" 187 168 56 207 203 182 360 363 418 141 181 154
"1381" 810 915 1072 804 949 747 767 866 744 816 1157 694
"1382" 818 1024 1002 596 780 1018 600 687 703 383 572 471
"1383" 547 649 901 672 577 732 477 661 767 1138 1033 806
"1384" 2597 2177 2502 2646 2721 2804 4086 4169 3138 2614 2661 2516
"1385" 79 85 70 64 63 58 261 228 270 34 35 79
"1386" 1177 1190 1400 1419 1783 1016 1588 682 790 1201 1440 1653
"1387" 15 12 15 11 12 3 17 99 41 9 9 10
"1388" 69 98 121 111 143 127 335 246 209 181 248 226
"1389" 15 10 4 2 22 3 0 0 0 14 11 24
"1390" 0 1 4 37 40 9 0 2 7 12 21 28
"1391" 1607 1659 2070 887 915 873 1134 1135 1194 1287 1259 1429
"1392" 570 737 573 254 268 202 332 308 801 282 194 248
"1393" 4146 5043 5746 3644 4078 3889 6969 8272 9014 5748 6248 7152
"1394" 861 835 843 786 794 806 951 705 767 2958 2387 4047
"1395" 0 0 12 6 6 16 47 51 24 2 9 11
"1396" 126 204 263 107 123 177 117 67 246 181 192 222
"1397" 0 0 0 1 3 9 8 1 3 10 9 14
"1398" 1719 1989 1559 701 809 991 1587 1776 1736 1991 1660 2210
"1399" 177 142 187 28 45 72 54 65 33 118 105 101
"1400" 885 860 561 788 774 785 317 253 339 619 633 516
"1401" 8050 8373 8876 8203 7589 7902 10182 12268 8355 7707 8121 9480
"1402" 5 5 10 9 9 4 16 12 24 91 45 39
"1403" 42 32 39 31 22 37 13 36 11 33 27 25
"1404" 872 730 785 1172 967 1066 753 854 784 960 970 1106
"1405" 507 402 485 795 663 594 395 446 274 644 435 819
"1406" 2449 2473 2658 1413 1699 1964 2246 3065 1790 2080 2234 2092
"1407" 3636 4835 5308 6688 6435 6177 4041 4775 5343 3897 3924 3631
"1408" 9 3 3 0 0 0 0 0 0 1 2 0
"1409" 82 35 64 9 16 17 11 75 47 129 41 47
"1410" 6153 6979 6208 6475 6813 6509 6907 8207 6100 6855 6175 6878
"1411" 1505 2423 1654 2750 2886 2469 2607 1891 1881 2736 2067 3184
"1412" 3636 2553 4215 4021 4169 6547 4346 3750 4540 4524 4659 3454
"1413" 1503 1556 1382 1545 1709 1777 1330 1524 1810 1893 1540 2231
"1414" 5918 5499 4490 5195 4355 5707 4473 3757 3522 6120 5356 6790
"1415" 102 107 174 65 123 94 54 147 182 130 154 57
"1416" 89 111 121 103 89 98 99 74 45 122 69 185
"1417" 3499 4125 5287 2823 2852 3142 3347 3646 2719 3910 4195 4159
"1418" 6813 5319 5963 4686 5379 4133 3759 5345 5481 5405 7015 4545
"1419" 1442 1721 1408 1739 1750 2198 1675 2139 2169 1275 1076 997
"1420" 172 109 179 122 183 285 282 386 175 168 96 151
"1421" 254 386 401 549 381 387 729 485 390 305 311 304
"1422" 5689 5289 6735 6377 7795 7150 6543 8884 5886 6947 6885 6960
"1423" 1575 1905 1371 764 1516 1247 1195 1124 1611 1221 1224 1492
"1424" 4163 4575 4442 4875 4469 5256 4140 3676 4366 5340 5036 3652
"1425" 801 701 591 500 551 399 485 480 525 415 359 524
"1426" 1328 1048 1271 914 1743 1047 1359 1148 1506 1249 872 633
"1427" 2373 2284 2040 3203 4045 2829 2919 3751 4777 2316 2187 2743
"1428" 72 164 108 219 213 174 98 123 111 315 573 357
"1429" 12819 15589 12238 15091 15363 13943 16727 10988 12313 19299 21853 18812
"1430" 554 543 567 1009 1023 933 844 748 670 693 938 1041
"1431" 86 81 123 42 63 34 20 20 16 175 189 170
"1432" 1 2 0 0 0 0 7 2 33 3 3 1
"1433" 301 259 357 300 328 259 330 237 645 400 367 313
"1434" 368 244 334 69 37 30 489 375 291 197 311 264
"1435" 14971 17168 17315 10047 15283 12727 10496 13857 16737 16646 12402 17010
"1436" 6897 7162 7756 7900 6548 7340 6375 6282 5456 7107 6829 6934
"1437" 273 394 439 433 441 427 345 552 215 359 444 435
"1438" 779 665 613 607 378 576 338 340 283 545 613 458
"1439" 5688 5019 5222 6142 6154 4988 4952 4496 6612 4066 5689 6663
"1440" 115 111 80 78 58 75 57 63 50 79 88 98
"1441" 29 13 12 69 41 100 19 21 32 122 99 99
"1442" 976 951 884 670 631 642 1443 1203 1870 1057 1215 903
"1443" 1802 2103 1454 1782 1755 2380 1291 1209 2266 2204 2229 2051
"1444" 65 63 85 51 31 15 67 77 26 0 0 0
"1445" 0 0 0 0 0 0 2 0 3 2 5 5
"1446" 206 387 344 315 303 365 372 482 377 381 448 316
"1447" 87 157 197 154 192 193 93 89 99 190 189 170
"1448" 6206 7469 7895 7433 9991 8510 6531 7514 6416 7606 6635 6243
"1449" 4689 6182 5305 3079 3200 2593 4707 4808 4313 4671 5200 3789
"1450" 3945 3165 2823 3347 4681 4911 3777 3928 2967 3471 2993 2979
"1451" 16 14 41 0 7 14 40 21 37 77 79 77
"1452" 1742 1734 1729 2024 2430 2284 1831 1736 1580 3267 3081 2851
"1453" 133 186 122 65 96 80 130 107 111 183 121 109
"1454" 1401 1195 1426 1569 1504 1465 867 1076 834 977 1177 982
"1455" 260 224 270 197 237 154 173 121 139 173 320 603
"1456" 2495 2564 3635 2163 2998 2661 2953 3065 2894 3345 2945 3297
"1457" 494 441 747 475 617 862 467 651 416 785 1390 638
"1458" 3213 2228 2924 3150 4853 4237 3412 2632 2504 1809 2297 1815
"1459" 292 387 286 399 460 290 250 321 338 521 525 569
"1460" 86 87 78 159 118 162 199 202 93 157 119 123
"1461" 522 476 456 552 315 504 540 1034 440 792 696 540
"1462" 81 33 36 114 107 154 157 225 198 113 188 63
"1463" 75 81 116 7 5 3 52 57 34 0 0 0
"1464" 0 1 1 1 9 2 0 0 0 3 6 15
"1465" 591 405 504 509 491 537 400 325 639 363 375 274
"1466" 9 0 0 0 0 0 0 0 0 2 2 3
"1467" 6381 4477 5446 5128 5643 6116 4539 4481 5275 6226 5018 6657
"1468" 225 177 160 129 183 157 261 242 175 254 210 333
"1469" 884 801 818 1132 940 1361 740 728 663 879 1202 837
"1470" 737 869 545 807 1093 933 668 946 1293 376 779 788
"1471" 125 79 63 197 171 250 46 81 37 85 84 71
"1472" 1386 1749 1833 1899 1540 2021 913 885 1156 1236 1224 1389
"1473" 1197 1152 1670 3137 3129 2176 5681 4115 4054 4889 4457 3541
"1474" 709 716 780 477 699 645 873 1250 894 681 509 733
"1475" 1631 1841 1935 2467 1827 2662 1383 2045 1485 905 1233 1173
"1476" 6222 6009 7544 7161 6370 6472 5707 5907 6400 3842 4286 4442
"1477" 33 87 90 330 350 207 121 175 118 111 48 63
"1478" 5127 5830 7832 12072 8152 8640 5656 6346 6424 8963 7079 7142
"1479" 0 3 5 0 0 0 9 22 20 7 2 13
"1480" 295 451 436 763 753 802 788 697 621 190 494 290
"1481" 2846 2477 2805 2417 2193 2770 3003 2915 3015 2605 2706 1879
"1482" 4653 3859 3734 4203 4675 4258 3969 4437 4299 4702 4275 5009
"1483" 85 152 96 101 74 36 58 65 50 111 147 190
"1484" 5322 3822 6285 5692 5724 7122 4148 4722 6336 3883 3095 3069
"1485" 1074 897 1158 1504 971 1421 1188 622 816 1126 1048 1108
"1486" 3988 3785 2658 2272 3633 2937 3751 3222 2893 2316 2471 2145
"1487" 1473 1435 1418 2349 1570 1712 1907 1707 2241 2480 1717 1808
"1488" 1362 1493 1649 1706 2127 1894 1359 1146 1346 1325 1284 1643
"1489" 1873 2193 2286 2724 2191 2454 2107 2184 2321 2014 1789 2007
"1490" 3 10 7 57 34 29 21 31 24 10 10 19
"1491" 92 82 69 14 6 18 66 125 45 0 0 0
"1492" 4300 3267 3863 4157 4860 5215 5005 5087 5535 4185 5735 5663
"1493" 86 170 176 117 111 69 404 393 249 363 269 106
"1494" 1949 1737 1489 2195 1606 1868 2628 2650 2409 1575 1259 1498
"1495" 124 92 201 55 55 51 198 234 188 62 81 87
"1496" 34 39 21 76 127 93 74 90 119 33 35 51
"1497" 2991 2331 2318 2577 2499 2382 2989 2560 2007 1548 2035 1887
"1498" 3091 3320 3821 3787 3388 3268 3769 3723 4132 2646 3581 3869
"1499" 19224 17978 22137 29230 25780 17408 24861 13800 20499 19397 21280 18229
"1500" 5 2 3 20 26 24 39 39 17 33 27 23
"1501" 715 966 1042 693 850 753 1432 931 771 608 527 401
"1502" 2 3 5 3 9 16 26 13 16 13 1 3
"1503" 0 8 3 18 24 36 13 33 14 30 3 5
"1504" 1800 1363 1919 1497 1584 1109 1573 1479 1005 1182 1092 1197
"1505" 1098 843 891 501 538 537 488 631 394 685 1120 971
"1506" 7545 7871 8285 7788 7297 7101 7395 7153 7757 5822 4664 5913
"1507" 4336 3692 3779 4103 5009 4814 4569 3941 5631 3735 3837 3693
"1508" 801 791 723 841 875 814 485 573 794 497 476 607
"1509" 0 0 0 3 1 7 0 0 0 46 28 15
"1510" 285 328 296 529 286 571 440 356 450 500 342 425
"1511" 3 9 16 0 0 0 0 0 0 2 3 2
"1512" 5 9 9 0 9 3 10 15 9 14 15 1
"1513" 121 145 56 127 255 99 98 102 75 117 149 135
"1514" 7039 7854 6781 8699 8925 6814 10472 7318 11373 9050 11175 11708
"1515" 81 224 109 21 12 23 43 121 43 36 20 37
"1516" 3037 3144 2981 4538 4529 3593 3026 3292 2817 3999 4322 4257
"1517" 1027 578 596 419 973 891 801 940 1185 1269 1596 1179
"1518" 351 393 290 629 441 447 321 321 267 248 123 183
"1519" 696 526 521 158 147 220 493 459 394 463 468 345
"1520" 57 33 20 21 23 18 9 45 14 60 57 41
"1521" 784 897 1032 1131 1389 1348 826 825 890 1393 1503 1109
"1522" 423 464 336 225 546 207 245 320 291 351 279 444
"1523" 8700 9364 9824 7625 9044 8791 7969 11358 12155 12188 7755 13569
"1524" 398 413 195 529 529 647 293 219 375 316 452 531
"1525" 3 24 9 0 1 3 19 13 13 61 90 151
"1526" 51 65 42 0 0 0 29 15 16 9 24 16
"1527" 1385 1431 1701 1788 1892 1961 1211 1757 1375 1686 2294 2586
"1528" 121 276 180 231 237 294 226 519 307 148 137 152
"1529" 6078 5135 5031 3808 3920 4545 5163 5331 5736 6346 8358 6420
"1530" 214 255 199 124 121 133 243 141 147 104 56 70
"1531" 4169 3253 3684 2826 2595 2446 3360 2192 4001 3195 3921 5318
"1532" 906 1425 938 963 574 897 879 925 856 971 1015 864
"1533" 260 203 230 423 382 387 179 127 244 391 514 360
"1534" 12782 13620 10715 13348 17011 14425 10425 13074 11902 12663 10353 10168
"1535" 1797 1651 1943 2500 2338 2126 1443 2049 1828 1725 1282 1817
