"V1" "V2" "V3" "V11" "V12" "V13" "V21" "V22" "V23" "V31" "V32" "V33"
"1399" 294 237 311 47 74 120 90 109 54 197 176 169
"1400" 1476 1433 934 1313 1290 1309 529 421 566 1031 1054 860
"1401" 13417 13956 14793 13671 12649 13170 16970 20447 13926 12844 13536 15800
"1402" 9 9 17 14 14 7 27 20 40 151 76 66
"1403" 70 53 66 51 37 61 21 60 19 54 46 41
"1404" 1453 1217 1309 1953 1611 1777 1254 1423 1307 1600 1617 1843
"1405" 846 670 809 1324 1106 990 659 743 457 1073 724 1364
"1406" 4081 4121 4430 2354 2831 3273 3743 5109 2983 3467 3723 3487
"1407" 6060 8059 8847 11147 10724 10294 6734 7959 8904 6496 6540 6051
"1408" 14 6 6 0 0 0 0 0 0 1 3 0
"1409" 137 59 107 14 27 29 19 126 79 214 69 79
"1410" 10256 11631 10347 10791 11354 10849 11511 13679 10167 11424 10291 11463
"1411" 2509 4039 2757 4583 4810 4114 4344 3151 3136 4560 3444 5307
"1412" 6060 4256 7024 6701 6949 10911 7243 6250 7567 7540 7764 5757
"1413" 2504 2593 2303 2576 2849 2961 2217 2540 3017 3154 2567 3719
"1414" 9863 9164 7483 8659 7259 9511 7456 6261 5870 10200 8927 11317
"1415" 170 179 290 109 204 157 90 244 303 217 257 94
"1416" 149 186 201 171 149 163 166 123 74 203 116 309
"1417" 5831 6876 8811 4704 4753 5237 5579 6077 4531 6517 6991 6931
"1418" 11356 8864 9939 7810 8966 6889 6264 8909 9136 9009 11691 7576
"1419" 2403 2869 2347 2899 2917 3663 2791 3566 3616 2124 1793 1661
"1420" 287 181 299 203 306 476 470 643 291 280 160 251
"1421" 423 643 669 916 634 646 1216 809 650 509 519 507
"1422" 9481 8814 11224 10629 12991 11917 10904 14807 9810 11579 11474 11600
"1423" 2624 3174 2284 1273 2527 2079 1991 1873 2684 2034 2040 2487
"1424" 6939 7626 7403 8124 7449 8760 6900 6127 7277 8900 8393 6087
"1425" 1334 1169 984 833 919 664 809 800 874 691 599 873
"1426" 2213 1747 2119 1523 2904 1744 2266 1913 2510 2081 1453 1054
"1427" 3956 3807 3400 5339 6741 4714 4866 6251 7961 3860 3644 4571
"1428" 120 273 180 364 354 290 163 206 184 526 956 596
"1429" 21366 25981 20397 25151 25604 23239 27879 18313 20521 32166 36421 31353
"1430" 923 904 944 1681 1706 1556 1407 1247 1117 1154 1563 1736
"1431" 143 134 206 70 106 57 33 33 27 291 314 283
"1432" 1 3 0 0 0 0 11 3 54 4 6 1
"1433" 501 431 594 500 547 431 550 394 1074 667 611 521
"1434" 613 407 557 114 61 50 814 624 484 329 519 440
"1435" 24951 28613 28859 16746 25471 21211 17493 23096 27894 27743 20670 28350
"1436" 11496 11937 12927 13167 10913 12233 10626 10470 9093 11844 11381 11557
"1437" 454 657 731 721 734 711 574 920 359 599 740 724
"1438" 1299 1109 1021 1011 630 960 563 567 471 909 1021 763
"1439" 9480 8364 8703 10237 10257 8313 8253 7493 11020 6777 9481 11104
"1440" 191 184 133 130 97 126 94 106 83 131 147 163
"1441" 49 21 20 116 69 167 31 36 53 203 166 166
"1442" 1627 1586 1473 1117 1051 1070 2406 2006 3117 1761 2024 1506
"1443" 3003 3504 2423 2970 2926 3967 2151 2014 3777 3673 3716 3419
"1444" 109 106 141 84 51 24 111 129 43 0 0 0
"1445" 0 0 0 0 0 0 3 0 4 3 9 9
"1446" 343 646 573 524 506 609 620 803 629 636 747 527
"1447" 146 261 329 257 320 321 154 149 164 317 316 283
"1448" 10343 12449 13159 12389 16651 14183 10886 12523 10693 12677 11059 10406
"1449" 7814 10303 8841 5131 5333 4321 7846 8013 7189 7786 8667 6314
"1450" 6574 5276 4706 5579 7801 8184 6294 6547 4946 5786 4989 4966
"1451" 27 23 69 0 11 23 67 36 61 129 131 129
"1452" 2903 2890 2881 3373 4050 3807 3051 2893 2633 5446 5134 4751
"1453" 221 310 203 109 160 133 217 179 184 304 201 181
"1454" 2336 1991 2377 2614 2507 2441 1444 1793 1390 1629 1961 1637
"1455" 433 373 450 329 396 257 289 201 231 289 533 1006
"1456" 4159 4273 6059 3604 4997 4434 4921 5109 4823 5576 4909 5494
"1457" 823 736 1246 791 1029 1437 779 1086 693 1309 2317 1063
"1458" 5356 3713 4873 5250 8089 7061 5687 4387 4173 3014 3829 3024
"1459" 487 644 477 666 767 483 417 534 563 869 874 949
"1460" 143 146 130 266 197 270 331 337 154 261 199 204
"1461" 870 793 760 920 524 840 900 1723 733 1320 1160 900
"1462" 136 56 60 190 179 257 261 376 330 189 313 106
"1463" 126 134 193 11 9 4 87 96 57 0 0 0
"1464" 0 1 1 1 16 3 0 0 0 4 10 24
"1465" 986 676 840 849 819 894 667 541 1064 604 626 457
"1466" 16 0 0 0 0 0 0 0 0 3 3 4
"1467" 10636 7461 9077 8547 9404 10193 7566 7469 8791 10377 8363 11094
"1468" 374 294 267 214 306 261 434 403 291 423 350 556
"1469" 1473 1334 1363 1887 1567 2269 1233 1213 1104 1464 2003 1394
"1470" 1229 1449 909 1346 1821 1554 1113 1577 2154 627 1299 1313
"1471" 209 131 106 329 284 417 77 134 61 141 140 119
"1472" 2310 2916 3054 3164 2567 3369 1521 1476 1927 2060 2040 2314
"1473" 1996 1920 2783 5229 5216 3627 9469 6859 6757 8149 7429 5901
"1474" 1181 1193 1300 796 1166 1074 1456 2083 1490 1134 849 1221
"1475" 2719 3069 3224 4111 3044 4437 2304 3409 2474 1509 2056 1956
"1476" 10370 10014 12573 11936 10617 10787 9511 9846 10667 6403 7143 7403
"1477" 56 146 150 550 583 346 201 291 197 186 80 104
"1478" 8544 9717 13053 20120 13587 14400 9427 10577 10707 14939 11799 11903
"1479" 0 6 9 0 0 0 16 37 33 11 3 21
"1480" 491 751 727 1271 1254 1337 1313 1161 1036 317 823 483
"1481" 4743 4129 4676 4029 3654 4617 5004 4859 5024 4341 4510 3131
"1482" 7754 6431 6223 7006 7791 7097 6616 7394 7164 7837 7124 8349
"1483" 141 253 160 169 123 60 97 109 83 184 246 317
"1484" 8870 6370 10476 9487 9540 11870 6913 7870 10560 6471 5159 5116
"1485" 1790 1494 1930 2507 1619 2369 1980 1037 1360 1877 1747 1847
"1486" 6647 6309 4430 3787 6054 4894 6251 5370 4821 3860 4119 3576
"1487" 2456 2391 2363 3916 2617 2853 3179 2844 3734 4133 2861 3013
"1488" 2270 2489 2749 2843 3544 3157 2264 1910 2243 2209 2140 2739
"1489" 3121 3654 3810 4540 3651 4090 3511 3640 3869 3357 2981 3344
"1490" 6 17 11 96 57 49 36 51 40 17 17 31
"1491" 153 137 116 23 10 30 110 209 74 0 0 0
"1492" 7167 5444 6439 6929 8100 8691 8341 8479 9226 6974 9559 9439
"1493" 143 283 293 196 184 116 673 654 414 604 449 177
"1494" 3249 2894 2481 3659 2677 3113 4380 4417 4014 2624 2099 2497
"1495" 207 153 334 91 91 86 330 390 313 103 136 144
"1496" 57 64 36 127 211 154 123 150 199 56 59 86
"1497" 4986 3884 3863 4296 4166 3970 4981 4267 3346 2580 3391 3146
"1498" 5151 5533 6369 6311 5647 5447 6281 6204 6887 4410 5969 6449
"1499" 32040 29963 36896 48717 42967 29013 41434 23000 34164 32329 35467 30381
"1500" 9 3 6 33 43 40 64 64 29 54 46 39
"1501" 1191 1610 1737 1154 1417 1256 2387 1551 1284 1013 879 669
"1502" 3 4 9 4 14 27 43 21 27 21 1 4
"1503" 0 13 6 30 40 60 21 54 23 50 4 9
"1504" 3000 2271 3199 2494 2640 1849 2621 2466 1674 1970 1820 1996
"1505" 1830 1404 1486 834 897 894 813 1051 657 1141 1867 1619
"1506" 12576 13119 13809 12980 12161 11834 12326 11921 12929 9703 7773 9856
"1507" 7227 6153 6299 6839 8349 8023 7616 6569 9386 6224 6396 6156
"1508" 1336 1319 1204 1401 1459 1357 809 956 1323 829 793 1011
"1509" 0 0 0 4 1 11 0 0 0 77 47 24
"1510" 476 547 493 881 477 951 733 593 750 833 570 709
"1511" 4 16 27 0 0 0 0 0 0 3 6 3
"1512" 9 14 14 0 14 4 17 26 14 23 26 1
"1513" 201 241 93 211 424 166 163 170 126 194 249 226
"1514" 11731 13090 11301 14499 14876 11357 17453 12197 18956 15083 18624 19513
"1515" 134 373 181 36 20 39 71 201 71 60 33 61
"1516" 5061 5240 4969 7563 7549 5989 5043 5487 4696 6664 7203 7094
"1517" 1711 963 993 699 1621 1484 1334 1567 1976 2116 2660 1966
"1518" 584 654 483 1049 736 744 536 534 446 413 204 304
"1519" 1160 877 869 263 244 367 821 766 657 771 780 576
"1520" 96 54 33 34 39 30 16 76 23 100 94 69
"1521" 1307 1496 1720 1886 2314 2247 1377 1374 1483 2321 2506 1849
"1522" 704 773 560 374 910 344 409 533 484 586 466 740
"1523" 14500 15607 16373 12709 15073 14651 13281 18930 20259 20313 12924 22616
"1524" 663 689 324 881 881 1079 489 366 626 527 753 884
"1525" 4 40 14 0 1 4 31 21 21 101 150 251
"1526" 84 109 70 0 0 0 49 24 27 14 40 27
"1527" 2309 2384 2834 2980 3153 3269 2019 2929 2291 2810 3823 4310
"1528" 201 460 300 386 394 490 377 866 511 247 229 253
"1529" 10130 8559 8386 6347 6533 7574 8606 8884 9560 10577 13930 10700
"1530" 357 424 331 207 201 221 406 234 246 173 93 117
"1531" 6949 5421 6140 4710 4324 4077 5600 3653 6669 5326 6536 8863
"1532" 1510 2376 1563 1604 957 1496 1466 1541 1427 1619 1691 1440
"1533" 433 339 383 706 637 644 299 211 407 651 857 600
"1534" 21303 22700 17859 22247 28351 24041 17376 21790 19837 21104 17254 16947
"1535" 2996 2751 3239 4167 3897 3543 2404 3416 3047 2874 2137 3029
"1536" 24809 18766 17946 16557 16376 16896 20691 17824 17984 25833 24121 18810
"1537" 4337 5836 4953 5753 5609 4674 4171 6241 4306 5057 5473 4937
"1538" 21 14 16 0 0 0 6 13 3 0 0 0
"1539" 164 216 220 150 197 310 63 80 34 281 226 227
"1540" 1451 947 1177 430 547 850 399 367 376 654 810 834
"1541" 527 633 621 257 349 341 466 419 440 260 269 357
"1542" 970 1034 1389 751 1031 977 913 880 711 394 509 330
"1543" 7404 7353 7687 5323 5569 5593 12491 7691 10751 5474 6354 4929
"1544" 6939 5789 7207 11751 11499 10263 7737 7459 8134 7704 6819 6577
"1545" 1841 1570 1904 2009 2430 2400 1516 2327 2133 2109 3034 2631
"1546" 2219 2459 2037 2821 2429 3957 1943 1581 1910 2297 2197 1996
"1547" 323 431 406 621 286 430 597 533 677 243 260 311
"1548" 3137 2659 2231 3434 2033 2196 2690 2880 2731 4823 3656 6244
"1549" 16 29 16 20 40 47 4 14 11 49 13 46
"1550" 2357 2764 2831 2494 3420 3153 1884 1546 3266 3630 2969 3727
"1551" 381 573 407 341 464 344 321 294 263 789 711 1110
"1552" 4936 6700 5571 3241 3733 4407 3321 3801 4304 4251 3417 3364
"1553" 57 99 77 20 11 31 29 14 26 87 109 70
"1554" 404 440 473 507 457 307 554 226 347 423 524 336
"1555" 3507 3364 4337 5154 6153 4029 7599 7209 7201 4724 3593 4686
"1556" 41 21 54 14 16 7 19 107 67 20 27 66
"1557" 246 216 533 164 369 176 584 674 669 304 306 210
"1558" 5203 4169 4516 2794 2416 4280 6481 6609 6597 6123 4469 5260
"1559" 963 940 1020 1110 1163 1397 806 630 681 887 701 679
"1560" 1083 1196 1314 910 1484 1287 1197 1527 1484 1410 2380 1743
"1561" 1104 1647 1527 3509 2883 2769 2127 1671 2297 5807 6399 4820
"1562" 2924 1421 1504 2777 2446 3123 2644 2584 2594 2157 2456 2720
"1563" 779 821 889 849 623 553 681 700 1011 1040 940 1043
"1564" 811 690 757 316 244 257 394 333 269 304 177 254
"1565" 7367 8044 7550 7509 7987 7221 9323 8826 7536 10934 7843 8203
"1566" 5824 8316 5801 9531 8239 8714 6697 5606 6853 7250 8091 6830
"1567" 314 413 429 351 486 460 799 606 483 331 241 269
"1568" 286 479 381 290 326 314 324 243 181 483 523 450
"1569" 8247 6940 7577 6519 4016 5394 4041 3960 4756 5936 4957 5863
"1570" 487 261 384 187 273 287 410 473 400 351 557 286
"1571" 1281 1711 1603 1199 1110 1021 1346 829 1017 1619 1664 1829
"1572" 673 790 934 1633 1011 1360 1027 901 734 777 1160 467
"1573" 151 323 313 383 217 114 131 90 154 163 251 151
"1574" 7461 6310 7531 6787 12790 11180 6716 5087 5329 7449 6069 7353
"1575" 1339 747 1109 1071 1909 1367 2919 1646 2270 1854 1530 1567
"1576" 7670 6639 7126 8296 8989 7630 7814 7183 6581 8071 7383 7677
"1577" 337 244 354 241 469 371 301 340 230 177 113 136
"1578" 951 1033 934 1727 1583 939 797 707 811 1970 1590 1224
"1579" 3746 2704 2743 3124 3434 4519 2949 3459 3270 3910 4499 4599
"1580" 1160 946 966 950 773 843 877 690 571 1076 1257 1131
"1581" 410 479 371 571 729 620 654 451 924 334 354 341
"1582" 3369 3776 2709 3516 3201 3794 4249 2446 3389 2421 2843 3144
"1583" 67 71 84 76 23 83 61 107 93 111 97 131
"1584" 11840 14633 12840 9104 7761 10740 7471 8271 12587 11684 10094 13097
"1585" 979 1381 1200 391 599 654 1470 1367 1449 1697 1477 989
"1586" 2153 1800 1651 1821 1410 1807 3043 2377 3317 894 1001 767
"1587" 100 186 79 120 87 177 29 53 41 129 254 94
"1588" 153 170 163 123 59 123 140 327 316 244 189 279
"1589" 746 766 930 1730 1280 1423 1314 1014 1016 923 1483 1011
"1590" 5024 5064 4621 3271 5103 4477 5946 8580 8269 2353 2326 1963
"1591" 1024 1207 1463 1580 1431 1483 1377 1570 1420 1927 2034 2286
"1592" 4573 5079 5053 2726 3936 2316 3967 6703 4196 5980 6309 6949
"1593" 10 26 14 207 103 71 0 0 0 14 34 14
"1594" 33 30 30 161 186 206 37 9 20 0 0 0
"1595" 14761 12389 16871 12239 9159 8351 11440 13267 7354 15534 12929 11593
"1596" 200 247 183 183 266 306 183 239 224 216 94 124
"1597" 826 651 1104 671 871 740 903 591 653 939 1156 834
"1598" 4163 4670 5499 3747 3540 4307 6556 5451 5817 2556 2631 2397
"1599" 146 169 203 121 51 197 61 91 90 159 230 163
"1600" 0 1 1 7 6 9 6 13 3 0 0 0
"1601" 4253 4644 5179 3097 4111 3437 5146 2780 3561 2797 3077 3271
"1602" 3373 3991 3304 2654 3360 2830 2774 2581 3371 2181 3477 2979
"1603" 647 1004 1126 921 949 650 946 1266 1103 1336 1194 1487
"1604" 13321 12437 15031 10974 15049 13406 12957 14030 12079 14537 21476 14946
"1605" 81 49 50 126 81 61 226 174 210 60 74 30
"1606" 12314 9370 11056 11073 12104 9157 10180 8187 7639 9686 9309 8006
"1607" 2429 2604 2341 2533 2937 2934 2471 1807 2067 2497 2601 2541
"1608" 2261 3026 2517 1829 1973 2596 2597 1843 2036 1786 1393 2210
"1609" 587 553 663 641 789 694 680 913 563 930 876 633
"1610" 3993 2579 2810 3530 2950 3446 4741 3467 6030 2741 2846 2667
"1611" 1493 1419 1549 3851 2769 2787 2104 1754 1797 2184 1671 1674
"1612" 573 571 501 490 784 654 879 600 801 699 604 766
"1613" 316 491 347 713 604 684 264 324 270 460 460 386
"1614" 6431 7267 7614 4621 5987 5061 6513 6611 6016 3289 4037 4183
"1615" 13 0 3 116 57 27 26 7 9 30 26 49
"1616" 2696 2571 2521 3640 4801 5094 1590 1593 2011 5209 4811 4876
"1617" 1483 1273 1066 1031 1537 1069 1773 1587 1637 667 823 767
"1618" 699 986 614 629 651 641 633 536 429 561 456 481
"1619" 1031 1050 1314 567 536 514 963 706 883 686 533 391
"1620" 27726 25254 35307 25990 23653 30930 34500 27266 30856 22719 22959 20543
"1621" 4724 3869 5614 4561 2929 4086 4477 4513 4704 5051 3894 4637
"1622" 2600 3097 2793 2717 3260 2866 3351 2949 3240 2339 2040 2797
"1623" 166 213 191 126 131 229 186 76 156 49 116 53
"1624" 2564 2737 2420 3686 3639 3667 4029 3326 3474 6451 5384 6497
"1625" 3249 2666 2833 4481 3474 4740 2033 2247 1987 2751 2601 3240
"1626" 8591 9001 7619 8653 8960 9136 10106 8461 8837 12227 9559 10750
"1627" 2461 2083 2949 1700 2366 1686 1450 1654 1890 2309 1514 1737
"1628" 127 97 100 20 43 33 14 24 44 47 16 40
"1629" 336 419 333 383 310 214 96 63 146 171 109 267
"1630" 28277 18919 29241 18571 18869 14820 14544 14170 10153 14390 20503 13523
"1631" 186 161 41 883 1483 989 291 394 373 223 194 263
"1632" 964 571 1046 967 983 664 1259 1246 814 1091 1674 1160
"1633" 303 327 274 1050 640 496 351 460 583 500 466 564
"1634" 12239 11813 11553 8494 7703 10510 9757 9209 10780 10244 10927 11327
"1635" 349 314 309 1024 743 833 404 453 407 751 856 569
"1636" 284 353 271 409 233 446 1144 1230 1104 949 1497 1139
"1637" 557 573 490 1361 1124 1103 249 297 246 1190 897 1050
"1638" 490 366 576 1101 1070 1403 397 564 323 534 176 453
"1639" 4907 4891 4469 5137 6516 3870 4903 6340 3956 4957 4969 5454
"1640" 16 47 40 20 9 3 26 137 101 24 33 51
"1641" 341 269 273 289 347 371 246 403 166 227 414 336
"1642" 40 34 63 6 21 14 46 130 114 87 60 63
"1643" 1653 1493 1774 1866 2334 1776 2167 4747 3634 2237 1936 1609
"1644" 11 44 43 101 16 33 7 1 1 1 14 0
"1645" 2736 2464 2513 3400 4200 2436 3934 3967 3037 2751 3117 3169
"1646" 33 86 37 126 30 31 13 31 51 174 147 109
"1647" 33 9 14 39 89 39 6 4 3 111 40 157
"1648" 1299 917 1244 616 583 1019 523 706 606 1064 1213 1116
"1649" 2416 2833 2474 3061 2650 2483 3954 4754 4723 2687 3277 3304
"1650" 0 0 0 0 0 0 224 537 266 9 57 11
"1651" 3471 3310 2863 3441 3436 3621 3791 3303 3201 3703 3659 3520
"1652" 271 789 640 279 256 257 433 516 323 341 321 326
"1653" 63 9 14 89 123 113 134 150 104 97 46 81
"1654" 9 19 24 6 44 36 0 0 0 1 0 14
"1655" 10536 13977 12673 19236 17270 21250 10334 21439 14159 13070 13297 12986
"1656" 7816 6353 12447 10317 7967 8253 8610 6764 8676 8234 7843 7280
"1657" 721 517 460 1167 1100 654 514 707 706 881 934 483
"1658" 9756 10106 10173 12594 14050 15173 10817 9931 9099 14173 19624 15570
"1659" 2530 3087 2163 2816 2467 2321 2149 2724 2187 2413 2516 2964
"1660" 39 59 26 30 53 34 50 47 40 26 26 17
"1661" 5997 4724 4377 4231 4271 3877 5294 5087 4263 4056 4863 4101
"1662" 1466 1310 1989 1163 1190 1253 1367 1170 1283 1181 1066 1247
"1663" 3893 3479 3379 3066 2249 2867 3313 2776 3233 2786 3517 4144
"1664" 3667 2756 3607 3071 2819 2953 3933 4310 3677 2913 2694 2870
"1665" 3404 4310 3896 2573 2506 2473 3737 3236 3354 2507 3663 3574
"1666" 239 276 207 96 59 54 33 64 41 110 60 69
"1667" 580 464 454 754 630 810 587 984 1006 997 997 1133
"1668" 6 9 9 14 36 23 0 0 0 13 24 34
"1669" 7579 10033 9433 6684 9341 7280 10509 8510 9437 9581 9389 10150
"1670" 500 443 633 559 379 437 194 179 266 377 229 234
"1671" 0 0 0 0 0 0 0 0 0 17 10 20
"1672" 73 69 44 97 129 71 170 89 76 21 20 10
"1673" 320 317 306 293 527 236 624 591 654 421 387 679
"1674" 14579 9746 11456 11804 13014 10481 15219 15916 12584 13317 12791 11130
"1675" 684 539 587 921 986 726 1806 1449 821 644 563 676
"1676" 260 249 256 409 200 369 321 347 260 170 186 333
"1677" 570 364 521 357 366 329 586 466 590 510 657 393
"1678" 13609 13537 18683 11623 12311 12764 6984 7581 9457 12251 15466 10810
"1679" 20 3 11 31 23 34 34 36 31 37 19 27
"1680" 10003 8749 10079 10224 13410 8634 10076 10087 9590 5711 8339 7616
"1681" 200 227 127 327 359 384 246 303 224 459 329 464
"1682" 4603 4169 3880 4134 6417 4969 5760 7559 6956 3934 6406 4883
"1683" 0 0 0 153 87 47 9 23 29 24 21 44
"1684" 256 187 184 191 443 527 267 250 224 504 387 513
"1685" 21 37 34 13 23 24 0 0 0 10 11 26
"1686" 170 80 151 117 126 129 289 184 173 93 227 154
"1687" 277 419 543 264 341 221 771 769 527 1033 536 874
"1688" 6151 5881 5041 7779 6609 7577 5313 6346 5197 6794 6530 6716
"1689" 950 987 966 1111 1641 1420 730 531 247 766 1069 1041
"1690" 114 123 77 79 87 120 313 204 291 30 41 73
"1691" 1316 707 891 1019 1120 1147 1736 2094 1934 3169 2729 2997
"1692" 29 10 19 17 13 29 41 31 50 16 101 53
"1693" 227 433 156 373 706 587 243 333 211 266 176 270
"1694" 46 24 61 83 99 113 29 37 33 119 76 34
"1695" 227 343 406 581 330 407 680 596 904 569 524 347
"1696" 119 67 184 271 201 219 221 376 236 106 133 211
"1697" 1010 859 694 324 251 404 849 863 676 819 613 1344
"1698" 5223 5231 6136 4823 5033 4137 3646 3149 3469 4643 4100 4471
"1699" 16 17 27 127 73 120 29 56 59 107 111 110
"1700" 434 423 663 731 833 520 540 504 453 681 400 430
"1701" 3180 3474 2876 4580 4053 3486 3516 4947 3941 4014 3089 4187
"1702" 1619 1454 1020 817 1649 1219 1573 1769 1831 1377 1776 1910
"1703" 894 514 859 1261 1194 1091 669 649 770 1107 926 844
"1704" 399 256 371 309 241 290 290 229 149 184 210 273
"1705" 49 13 37 13 3 1 9 9 19 19 33 39
"1706" 23 14 29 20 21 33 137 50 81 24 34 20
"1707" 15136 14644 10659 12433 11606 11794 17373 12870 12453 11029 9010 10341
"1708" 134 277 191 74 107 116 376 310 294 234 191 233
"1709" 8061 9814 11647 12003 13604 8986 11483 8137 7730 7561 8666 9691
"1710" 300 737 720 607 500 763 290 323 377 343 400 277
"1711" 4333 4659 4624 4133 4659 3150 5534 5047 3884 3951 2921 2819
"1712" 430 476 460 694 344 540 744 740 613 663 637 930
"1713" 43 27 19 0 0 0 0 0 0 9 4 17
"1714" 214 130 163 39 31 19 84 117 79 106 109 131
"1715" 196 343 160 261 243 226 273 196 94 424 294 500
"1716" 3829 3541 3293 1653 1471 2126 1646 1957 3450 1741 2237 1589
"1717" 401 266 487 877 590 844 689 1053 824 403 137 294
"1718" 19 16 26 31 14 3 34 6 23 1 6 0
"1719" 1299 1690 1664 1740 1587 1804 1159 1161 1650 984 1023 863
"1720" 2603 2560 1993 2680 3553 2890 4833 4620 3803 4240 4226 4140
"1721" 59 141 57 71 104 91 47 66 73 51 66 99
"1722" 546 474 477 580 659 571 304 420 577 784 371 503
"1723" 3934 6700 5164 6049 6411 5339 4106 4753 3904 6959 6733 6397
"1724" 101 197 346 159 101 271 371 173 153 86 109 74
"1725" 13 16 30 46 16 37 7 3 4 0 0 0
"1726" 11074 10957 9547 11463 11453 11070 10827 10824 10806 9681 10723 8251
"1727" 464 287 354 374 383 370 214 281 441 367 447 536
"1728" 2289 2181 1783 3754 3047 2787 3700 4074 3447 5219 5520 5597
"1729" 197 329 293 270 320 323 411 146 360 104 291 294
"1730" 46 66 24 0 6 34 40 46 46 51 36 71
"1731" 10869 8833 12027 8416 7887 6631 9254 12671 8667 10341 11470 10787
"1732" 163 121 76 149 203 56 106 56 20 144 83 159
"1733" 60 7 26 20 3 17 27 14 20 36 14 17
"1734" 1617 1609 1356 1113 1287 847 2530 1943 1476 1236 1223 1033
"1735" 937 594 689 856 1106 1046 486 473 476 616 623 697
"1736" 3011 2824 3233 2414 2707 2584 2613 3424 3079 2127 2586 2343
"1737" 324 421 211 209 141 169 357 354 279 131 217 129
"1738" 501 329 444 257 309 237 216 210 267 281 180 219
"1739" 654 501 447 496 596 263 729 903 794 526 481 596
"1740" 297 217 354 683 1160 516 631 643 664 339 506 323
"1741" 71 123 133 86 93 44 47 117 137 327 357 257
"1742" 2301 2331 1887 1870 1733 2767 3250 2606 2886 1393 1394 1666
"1743" 30 23 50 10 11 37 64 40 40 60 66 50
"1744" 1 0 6 30 84 63 33 23 39 3 7 4
"1745" 2949 3989 3831 4494 3690 4629 4919 4567 3899 3286 3557 3467
"1746" 6237 5200 4914 4840 6711 5253 5234 4916 4926 6769 5394 5636
"1747" 10033 9696 8317 13157 7799 7486 11161 12604 10176 4760 5753 5666
"1748" 1459 1886 1414 2446 2377 1593 1867 2664 1984 2953 2707 2787
"1749" 2859 2623 2350 2247 1990 2077 2107 1860 1816 2609 1631 1663
"1750" 4830 3727 3881 3024 2867 3156 4267 3594 3611 1674 2339 2947
"1751" 2519 2407 2060 1207 1116 1041 1206 627 1231 853 913 691
"1752" 16191 15656 17541 11156 15864 10739 13903 12180 14099 19519 15610 14380
"1753" 3633 3890 3417 5187 5073 5029 3866 3297 4213 6144 5374 5013
"1754" 2051 1781 2160 2341 2523 2387 2187 2429 2551 1984 2901 2693
"1755" 8154 8014 7617 6624 11073 8567 7517 7623 6031 8944 5959 7194
"1756" 11083 10121 10850 9104 8871 12891 9207 8839 8949 9467 9237 11544
"1757" 419 309 381 384 410 411 419 339 514 497 356 339
"1758" 1354 1536 1764 1837 2107 1796 2409 2381 3144 2076 1756 1139
"1759" 399 333 306 870 747 813 921 467 911 857 831 897
"1760" 15544 13706 16324 9557 8249 10524 7550 10329 8983 11280 11859 13341
"1761" 10607 10384 12433 9491 9400 9577 8744 8720 7997 12981 7297 10343
"1762" 5954 5606 5931 4936 4590 4699 4917 4979 4596 4417 4664 4041
"1763" 251 306 257 217 151 273 250 249 356 276 263 169
"1764" 839 1489 1669 1723 1963 1591 1031 1794 806 1707 1281 1971
"1765" 831 797 1014 659 344 820 1126 857 921 717 1084 969
"1766" 5371 4426 5157 5640 7016 6349 6789 8216 8446 8123 8327 9101
"1767" 4373 3039 4009 3037 2174 2911 3807 5239 5046 5856 6473 5091
"1768" 99 61 81 49 69 80 14 3 3 101 66 123
"1769" 2646 2566 3370 4566 2977 4841 4230 4283 3949 1757 1873 2396
"1770" 129 46 106 336 186 271 364 380 247 646 619 721
"1771" 2690 4247 4769 5801 3964 6250 3381 3219 3286 3901 4654 3226
"1772" 1330 1373 1146 1077 1603 894 1623 1673 1406 1566 1266 1719
"1773" 16 7 6 0 11 9 24 13 44 37 54 29
"1774" 167 133 59 187 126 59 360 487 400 83 169 154
"1775" 1040 829 644 1264 1391 1150 1643 1516 1200 1077 1151 1067
"1776" 6161 7259 10557 9396 8467 8813 7790 7290 8501 7859 12503 10684
"1777" 491 404 483 204 243 259 436 296 373 416 253 149
"1778" 5890 5240 7473 2540 2277 1470 3419 2380 2884 3081 3471 2591
"1779" 1671 1561 1079 1489 1099 1001 1484 1360 1541 1420 957 1216
"1780" 61 23 27 93 16 10 96 151 131 53 154 69
"1781" 2049 1677 2454 1747 1507 1836 1733 1421 1119 1176 683 1053
"1782" 169 143 154 130 184 174 226 267 164 37 39 41
"1783" 2917 2591 2369 2361 2336 2509 3399 3914 5439 3326 2536 2459
"1784" 3386 3650 2924 2991 2440 3760 3399 3066 3344 2984 2877 2773
"1785" 2300 1777 2416 3519 3591 4036 1104 1980 1250 2923 2349 2436
"1786" 424 293 219 119 229 199 341 297 516 91 207 117
"1787" 329 280 261 819 584 744 311 199 181 340 336 379
"1788" 554 443 570 834 869 986 1086 1136 757 584 576 914
"1789" 269 223 433 216 120 94 120 294 224 294 449 479
"1790" 451 399 501 816 817 1011 1059 989 1144 466 659 617
"1791" 7146 5976 5431 5089 5429 3413 5587 5846 4637 4874 3159 5530
"1792" 71 87 79 103 39 27 100 303 190 134 157 186
"1793" 229 159 264 304 310 316 320 290 396 263 216 229
"1794" 266 214 543 443 1307 819 833 690 894 486 311 400
"1795" 2304 2280 2444 2829 2567 2356 2094 1873 2057 2384 2544 2556
"1796" 1479 1349 1031 1877 2174 1791 1127 1181 986 2040 1260 1677
