"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3"
"gene_4884" 5 8 16 48 29 42 55 27 29 21 7 15
"gene_4885" 313 276 250 255 201 272 190 308 206 259 245 302
"gene_4886" 315 310 310 672 464 684 670 598 487 773 638 966
"gene_4887" 717 596 473 336 503 332 496 570 527 499 471 472
"gene_4888" 3627 2830 4297 4152 4245 4704 3124 2743 2865 3432 4005 3348
"gene_4889" 6786 6581 5965 6972 5641 4697 4153 5384 4376 5548 5972 5596
"gene_4890" 1045 1170 1420 902 1203 967 966 955 955 1140 1339 1236
"gene_4891" 14 8 11 15 33 29 19 36 61 33 32 62
"gene_4892" 82 98 108 40 116 53 76 113 104 55 55 47
"gene_4893" 101 132 125 129 171 180 118 101 141 143 215 301
"gene_4894" 450 412 510 216 362 376 494 707 590 296 286 297
"gene_4895" 76 50 42 96 104 77 81 126 91 22 25 52
"gene_4896" 315 372 482 853 790 568 598 591 467 333 616 451
"gene_4897" 2272 1855 1596 2071 2432 2254 1771 2048 2019 1301 1548 1621
"gene_4898" 4367 5143 5032 4033 5401 5083 4753 4513 5070 2767 3221 3521
"gene_4899" 32 85 65 83 155 68 11 14 18 51 38 48
"gene_4900" 12 11 16 81 87 26 13 8 5 54 51 54
"gene_4901" 5698 4313 5075 3263 4687 4284 3210 4307 3202 4769 4939 5228
"gene_4902" 1715 2390 2073 1376 1323 1312 1243 1082 1611 1338 958 1130
"gene_4903" 23 10 19 16 13 10 34 74 36 52 50 48
"gene_4904" 2667 3638 2598 2984 3238 1487 2524 2797 3303 3496 2466 2815
"gene_4905" 1124 1065 1621 1222 1328 1563 1799 1850 1841 1516 1629 1658
"gene_4906" 192 155 150 168 370 157 262 100 236 159 199 128
"gene_4907" 216 256 251 279 228 182 172 175 178 73 78 72
"gene_4908" 884 931 1278 1110 847 1192 738 851 909 1093 741 1205
"gene_4909" 48 73 23 29 18 27 6 13 5 0 4 6
"gene_4910" 1775 1439 1564 1570 1176 1405 1961 3029 2401 2456 1910 1900
"gene_4911" 9 6 6 0 0 0 12 19 4 2 5 5
"gene_4912" 619 705 646 596 558 845 633 625 586 356 625 451
"gene_4913" 84 58 61 88 113 96 212 133 124 199 100 204
"gene_4914" 944 971 1004 339 518 456 662 472 665 237 333 299
"gene_4915" 3584 4333 4101 3317 3886 2958 4016 2262 3547 3690 3354 3137
"gene_4916" 472 542 673 468 502 481 598 535 519 240 419 350
"gene_4917" 1393 1410 888 597 768 718 1324 1102 1404 1573 1476 1536
"gene_4918" 3134 4002 1922 3041 3139 3708 3959 3568 3265 3215 2865 2445
"gene_4919" 337 333 315 186 195 222 281 184 222 322 174 229
"gene_4920" 7 3 2 7 1 3 2 2 4 2 2 5
"gene_4921" 3549 3209 3282 2019 2198 2604 3408 2820 3348 3644 2802 2995
"gene_4922" 1687 1673 1713 1972 1868 2201 1948 1499 1598 1688 1616 1422
"gene_4923" 38 72 53 44 48 47 53 62 55 52 67 176
"gene_4924" 152 152 95 54 50 53 147 122 125 78 149 76
"gene_4925" 301 253 284 227 227 296 186 319 228 105 255 185
"gene_4926" 676 491 648 585 596 779 942 816 896 1024 675 673
"gene_4927" 421 338 379 353 198 352 214 384 265 302 327 242
"gene_4928" 219 201 222 304 307 338 456 345 316 338 685 582
"gene_4929" 12 21 41 21 68 10 18 21 26 16 13 10
"gene_4930" 671 793 805 663 613 644 1360 1155 1212 433 403 349
"gene_4931" 10 7 10 16 7 19 23 18 12 1 8 4
"gene_4932" 19 21 17 62 38 41 35 38 57 21 18 26
"gene_4933" 4 14 18 28 18 25 18 7 3 14 5 13
"gene_4934" 794 1251 860 866 905 1041 659 670 637 767 617 654
"gene_4935" 489 405 350 341 402 324 491 529 309 545 556 556
"gene_4936" 347 444 661 808 621 781 551 519 570 742 507 790
"gene_4937" 413 326 405 269 364 338 416 524 505 462 597 935
"gene_4938" 2160 2284 2170 2601 2565 2328 2359 2405 2208 2100 1701 2236
"gene_4939" 254 159 197 379 192 211 379 285 299 466 426 391
"gene_4940" 888 744 961 652 514 675 1122 1137 1255 637 458 551
"gene_4941" 12 13 17 4 9 11 12 8 5 30 26 38
"gene_4942" 3449 5252 3138 4976 4968 5723 5645 6127 5815 3245 3008 4370
"gene_4943" 835 710 543 813 932 1175 926 1430 1087 956 1052 996
"gene_4944" 110 152 170 13 48 65 68 56 42 225 151 199
"gene_4945" 478 553 627 659 431 742 448 415 433 475 444 439
"gene_4946" 2353 2622 2352 1820 2276 2053 1819 2293 1647 1762 2667 2025
"gene_4947" 107 55 52 21 24 39 36 21 22 59 52 41
"gene_4948" 3165 3184 3167 2324 1739 2097 2918 3918 3461 2025 3062 3742
"gene_4949" 840 727 765 930 970 981 418 475 476 725 604 1122
"gene_4950" 1165 1071 961 1563 2552 2002 971 1153 1181 919 811 828
"gene_4951" 274 407 251 382 430 398 242 389 332 214 352 403
"gene_4952" 1627 1442 1021 1046 927 1041 1721 1672 1471 1613 1404 2084
"gene_4953" 596 722 1094 998 1176 1161 942 1095 925 1115 1189 998
"gene_4954" 7051 4324 10428 6316 5965 5308 4673 4045 6001 6132 5327 5543
"gene_4955" 122 100 146 33 53 51 96 137 72 58 58 66
"gene_4956" 5043 6782 5536 4148 4361 6376 6001 4725 5770 3705 3675 3652
"gene_4957" 6 10 4 1 2 1 11 4 21 2 8 0
"gene_4958" 2 0 1 0 0 0 1 1 2 0 0 0
"gene_4959" 3681 2945 2828 3950 3344 4916 3627 4000 3854 2850 2515 2418
"gene_4960" 189 284 258 311 242 188 486 327 427 565 511 433
"gene_4961" 12 14 10 16 21 12 7 14 8 1 3 1
"gene_4962" 4033 3692 5422 5535 5726 5286 6666 7547 7807 5899 6805 8677
"gene_4963" 12 49 17 37 15 13 94 64 83 21 18 28
"gene_4964" 253 304 296 340 398 404 376 353 276 261 271 181
"gene_4965" 26 16 18 135 181 95 142 98 116 36 52 39
"gene_4966" 1590 1551 1447 1107 1001 1002 1335 1545 1392 1263 1422 1722
"gene_4967" 2094 1899 1628 2382 2092 2267 3642 3025 3398 1280 1549 1310
"gene_4968" 113 202 141 11 55 42 105 68 83 12 14 27
"gene_4969" 745 657 753 1090 1218 1049 555 699 1065 342 407 201
"gene_4970" 20 36 21 15 12 17 30 24 48 36 58 49
"gene_4971" 3 5 2 0 0 0 0 0 0 3 1 1
"gene_4972" 153 295 207 172 176 230 217 187 268 96 99 101
"gene_4973" 1953 1781 1944 985 1152 1315 724 1550 1335 1735 1479 1700
"gene_4974" 3270 2641 2457 2775 2716 2851 2195 2425 2427 3209 3258 3325
"gene_4975" 79 239 102 265 239 189 235 292 301 115 204 148
"gene_4976" 1220 1164 1102 915 1018 965 747 547 645 1184 1153 1437
"gene_4977" 13 10 6 1 4 1 21 22 32 13 7 7
"gene_4978" 0 0 0 2 5 5 11 4 1 11 19 12
"gene_4979" 0 0 0 1 0 2 13 26 16 5 13 7
"gene_4980" 5133 4702 5550 3170 3032 3458 4101 4681 3559 2843 2748 2717
"gene_4981" 777 915 968 273 405 577 435 475 531 513 444 279
"gene_4982" 432 482 351 646 526 451 907 732 836 382 447 305
"gene_4983" 840 804 895 632 786 584 889 817 727 794 867 982
"gene_4984" 1296 1102 1324 1782 2621 3319 2361 2024 1512 2207 1884 2089
"gene_4985" 2210 2341 1807 2630 3013 2560 1557 1356 1472 1758 1573 1901
"gene_4986" 54 103 86 71 71 65 93 79 90 224 141 155
"gene_4987" 1256 1261 1224 2300 1587 2496 2014 1624 2221 1043 1922 1366
"gene_4988" 1768 1280 1530 2422 2075 2384 3203 3003 2967 3192 3550 3279
"gene_4989" 1115 1050 1411 753 611 638 579 953 699 1056 1041 1028
"gene_4990" 3108 2575 2632 2140 2290 2739 1121 923 1305 1078 1045 1121
"gene_4991" 493 311 588 605 756 838 464 248 721 612 565 1005
"gene_4992" 3302 2767 2402 3076 3496 3422 2372 3111 2526 2742 2631 3040
"gene_4993" 13 0 6 6 2 10 5 7 10 12 15 19
"gene_4994" 90 116 110 127 163 144 142 103 129 108 138 124
"gene_4995" 103 136 64 204 198 220 92 172 187 177 171 224
"gene_4996" 1668 1581 1530 1603 1418 2407 1501 1739 1361 1425 1290 1159
"gene_4997" 29 24 30 24 19 32 12 2 1 17 28 31
"gene_4998" 1938 1542 1422 2446 2756 2677 1729 1799 1905 1497 1508 1402
"gene_4999" 539 624 542 382 256 357 161 291 204 305 264 327
"gene_5000" 195 84 135 152 101 152 159 201 171 161 212 148
"gene_5001" 691 655 576 585 793 501 850 1095 1070 393 501 570
"gene_5002" 1792 1527 2142 1736 2764 2432 1578 2182 1751 945 1304 1452
"gene_5003" 255 175 193 144 174 212 286 215 284 123 280 202
"gene_5004" 0 0 0 0 0 0 5 3 4 1 1 0
"gene_5005" 28 25 23 16 21 29 29 32 33 28 67 36
"gene_5006" 275 285 279 363 399 395 226 296 284 287 316 259
"gene_5007" 58 47 64 13 8 7 21 22 18 182 165 185
"gene_5008" 287 222 209 105 103 85 280 307 188 93 91 135
"gene_5009" 21 35 15 33 49 65 7 22 10 5 5 4
"gene_5010" 7 4 22 22 41 7 30 62 33 86 108 143
"gene_5011" 3161 3627 3513 2590 2723 2499 2979 3711 3354 3402 2502 3802
"gene_5012" 2297 2182 2621 2464 2539 1469 2376 2945 2772 2250 2136 2267
"gene_5013" 5948 4911 5057 5093 4327 3436 6476 4653 5259 5401 6270 5627
"gene_5014" 7 4 3 6 4 1 4 4 8 21 29 22
"gene_5015" 2448 1766 2181 2212 2270 1627 2130 2355 1917 2295 2116 2105
"gene_5016" 2092 1862 1666 2193 2342 2335 1981 1859 1747 2786 2050 2370
"gene_5017" 726 720 779 933 1234 1029 2049 2416 2181 1031 1374 1110
"gene_5018" 163 120 98 57 53 77 146 136 201 112 148 157
"gene_5019" 2506 1961 2392 2369 2193 2053 2529 2442 2764 2602 2478 3256
"gene_5020" 995 867 1223 921 675 987 1153 1165 1435 1079 1161 1141
"gene_5021" 0 0 0 0 0 0 1 2 12 0 1 3
"gene_5022" 1485 1922 1874 1816 1721 1509 983 1418 1025 631 544 528
"gene_5023" 268 411 228 205 350 381 213 377 259 265 308 233
"gene_5024" 1225 1377 1522 2598 2181 2519 1553 1627 1542 2675 2714 2481
"gene_5025" 1813 1725 1767 1518 1412 1376 933 1258 1252 1236 970 1145
"gene_5026" 2416 2503 2401 2626 1933 1973 1362 1408 1184 1752 1723 1744
"gene_5027" 151 61 56 48 111 61 25 22 32 76 80 59
"gene_5028" 1873 1821 1952 2970 2816 3376 3653 2438 2841 1977 2064 2108
"gene_5029" 3555 3752 2608 4741 3208 3050 3581 3835 4036 4094 4028 3963
"gene_5030" 1846 1765 1302 1590 1508 1296 1533 1453 1652 1032 1327 1194
"gene_5031" 110 88 92 185 142 127 99 105 119 219 294 296
"gene_5032" 1 2 1 1 2 1 0 0 0 0 0 0
"gene_5033" 1192 1402 1286 1260 2324 1624 1758 1768 1601 2381 2291 1961
"gene_5034" 740 629 533 308 603 381 516 464 505 645 473 327
"gene_5035" 2239 2222 2255 2187 2842 2493 1141 1312 1195 2496 1890 2292
"gene_5036" 472 229 191 438 302 260 340 273 273 230 184 208
"gene_5037" 127 164 140 302 294 296 141 128 175 115 268 297
"gene_5038" 117 101 121 93 127 116 367 256 171 112 143 99
"gene_5039" 3125 3044 3190 3178 2626 2913 3205 4001 3404 2954 2630 3231
"gene_5040" 1516 1956 1661 1187 1039 1312 1468 1744 1704 1147 1045 996
"gene_5041" 18 22 25 23 18 30 61 16 30 8 24 25
"gene_5042" 7 10 8 2 15 5 20 10 15 9 18 11
"gene_5043" 3695 3188 2955 2917 3814 3022 3705 3472 3548 3891 3525 3509
"gene_5044" 526 482 626 1138 917 852 1000 1068 1322 783 752 865
"gene_5045" 358 161 258 278 440 362 428 287 487 259 218 273
"gene_5046" 48 24 24 22 25 33 60 45 36 3 9 5
"gene_5047" 3099 3261 2921 4410 3585 3312 2198 1995 2788 3090 3102 2992
"gene_5048" 1305 1267 1168 1166 975 1315 1004 917 1166 768 771 1009
"gene_5049" 174 132 99 147 176 185 42 36 79 178 152 248
"gene_5050" 1219 1195 1448 824 791 1238 1146 1125 926 989 964 1124
"gene_5051" 6065 7239 6305 5762 10935 6236 5067 7082 6210 4188 6035 10745
"gene_5052" 121 130 96 57 51 44 145 156 155 183 168 215
"gene_5053" 3796 2721 3481 3864 5598 4382 4169 3747 4328 2335 2786 3202
"gene_5054" 196 169 256 367 159 165 300 293 443 301 270 274
"gene_5055" 0 1 4 0 0 0 4 8 9 1 7 7
"gene_5056" 1710 1830 2204 2087 2295 2528 4768 3617 3911 3258 3180 3304
"gene_5057" 115 86 81 32 15 15 37 74 65 52 38 45
"gene_5058" 2105 2053 2088 1779 1588 1524 2658 2515 2129 1409 1578 1173
"gene_5059" 58 35 42 6 18 8 13 8 6 15 5 12
"gene_5060" 10 4 9 0 0 0 4 8 10 0 0 0
"gene_5061" 761 756 952 433 364 385 947 802 796 552 483 351
"gene_5062" 155 289 203 249 305 324 77 176 153 371 291 264
"gene_5063" 1170 1257 1232 819 1036 1031 916 858 862 1286 1192 1193
"gene_5064" 870 980 734 385 570 430 340 402 465 611 778 730
"gene_5065" 47 78 88 178 176 195 88 50 99 336 270 192
"gene_5066" 782 461 668 790 956 1147 465 459 806 287 302 261
"gene_5067" 5 5 11 5 4 3 0 0 0 26 64 64
"gene_5068" 755 870 926 835 1475 1199 1023 1216 1074 577 674 713
"gene_5069" 53 46 27 56 31 38 67 75 38 32 33 50
"gene_5070" 1287 1302 1138 1442 1121 1207 1276 1012 1454 1447 1624 1808
"gene_5071" 208 60 42 247 209 175 140 130 143 253 235 235
"gene_5072" 2130 2832 3227 1340 1425 1705 1731 1432 1740 1874 1255 1664
"gene_5073" 154 186 80 168 123 234 250 295 473 361 333 301
"gene_5074" 2715 2184 2882 2862 2832 2346 2383 2476 2773 2979 2638 3018
"gene_5075" 1068 1088 1045 598 844 888 656 644 865 827 811 679
"gene_5076" 288 312 287 310 252 241 162 242 263 419 413 356
"gene_5077" 36 50 59 23 13 46 5 9 14 51 47 68
"gene_5078" 1733 1484 1350 1384 1297 1607 1723 1479 1685 1397 1390 1318
"gene_5079" 1625 1939 1188 1335 1102 1161 1557 1042 1397 1121 730 871
"gene_5080" 944 780 1001 679 735 822 624 841 788 1322 1205 1101
"gene_5081" 825 882 1022 1010 1284 1276 640 643 944 902 1282 1361
"gene_5082" 50 38 53 99 62 159 21 18 52 79 65 36
"gene_5083" 1 1 1 2 5 5 4 8 5 4 2 2
"gene_5084" 1441 1812 1741 1731 1683 1634 1781 1656 1974 1225 1238 1213
"gene_5085" 1222 748 767 1438 1563 1330 1016 1445 1432 941 1168 1265
"gene_5086" 1 2 4 0 0 0 2 11 5 1 14 5
"gene_5087" 3177 3253 3755 4728 4188 4771 4903 3022 3378 4762 4301 3536
"gene_5088" 101 141 130 210 184 211 34 54 36 61 52 48
"gene_5089" 743 990 1160 619 930 1022 469 456 480 651 666 601
"gene_5090" 1055 1567 1405 1540 1152 1308 1059 1420 1573 1077 888 824
"gene_5091" 2523 2439 2576 1561 1533 1633 1764 2032 1928 1927 1725 1848
"gene_5092" 146 188 287 101 146 114 135 184 184 226 125 193
"gene_5093" 334 323 158 559 388 584 254 438 321 688 742 602
"gene_5094" 855 914 899 985 847 1204 860 782 805 967 1038 1336
"gene_5095" 2037 1773 1489 1623 1777 1757 1610 1801 1418 1613 1666 1298
"gene_5096" 8 9 8 0 0 0 21 12 17 1 4 0
"gene_5097" 5749 5512 3417 3502 3001 3770 2736 2173 4687 4306 4610 3882
"gene_5098" 598 575 442 201 281 253 167 312 293 690 391 405
"gene_5099" 3659 4141 3407 3582 3121 2465 3921 5459 3703 3424 4413 2926
"gene_5100" 2082 2016 1895 1968 2168 2179 2419 1784 2013 1982 2308 2620
"gene_5101" 10 4 5 0 0 0 7 8 5 0 0 0
"gene_5102" 35 36 90 60 98 110 56 90 79 29 14 13
"gene_5103" 3622 4152 4070 4108 4324 3980 5905 5553 5740 3889 4436 4898
"gene_5104" 2 1 2 52 47 32 47 34 65 44 58 38
"gene_5105" 1792 1915 2506 2275 1921 1885 1926 1865 1181 2741 2276 2373
"gene_5106" 151 165 84 161 169 243 243 394 399 509 347 304
"gene_5107" 1807 1500 1491 1622 1223 1331 1267 1672 1734 1388 1188 1259
"gene_5108" 425 464 370 584 536 604 475 686 581 217 249 211
"gene_5109" 38 21 67 145 104 107 67 34 55 61 59 58
"gene_5110" 130 144 89 58 76 62 96 87 152 18 57 53
"gene_5111" 39 22 48 129 75 157 45 28 48 53 108 76
"gene_5112" 8379 8485 6995 5121 5878 4642 5204 5842 5588 6220 5466 4160
"gene_5113" 1242 1429 1538 1292 1352 1081 1084 1168 1113 1173 653 1291
"gene_5114" 12044 10857 12345 10665 11982 9635 13562 13773 11954 10149 11480 7950
"gene_5115" 22 36 34 10 12 35 23 53 30 55 28 40
"gene_5116" 494 441 443 442 367 370 590 506 565 656 565 687
"gene_5117" 650 874 853 825 824 959 968 781 925 648 1115 979
"gene_5118" 1256 1242 1178 992 1661 1328 1732 1218 1236 2101 2078 2029
"gene_5119" 41 35 36 25 33 33 20 25 38 55 43 99
"gene_5120" 69 68 68 211 239 199 119 75 159 36 66 54
"gene_5121" 258 259 302 256 150 269 112 65 48 574 285 593
"gene_5122" 181 152 144 48 71 90 104 96 48 66 90 88
"gene_5123" 26 24 38 54 27 27 10 15 21 41 12 24
"gene_5124" 296 227 201 57 46 56 105 127 113 84 60 105
"gene_5125" 1319 1134 1420 495 671 582 667 700 970 1256 1351 1204
"gene_5126" 944 923 1091 767 748 1063 694 528 665 1158 796 1101
"gene_5127" 2542 2281 1916 1978 2153 1405 1535 1760 1632 1793 1744 1759
"gene_5128" 246 179 188 115 112 141 218 219 243 213 272 374
"gene_5129" 0 0 0 11 2 7 2 2 1 18 10 21
"gene_5130" 1036 916 927 1303 933 1005 1236 1226 1441 1061 891 889
"gene_5131" 145 292 173 130 150 138 247 155 208 170 316 145
"gene_5132" 6627 5263 5084 8325 4436 6267 4007 4322 4281 4759 4266 5099
"gene_5133" 640 480 458 453 379 384 584 460 505 1212 1348 726
"gene_5134" 238 219 156 60 69 57 153 140 161 95 74 53
"gene_5135" 424 516 461 484 481 553 519 459 621 453 503 121
"gene_5136" 1189 1596 1481 1773 2340 1833 1901 2018 1597 2508 2391 2630
"gene_5137" 388 341 476 550 507 970 303 324 265 502 565 462
"gene_5138" 209 262 242 230 156 170 225 99 179 280 336 451
"gene_5139" 2370 2838 2508 1599 1595 2378 704 1249 1192 1298 2101 2542
"gene_5140" 167 160 197 127 142 219 107 133 68 171 68 58
"gene_5141" 555 470 368 384 388 318 797 874 917 539 656 496
"gene_5142" 2 0 2 9 2 4 2 0 2 2 6 2
"gene_5143" 1244 1493 1170 416 390 421 1124 818 972 814 542 682
"gene_5144" 6 12 15 28 30 33 5 1 3 0 0 0
"gene_5145" 532 327 383 226 249 376 339 572 236 445 515 422
"gene_5146" 4296 4484 3435 3976 4275 3358 3499 3852 2784 3187 3008 3540
"gene_5147" 706 827 821 1038 661 588 1361 1216 1522 1686 1139 1571
"gene_5148" 1625 1170 1253 805 1101 1208 1504 1181 1711 1220 1709 1158
"gene_5149" 735 757 539 422 1008 896 696 704 735 855 853 594
"gene_5150" 207 276 390 267 373 233 187 252 214 285 399 704
"gene_5151" 6325 7757 8010 5976 7354 8708 5981 7708 6745 6809 8104 8207
"gene_5152" 29 35 13 0 0 0 18 16 19 15 33 26
"gene_5153" 65 53 79 32 76 12 39 42 27 59 64 81
"gene_5154" 276 236 269 254 214 329 204 139 307 272 299 448
"gene_5155" 174 197 167 134 124 166 105 121 116 171 184 105
"gene_5156" 84 202 117 204 200 130 388 472 405 618 374 209
"gene_5157" 189 246 332 635 450 620 435 492 698 273 202 253
"gene_5158" 372 283 415 627 401 824 484 528 430 367 333 224
"gene_5159" 3281 3627 3575 6424 5999 6402 2779 3000 3460 3613 5532 4044
"gene_5160" 2848 3495 4172 4330 3870 4273 5645 3376 4615 4188 4262 4924
"gene_5161" 13 18 16 53 14 61 11 11 10 2 7 4
"gene_5162" 278 284 292 176 210 202 486 418 303 617 493 693
"gene_5163" 2917 2953 2683 2461 2319 2405 2733 3142 2507 2728 3539 2495
"gene_5164" 1440 1456 1409 1884 1805 2022 1838 2433 3091 2779 2402 2538
"gene_5165" 2639 2208 2159 1620 2153 1925 3433 2712 1872 2802 2810 3151
"gene_5166" 1 5 4 18 29 50 12 18 10 7 2 11
"gene_5167" 1298 1396 1242 2608 2573 3038 1362 1452 1402 1263 1449 1573
"gene_5168" 296 265 316 527 535 475 617 381 605 333 415 431
"gene_5169" 692 756 758 1037 687 1000 1007 927 1181 802 953 795
"gene_5170" 464 453 460 522 415 262 525 364 279 527 665 819
"gene_5171" 1680 1339 1392 1607 1717 1661 1365 1165 1279 1390 1389 1506
"gene_5172" 35 67 63 96 148 117 62 78 70 113 124 142
"gene_5173" 18 13 30 25 35 33 25 28 15 58 53 55
"gene_5174" 38 29 21 25 87 53 54 47 61 84 39 55
"gene_5175" 682 655 967 238 261 305 321 299 238 537 362 455
"gene_5176" 0 0 0 0 4 8 5 10 5 0 0 0
"gene_5177" 789 1064 649 845 824 809 1402 1003 945 839 699 804
"gene_5178" 4608 5262 5076 7194 6546 6611 5716 5195 5762 4547 4584 4333
"gene_5179" 1851 2473 2647 3264 2432 2375 2935 2226 2379 2170 2155 2181
"gene_5180" 127 101 106 138 70 149 78 82 122 144 61 93
"gene_5181" 2398 2410 2613 3150 2958 2593 2886 2809 3915 4133 4010 3987
"gene_5182" 3880 3413 3816 3415 3951 3365 3349 3522 3781 3069 3152 3087
"gene_5183" 240 165 172 156 190 159 194 242 297 221 144 177
"gene_5184" 387 275 263 393 362 364 268 381 308 167 224 263
"gene_5185" 190 207 170 337 179 263 188 183 182 155 132 139
"gene_5186" 799 914 1300 1715 957 2011 1116 1216 1236 1941 1367 1472
"gene_5187" 18 39 27 56 59 79 90 131 104 51 36 65
"gene_5188" 53 72 35 53 52 40 15 24 22 98 75 76
"gene_5189" 0 0 0 23 55 29 1 7 1 8 13 8
"gene_5190" 195 164 176 454 483 633 441 347 248 316 264 416
"gene_5191" 3633 3272 4006 4356 4698 3985 2264 3151 2613 2679 3068 3999
"gene_5192" 0 0 0 36 42 45 8 19 7 18 13 21
"gene_5193" 564 639 487 447 361 404 208 302 263 267 421 339
"gene_5194" 11 35 30 18 35 12 28 17 9 8 22 8
"gene_5195" 188 215 187 488 453 329 348 296 447 434 442 509
"gene_5196" 2785 2750 2352 1684 1379 1439 2046 1845 1782 1129 1574 1721
"gene_5197" 718 785 805 1161 1004 1178 699 769 654 484 661 729
"gene_5198" 120 123 79 61 32 25 138 131 82 39 66 50
"gene_5199" 150 161 152 85 127 65 119 127 105 65 133 59
"gene_5200" 379 490 436 367 485 315 250 283 361 388 427 336
"gene_5201" 1007 1138 1261 1061 1207 1133 1265 1052 1008 1670 1472 1907
"gene_5202" 152 268 198 195 189 160 250 243 152 244 308 248
"gene_5203" 0 0 0 0 0 0 1 1 1 14 1 16
"gene_5204" 142 105 93 4 16 46 35 42 45 50 51 55
"gene_5205" 479 521 470 320 470 560 410 536 464 523 447 593
"gene_5206" 3052 2639 2681 2959 2144 3282 4985 3982 4550 2436 3873 3365
"gene_5207" 228 138 218 179 163 215 203 113 128 258 165 247
"gene_5208" 732 716 568 728 829 910 711 781 905 844 800 865
"gene_5209" 155 207 75 75 58 91 113 227 207 92 102 80
"gene_5210" 529 674 683 449 503 409 509 662 956 133 115 134
"gene_5211" 378 516 504 597 348 552 285 281 282 633 636 730
"gene_5212" 84 36 105 59 40 24 91 34 32 12 30 68
"gene_5213" 1353 1218 1351 2078 1909 1775 1014 965 904 1219 1062 1415
"gene_5214" 154 262 152 105 152 144 171 111 111 151 144 205
"gene_5215" 220 162 228 222 210 145 148 136 179 125 151 105
"gene_5216" 9 36 63 17 37 44 24 35 16 42 33 37
"gene_5217" 1090 1569 1256 1578 1569 1975 2059 1753 1501 1448 1627 1582
"gene_5218" 722 748 701 502 450 530 121 156 146 420 246 279
"gene_5219" 7 2 2 1 8 8 21 15 15 23 27 33
"gene_5220" 1 2 1 2 2 1 0 0 2 0 0 2
"gene_5221" 1574 1422 1407 1621 1433 1479 1996 1699 3400 1208 1392 1665
"gene_5222" 942 1016 596 934 1130 833 670 604 721 706 684 639
"gene_5223" 106 194 186 47 53 60 102 103 104 118 156 110
"gene_5224" 57 121 105 98 185 104 22 52 152 324 239 215
"gene_5225" 4468 3959 3447 5987 5055 5107 2964 3184 4193 4484 3987 4256
"gene_5226" 4 1 1 0 0 0 2 1 1 0 0 0
"gene_5227" 1437 1359 1661 1595 1810 1578 2096 3053 1830 2154 2044 1941
"gene_5228" 2218 2133 2078 1796 1808 2036 2077 1958 1867 2815 2859 3315
"gene_5229" 21 4 8 13 0 4 15 2 6 8 2 1
"gene_5230" 0 0 0 0 0 0 11 72 24 6 7 10
"gene_5231" 554 492 920 747 772 796 587 496 660 805 957 793
"gene_5232" 7279 6800 6461 6405 4390 6519 5445 4793 4533 8007 8687 7860
"gene_5233" 1055 1037 1238 1160 1070 1076 1054 832 750 878 773 830
"gene_5234" 0 0 0 0 0 0 0 0 0 2 4 4
"gene_5235" 432 431 459 455 425 352 963 917 883 668 593 667
"gene_5236" 2164 2875 1304 2775 2987 2796 2628 2967 2563 3289 2702 3509
"gene_5237" 738 1001 727 430 224 361 1500 1813 1783 321 360 295
"gene_5238" 144 136 152 113 122 61 79 80 100 56 68 50
"gene_5239" 1994 1653 1619 1107 1445 1205 1229 1978 1385 1465 1196 1715
"gene_5240" 109 143 177 313 290 234 102 101 70 291 276 305
"gene_5241" 287 215 192 212 207 375 417 308 224 468 478 559
"gene_5242" 724 716 1298 842 1022 1027 839 702 896 861 968 1207
"gene_5243" 0 0 0 1 2 1 1 3 3 0 5 1
"gene_5244" 2667 2497 2466 1925 2577 2123 1752 1541 2387 1313 1990 1693
"gene_5245" 452 425 365 296 228 352 366 403 682 456 462 342
"gene_5246" 2248 1948 2886 2769 3068 2693 3827 2557 1880 1365 1592 1369
"gene_5247" 884 876 915 1451 1478 1272 1230 1253 1147 754 802 700
"gene_5248" 1 0 1 0 0 0 1 0 4 3 4 1
"gene_5249" 546 606 564 811 672 907 568 620 678 799 707 874
"gene_5250" 2312 1733 2235 2443 2074 2389 1910 1953 1908 528 516 585
"gene_5251" 55 48 26 42 36 138 177 102 146 52 57 103
"gene_5252" 0 0 0 1 5 1 4 0 2 0 0 0
"gene_5253" 110 191 122 80 83 116 203 140 172 70 119 60
"gene_5254" 3761 3482 5061 2981 2971 4058 4326 4689 4667 3498 3675 4441
"gene_5255" 540 579 633 803 961 848 716 434 420 706 692 657
"gene_5256" 2035 2459 2198 1570 1475 1865 1482 1742 1607 2045 1756 1958
"gene_5257" 0 0 0 11 13 2 0 0 0 13 7 18
"gene_5258" 1810 2275 2040 1175 1215 1646 1519 1485 1296 2452 1651 2522
"gene_5259" 4692 2778 3735 3121 2043 2967 4208 4915 4085 4222 3802 4134
"gene_5260" 1675 1332 1339 1255 1074 1175 1337 1439 1326 1273 1698 2130
"gene_5261" 498 356 452 329 396 404 459 511 625 542 415 410
"gene_5262" 2703 2755 2538 3957 3132 4025 3225 3178 3549 2757 2547 2170
"gene_5263" 16 49 46 118 152 124 169 92 95 130 85 61
"gene_5264" 52 112 110 19 45 75 107 73 111 45 52 58
"gene_5265" 118 52 42 118 89 87 119 136 181 130 110 138
"gene_5266" 1421 1301 1814 2267 1443 1595 2201 1775 1833 1644 1975 1496
