"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3"
"gene_2908" 202 129 91 314 415 270 164 182 185 374 427 417
"gene_2909" 3488 3812 3309 1442 1497 1097 2417 2671 2302 1906 2235 2168
"gene_2910" 1305 962 773 633 371 748 653 532 718 735 714 764
"gene_2911" 152 112 123 171 227 252 161 145 112 426 317 352
"gene_2912" 1461 1655 1861 1267 1126 1368 1271 1182 1074 977 1064 814
"gene_2913" 1426 1917 1624 1606 1279 1418 2700 2917 2752 2865 2979 1926
"gene_2914" 11553 12709 12767 13877 13226 12318 15967 15571 13492 16855 13476 22338
"gene_2915" 738 802 906 1467 886 1211 867 752 571 855 815 1017
"gene_2916" 3 3 5 0 0 0 0 0 0 0 0 0
"gene_2917" 70 18 26 73 27 11 2 8 3 33 35 42
"gene_2918" 512 514 526 636 615 730 688 550 724 603 703 547
"gene_2919" 133 241 64 120 108 103 285 127 145 70 98 141
"gene_2920" 14285 15041 12939 12032 10977 13389 10320 10194 11342 10177 11455 10723
"gene_2921" 55 61 38 55 38 39 88 44 86 200 111 55
"gene_2922" 45 26 24 153 62 138 98 59 45 38 33 77
"gene_2923" 491 327 141 594 495 714 276 208 344 624 389 436
"gene_2924" 1115 1091 609 870 879 638 852 988 921 1311 1115 1283
"gene_2925" 202 135 155 238 136 339 141 88 68 220 205 186
"gene_2926" 3039 3489 3924 2756 3308 3000 5362 5602 5861 2912 2408 3515
"gene_2927" 1974 1206 1862 964 739 1103 2138 1818 2011 1520 2277 2117
"gene_2928" 6588 5624 11377 8177 8942 8527 11579 12636 13091 7736 6227 11095
"gene_2929" 121 48 36 176 129 170 53 89 33 55 79 74
"gene_2930" 1018 695 980 274 218 306 561 239 347 624 453 505
"gene_2931" 6698 4958 4223 4902 3555 5112 4788 3218 3535 4224 2615 4292
"gene_2932" 17 127 92 29 36 41 150 65 35 20 11 3
"gene_2933" 7197 5571 5908 5985 7900 4373 5509 5064 4562 7620 7636 7330
"gene_2934" 115 148 186 326 485 347 138 124 133 56 115 80
"gene_2935" 1758 1945 2071 1014 885 1008 1035 1048 1320 1680 1497 1642
"gene_2936" 41 24 41 3 2 11 41 5 21 33 21 18
"gene_2937" 471 352 398 380 485 715 674 705 758 1223 791 1221
"gene_2938" 2053 2023 1615 3639 4959 2815 2277 2217 1805 924 1241 1218
"gene_2939" 944 880 944 1233 1514 1039 924 388 626 1267 1217 1474
"gene_2940" 4238 6145 4965 4677 4500 4450 3962 4914 4148 4206 5638 4452
"gene_2941" 0 2 6 27 15 6 0 0 0 17 14 12
"gene_2942" 17 6 3 36 71 70 6 15 15 3 2 0
"gene_2943" 13250 11914 12723 10797 8861 10121 16488 10336 17180 12285 8773 8655
"gene_2944" 3491 3733 4152 4308 4641 4720 2733 2218 2648 4192 3892 4864
"gene_2945" 995 1098 1139 1338 535 1064 1218 1376 1217 1562 1173 1662
"gene_2946" 877 1276 400 968 1094 1048 1986 2083 2318 1688 1574 2000
"gene_2947" 392 186 348 45 23 20 68 109 100 271 327 335
"gene_2948" 976 1073 1056 555 365 606 655 515 424 965 905 802
"gene_2949" 1023 1058 1138 656 498 709 827 1847 1171 1073 1248 1295
"gene_2950" 183 480 427 473 473 709 747 667 652 267 323 338
"gene_2951" 1471 1297 1462 1953 1861 1953 1438 1803 1782 609 1236 817
"gene_2952" 6653 7111 7103 9036 10683 9589 11789 13106 15348 14432 14135 22612
"gene_2953" 1089 891 1136 617 986 785 1295 1117 555 862 932 776
"gene_2954" 0 0 0 20 21 6 0 0 0 3 15 0
"gene_2955" 52 76 30 39 64 21 62 80 47 36 20 38
"gene_2956" 1459 1377 1291 368 423 538 985 1017 905 645 883 1453
"gene_2957" 1821 2147 1897 1677 1502 1388 3185 2877 3044 3268 3261 4312
"gene_2958" 1030 1115 824 311 573 552 661 824 721 726 1358 1400
"gene_2959" 13018 12680 14480 10514 9567 11338 10045 11271 11282 9294 14580 11959
"gene_2960" 1442 1611 1568 2167 1856 2179 1835 2227 2286 1248 1086 1845
"gene_2961" 2091 1606 2956 2255 1944 2379 1583 1421 1586 1550 1495 1470
"gene_2962" 2142 2750 2421 2589 2988 3062 1056 974 1217 3008 2629 3097
"gene_2963" 717 748 882 1820 1298 1192 2118 2588 2248 1473 1047 1082
"gene_2964" 5991 7408 5242 4283 5245 6071 4250 4861 4111 4744 4267 3888
"gene_2965" 553 523 468 786 970 674 552 673 527 497 559 585
"gene_2966" 567 626 530 1289 770 839 656 741 820 586 570 759
"gene_2967" 161 171 155 155 121 117 129 64 98 68 55 86
"gene_2968" 10445 8347 10377 6955 6923 7523 6109 7795 6476 9479 9297 8376
"gene_2969" 6 6 5 12 15 11 27 6 20 3 18 3
"gene_2970" 1529 1695 1308 455 289 345 527 448 383 1523 1161 1924
"gene_2971" 1371 1086 733 1685 2062 1768 992 1671 1086 1639 1408 1086
"gene_2972" 133 141 130 280 156 262 56 174 150 91 173 127
"gene_2973" 3130 3262 3586 3470 2602 2821 4115 3797 3538 2688 3623 3906
"gene_2974" 120 94 158 286 309 241 86 171 115 64 76 120
"gene_2975" 489 462 726 633 397 521 598 538 339 571 389 486
"gene_2976" 5083 4692 4717 3811 4530 3747 3983 2914 4150 2614 2858 2515
"gene_2977" 5098 7183 5411 8267 5698 7688 6497 7938 8397 5327 5809 5082
"gene_2978" 473 767 586 977 694 382 424 941 898 785 711 959
"gene_2979" 3042 3536 3352 3076 2814 2786 2355 2474 2994 2952 4062 2915
"gene_2980" 170 102 133 102 92 114 39 98 67 189 121 42
"gene_2981" 17223 19814 17833 17826 17177 14880 16808 19541 15291 17765 19827 14530
"gene_2982" 758 576 577 714 777 639 879 1036 902 368 291 515
"gene_2983" 585 415 356 1089 953 1058 732 1079 789 752 806 453
"gene_2984" 379 232 309 105 197 129 138 147 153 73 24 33
"gene_2985" 676 426 317 229 247 241 574 512 674 444 633 323
"gene_2986" 458 388 194 182 132 105 312 268 336 283 409 223
"gene_2987" 11 14 2 120 47 50 9 9 24 0 0 0
"gene_2988" 2414 2389 2230 1574 1215 2161 1203 1188 1277 2861 2014 1476
"gene_2989" 61 56 74 42 58 45 26 11 12 0 0 0
"gene_2990" 264 292 232 576 356 405 620 424 459 576 482 635
"gene_2991" 162 121 142 100 195 221 115 112 121 168 120 221
"gene_2992" 1626 1214 2000 2217 2206 1992 3192 3658 3508 2008 1624 1721
"gene_2993" 1367 962 1102 1730 1206 2020 1526 1233 1338 1280 1506 1286
"gene_2994" 1288 1388 1535 1073 1208 961 868 986 1255 895 848 715
"gene_2995" 168 141 145 95 98 142 139 261 109 144 39 82
"gene_2996" 2094 2221 1827 2629 2374 2376 3621 3347 2789 3082 2829 3458
"gene_2997" 809 698 752 698 970 809 686 1029 748 1018 1715 1327
"gene_2998" 1429 982 2123 1102 1118 1094 1091 886 838 1391 774 1150
"gene_2999" 1052 882 1117 1236 1032 958 1585 1303 1261 336 265 398
"gene_3000" 6795 7980 6409 10318 9002 7703 5768 9500 7838 5006 6314 5777
"gene_3001" 6262 4058 5235 4526 4220 4173 3905 4315 3414 3671 2453 3244
"gene_3002" 132 120 67 68 150 111 3 0 0 33 36 105
"gene_3003" 5209 6797 5712 5209 5783 5511 5586 6079 5874 5108 4006 4853
"gene_3004" 32906 44920 34485 50638 53226 43018 32906 45883 39768 25408 50579 39285
"gene_3005" 6088 4761 5865 3432 3944 3291 4680 5133 4588 4192 4489 4373
"gene_3006" 2723 2189 2629 1574 1694 1823 2227 2152 2559 983 788 1005
"gene_3007" 39 76 52 47 59 70 15 9 3 136 32 77
"gene_3008" 314 411 317 1198 553 911 461 524 608 424 300 427
"gene_3009" 6455 9417 6077 8855 8003 9982 6032 8438 6688 7214 6744 11359
"gene_3010" 4045 4845 4089 3000 3439 3745 6185 5782 6841 3582 8289 7170
"gene_3011" 0 0 0 18 35 70 2 0 30 0 0 0
"gene_3012" 523 277 323 209 730 412 341 423 385 432 685 400
"gene_3013" 441 480 620 2583 2189 2245 912 638 833 1020 795 1200
"gene_3014" 7376 6295 6853 6461 3479 5121 6589 5265 5444 4547 5147 6679
"gene_3015" 8514 8386 8205 6092 6191 6811 9320 9915 8982 10685 9200 5509
"gene_3016" 94 55 64 477 261 297 91 152 65 92 171 159
"gene_3017" 2335 2285 2998 2491 1953 1832 2024 1826 1738 4080 3380 4276
"gene_3018" 2086 1297 1968 2935 3336 5121 3061 2456 2668 2068 2224 1603
"gene_3019" 1030 1174 1523 774 756 603 927 680 1576 735 611 580
"gene_3020" 0 0 0 26 23 3 21 44 27 0 0 0
"gene_3021" 10758 11614 10515 9300 11030 10877 8818 11477 12409 11314 10279 10347
"gene_3022" 19800 21065 18391 16755 14995 14017 17506 15658 18092 18179 22886 14508
"gene_3023" 691 918 726 750 1367 1033 964 876 1089 1548 1115 1336
"gene_3024" 494 502 508 273 283 458 385 312 348 361 550 424
"gene_3025" 0 0 0 0 0 0 23 23 8 9 17 3
"gene_3026" 548 642 733 1129 948 1355 547 656 379 471 695 615
"gene_3027" 2308 2623 2870 2086 1567 1658 5424 4873 4797 3841 3461 5379
"gene_3028" 330 377 332 15 50 29 221 103 188 592 395 535
"gene_3029" 1536 1674 2023 1062 1209 1170 1262 792 606 933 1329 808
"gene_3030" 2641 4468 3971 4047 4511 4079 1961 2348 2202 3533 2435 3609
"gene_3031" 5515 4671 3414 4597 3568 4535 3165 2591 2727 4873 4211 5038
"gene_3032" 26312 23109 28598 22795 16861 23173 16024 20195 20182 12641 20223 19248
"gene_3033" 19164 17933 18118 13877 12711 15048 17232 17855 13212 14732 14473 11647
"gene_3034" 12 11 21 21 18 3 47 9 20 11 3 8
"gene_3035" 183 297 582 565 592 597 411 473 309 627 630 330
"gene_3036" 94 102 79 365 247 285 173 14 117 50 47 70
"gene_3037" 5132 9171 9365 10009 6427 6483 7697 6091 7333 7359 5645 5200
"gene_3038" 4932 5368 3835 3779 2938 3920 5641 5062 5553 3585 3430 3620
"gene_3039" 3021 3176 2939 2726 2547 2842 2421 2718 2265 2844 3468 2892
"gene_3040" 17 6 8 24 20 17 33 24 15 70 55 24
"gene_3041" 3103 4417 4138 4580 5777 4756 4494 4288 4994 4705 4962 4967
"gene_3042" 2047 2586 3288 3358 4121 4368 2958 3627 3133 3253 2626 3365
"gene_3043" 5967 5445 4377 3024 3632 2770 3148 3582 3703 3671 5059 3039
"gene_3044" 55 74 45 359 276 345 194 103 271 103 92 105
"gene_3045" 3236 3589 3935 4159 4524 3912 6536 4311 6539 3642 3976 2989
"gene_3046" 2082 2032 2011 1911 2661 2152 1415 1664 1405 1927 1902 2564
"gene_3047" 153 221 145 55 39 38 85 112 102 33 21 14
"gene_3048" 338 238 333 227 239 171 288 267 373 420 323 515
"gene_3049" 461 518 368 470 342 265 658 505 377 717 783 1091
"gene_3050" 545 674 456 202 135 147 102 114 70 261 389 535
"gene_3051" 689 721 533 1614 1267 1392 2058 1594 1752 1302 1444 1400
"gene_3052" 3141 4064 2479 5374 5421 5158 3948 4858 6964 5262 4185 4894
"gene_3053" 258 223 294 106 202 100 121 118 198 482 415 408
"gene_3054" 712 761 767 1339 1624 1683 1986 1498 1500 2524 2129 1808
"gene_3055" 7824 7068 9020 7908 7612 9155 9179 7532 7050 8812 9861 6044
"gene_3056" 1055 1071 888 1059 1386 1092 735 1362 1386 1533 1229 1068
"gene_3057" 0 2 0 33 36 27 2 0 0 38 103 126
"gene_3058" 4018 3112 4027 2902 2826 3005 3264 3944 3221 2903 3329 2553
"gene_3059" 359 265 341 303 215 344 261 441 362 129 129 153
"gene_3060" 3835 5080 4000 3374 2980 2985 3612 3345 3215 2041 1529 1835
"gene_3061" 918 817 685 186 285 327 588 597 477 648 456 480
"gene_3062" 5792 5156 5218 6477 5705 5168 6020 5514 4598 8411 6420 7505
"gene_3063" 24 14 12 3 0 6 0 0 0 12 14 15
"gene_3064" 147 120 262 256 218 311 150 155 183 177 311 208
"gene_3065" 7033 4765 5729 7315 6302 8268 4421 4748 3970 8552 7653 7718
"gene_3066" 26 109 56 23 21 15 50 83 35 11 14 11
"gene_3067" 4647 4061 3335 2633 3102 2818 3291 3412 3239 3729 3526 4270
"gene_3068" 168 202 217 147 74 253 221 189 186 200 205 170
"gene_3069" 2247 2667 2398 2345 2497 2771 1442 1356 2315 2127 2168 2167
"gene_3070" 56 44 59 62 56 61 76 80 56 124 192 150
"gene_3071" 16603 17556 19814 20520 17724 14536 15467 13123 14298 19495 14886 13812
"gene_3072" 1968 3094 2009 1139 1085 1259 1379 1055 1671 1033 1570 1545
"gene_3073" 227 323 168 145 212 127 248 180 212 270 182 188
"gene_3074" 5745 7379 7180 8679 8797 7039 7248 6762 6476 11005 4982 6141
"gene_3075" 1102 1018 541 988 1255 908 644 520 755 641 835 1218
"gene_3076" 1874 1520 1779 1180 1388 874 1615 1335 1811 1633 1664 1933
"gene_3077" 1347 1236 1802 1198 1470 1555 856 917 964 1415 985 1802
"gene_3078" 591 733 698 730 976 1070 942 782 1102 939 1117 882
"gene_3079" 658 467 471 758 873 844 1332 1064 1258 1214 1179 961
"gene_3080" 3106 4145 3845 2805 2442 2362 3688 4102 7276 3247 3486 3179
"gene_3081" 25068 14783 20008 27526 28541 28192 15802 25529 21958 25780 27548 23836
"gene_3082" 67 50 23 3 27 23 39 42 42 20 21 6
"gene_3083" 1377 1000 1388 1445 1241 967 1150 1368 1061 1850 1688 1747
"gene_3084" 6020 6677 7256 6888 4045 3798 3911 4018 4582 5562 4817 4780
"gene_3085" 5502 5861 6185 4588 5002 5227 5952 4868 4852 6862 6556 7276
"gene_3086" 3686 2702 3203 7338 5900 5697 4098 3956 4805 7395 7168 6414
"gene_3087" 5879 5989 4679 4902 5750 5386 5521 7306 6164 6617 6156 6424
"gene_3088" 688 452 380 129 94 114 474 405 471 120 212 177
"gene_3089" 467 759 532 280 185 326 429 283 579 894 248 389
"gene_3090" 2977 3911 2753 4520 3058 2998 3197 5205 3798 2305 2377 2470
"gene_3091" 4988 4833 4498 3008 3606 3080 1952 1995 2165 6233 4803 7135
"gene_3092" 27556 24915 25250 21308 16621 19303 23850 20950 18973 28023 28977 27373
"gene_3093" 483 167 288 453 468 526 618 718 714 326 242 261
"gene_3094" 1011 1198 1058 792 911 964 556 648 644 800 535 700
"gene_3095" 17 38 35 8 3 18 30 24 48 20 18 48
"gene_3096" 1302 1370 1195 1003 883 1106 1823 1518 1429 1359 939 689
"gene_3097" 6229 5624 6518 7474 7676 5453 7400 8486 7305 6115 8894 5680
"gene_3098" 292 182 248 32 21 76 141 76 88 56 38 95
"gene_3099" 2371 1797 2039 2568 2323 2745 1802 2853 2120 1585 1767 1891
"gene_3100" 2055 2173 2465 1820 2073 2226 1668 1817 1582 1791 1642 2289
"gene_3101" 964 1633 761 2214 2080 2306 1224 1395 1818 3024 2215 2377
"gene_3102" 4242 3359 4485 4153 5127 4439 3468 3450 3876 3165 3197 4700
"gene_3103" 938 970 911 515 464 511 652 606 438 777 979 948
"gene_3104" 67 48 105 32 14 15 136 148 120 39 41 58
"gene_3105" 1306 1202 1844 1462 1256 1747 1476 938 945 659 550 367
"gene_3106" 21094 21973 27055 15326 16329 15541 17680 18948 18805 19515 14203 14079
"gene_3107" 0 0 0 0 0 0 5 9 29 0 0 0
"gene_3108" 2912 2945 2688 2470 2362 1974 2648 2056 1777 1476 1720 2576
"gene_3109" 2092 2370 2227 2020 2289 2465 2064 2923 3508 2797 2420 2914
"gene_3110" 2598 3256 2559 2224 2829 2689 3783 2235 3668 3395 4183 3415
"gene_3111" 589 386 518 1021 786 612 292 559 498 502 497 464
"gene_3112" 338 183 583 177 177 323 118 236 179 145 112 85
"gene_3113" 17 45 12 35 77 147 0 0 0 58 62 33
"gene_3114" 106 98 115 118 176 195 41 38 97 44 73 82
"gene_3115" 3 23 21 9 30 5 3 5 2 35 11 18
"gene_3116" 695 748 620 986 1244 824 774 871 747 942 967 1152
"gene_3117" 712 717 514 644 421 600 500 747 458 600 653 567
"gene_3118" 1126 1065 533 1739 1344 1242 973 621 1036 992 648 826
"gene_3119" 36 42 11 11 35 23 12 12 11 0 0 0
"gene_3120" 102 130 106 144 79 112 20 12 21 52 83 83
"gene_3121" 215 132 124 129 229 192 386 371 232 253 298 324
"gene_3122" 68 153 159 120 232 145 14 20 32 0 0 0
"gene_3123" 8936 9411 7976 11462 10188 10498 6626 9442 9626 7250 7947 9752
"gene_3124" 1973 2530 2226 1427 1126 1695 1921 2470 2258 1486 1041 1305
"gene_3125" 9459 8630 11118 8648 8438 9670 9239 8553 7783 10864 9679 7717
"gene_3126" 698 550 682 582 473 545 498 473 382 426 688 632
"gene_3127" 8086 7830 10338 4755 6332 6679 11448 9295 8533 8959 8542 7768
"gene_3128" 4280 4174 4138 9717 9523 8691 5397 5526 5779 3636 3374 3573
"gene_3129" 6333 7091 6188 4244 4880 4883 6856 7039 7865 7379 7639 8642
"gene_3130" 1152 1105 986 950 1002 670 1067 1024 1189 1192 950 979
"gene_3131" 489 697 886 615 542 530 759 892 715 935 1038 805
"gene_3132" 2145 3244 3235 4506 5597 6092 3453 4295 4403 5832 4314 4417
"gene_3133" 6830 6205 7108 12056 9897 9973 9977 9968 10771 7538 8292 7408
"gene_3134" 3927 4942 3571 3780 4620 4392 3480 4017 4914 3832 4003 3492
"gene_3135" 0 0 0 0 0 0 0 0 0 5 23 8
"gene_3136" 1964 2242 1753 1809 2027 3253 2633 2976 3141 4088 3539 2332
"gene_3137" 2874 3556 2485 3039 3008 3265 3592 2933 3573 1417 1291 1485
"gene_3138" 533 559 533 611 530 471 144 121 174 767 1326 1173
"gene_3139" 24 5 3 2 23 6 0 0 0 2 2 5
"gene_3140" 777 370 762 447 439 368 248 300 582 798 923 1906
"gene_3141" 2421 2286 2248 2367 3862 3635 2550 2397 1859 2353 3094 2102
"gene_3142" 2105 1833 1338 811 747 505 824 1623 1159 768 489 348
"gene_3143" 529 511 471 874 973 715 612 541 638 900 868 802
"gene_3144" 1615 2127 1695 1614 1621 1589 1058 897 985 1250 1139 1492
"gene_3145" 1133 1217 956 683 747 732 921 926 974 603 861 668
"gene_3146" 14824 14185 16129 10845 10714 10486 11229 8155 12127 12226 12015 14812
"gene_3147" 655 1159 1442 623 741 700 630 805 550 744 673 1173
"gene_3148" 129 235 162 247 177 347 252 97 106 94 71 35
"gene_3149" 152 127 130 289 436 394 714 508 348 644 497 462
"gene_3150" 52 24 33 115 98 138 95 97 48 194 200 124
"gene_3151" 353 358 229 333 435 261 191 180 141 326 274 271
"gene_3152" 9297 7461 8385 13426 10583 10427 10432 9141 9339 8497 8682 12638
"gene_3153" 1402 652 1173 680 606 433 471 255 473 992 723 909
"gene_3154" 2455 2821 2641 3062 1611 2879 3015 3773 3420 2114 1768 1626
"gene_3155" 111 71 88 136 83 276 165 147 124 141 139 156
"gene_3156" 26909 27079 23597 23914 26850 23600 19536 20632 22024 22258 25639 27156
"gene_3157" 4526 3517 3820 2982 3030 3041 5492 5727 4980 4692 3698 4536
"gene_3158" 480 329 324 491 545 267 970 694 879 853 627 768
"gene_3159" 127 73 109 0 0 0 38 36 41 9 38 23
"gene_3160" 6730 8312 8648 7045 5805 6829 7192 6059 5095 7467 8570 12152
"gene_3161" 242 548 245 248 411 368 188 226 179 333 383 288
"gene_3162" 2280 2086 2085 3083 2689 2679 1939 1736 1827 1264 1624 1118
"gene_3163" 5635 6242 5511 6161 6589 7206 5392 5127 4155 5779 5291 5358
"gene_3164" 286 464 302 120 73 115 124 52 105 35 33 73
"gene_3165" 270 292 233 236 403 553 65 95 127 442 221 214
"gene_3166" 1386 1355 1208 1048 1626 1335 1708 1120 1111 1276 1268 1017
"gene_3167" 88 115 24 77 65 21 29 12 23 14 26 108
"gene_3168" 8376 7609 6529 5100 5659 7253 7139 6529 6623 6064 5118 4577
"gene_3169" 2808 2912 2708 2655 3070 3539 3002 2805 2715 2921 1821 2776
"gene_3170" 6905 5958 8771 7468 4583 7786 6867 6494 4811 5356 5170 5568
"gene_3171" 4402 3714 3856 4014 4785 4768 2971 3194 3153 4324 4226 3265
"gene_3172" 447 973 282 1485 1352 1532 835 1086 858 1114 841 1032
"gene_3173" 2915 2523 3079 3539 4003 3989 3776 3941 3103 4061 3492 4480
"gene_3174" 3315 2677 3170 7641 5803 7305 3729 4261 3812 3653 3294 4100
"gene_3175" 5639 5324 6609 5770 6864 5839 7100 7059 7747 4574 4062 4282
"gene_3176" 67 30 55 55 83 109 445 220 115 9 21 36
"gene_3177" 1539 1195 1348 1045 1315 1023 1580 1741 1964 2312 927 1158
"gene_3178" 5933 4762 4703 1967 2680 2762 2018 2152 2058 2030 1898 2327
"gene_3179" 3265 3998 4465 3980 5112 5618 10280 9897 8552 8000 8041 7627
"gene_3180" 7762 5491 5568 4312 3762 3832 3402 2845 3080 4402 4118 4471
"gene_3181" 1118 1177 874 755 839 695 823 642 833 677 956 708
"gene_3182" 9002 10203 9829 6179 11082 5123 10511 15891 12992 9556 8462 8941
"gene_3183" 44 12 12 0 0 0 71 61 24 123 82 121
"gene_3184" 5527 5565 5064 2894 3494 2792 3567 5194 5955 2698 4053 3798
"gene_3185" 435 368 262 697 417 432 530 424 427 512 488 429
"gene_3186" 526 718 589 770 220 442 1117 980 620 745 512 795
"gene_3187" 0 0 0 9 27 29 0 0 0 0 0 0
"gene_3188" 11002 15530 12126 19062 14314 19364 14700 16868 16505 15942 21461 14455
"gene_3189" 3123 2548 2982 3330 3617 3489 4470 4144 3936 2859 2752 2059
"gene_3190" 5048 4715 5826 9017 8494 9342 5632 5441 6006 6164 6229 5898
"gene_3191" 117 150 117 233 236 276 61 98 121 17 56 24
"gene_3192" 24 50 26 177 173 153 30 59 79 44 9 24
"gene_3193" 233 255 308 209 192 232 264 195 223 236 405 180
"gene_3194" 870 697 629 788 745 589 829 662 635 818 356 661
"gene_3195" 336 720 458 238 189 245 308 289 344 436 544 611
"gene_3196" 2315 2123 2391 1718 2356 1747 2674 2129 2817 2721 2535 3083
"gene_3197" 4615 5118 5242 7192 4895 6545 3902 3358 3723 5256 5602 5353
"gene_3198" 1327 1209 1342 553 645 639 805 902 794 612 641 505
"gene_3199" 8 5 21 0 0 0 0 0 0 0 0 0
"gene_3200" 2044 2345 2612 2942 1394 1674 3571 4305 3773 4638 4786 4977
"gene_3201" 661 744 677 221 252 109 329 514 400 438 445 445
"gene_3202" 0 0 0 18 2 0 0 0 0 9 2 2
"gene_3203" 2052 2282 2768 1553 1961 2189 1773 1832 2038 3365 2852 3200
"gene_3204" 320 258 386 442 509 594 408 152 114 333 253 274
"gene_3205" 12323 17221 14402 10405 13286 10432 13674 10089 12500 12365 14618 12847
"gene_3206" 2935 3156 2527 4700 8168 3680 12014 9853 4898 5489 4356 6811
"gene_3207" 2079 2229 2785 2112 1882 2274 1991 2376 1814 2923 3450 2732
"gene_3208" 2495 1555 2136 2544 2885 2606 2971 3374 1903 4173 2465 4121
"gene_3209" 624 603 714 1233 1229 1086 1871 1642 1602 395 648 615
"gene_3210" 1841 1244 1136 1558 1689 1280 917 1071 908 1085 903 1068
"gene_3211" 1035 1648 1218 1183 965 1042 556 762 552 1159 1026 1168
"gene_3212" 2376 3658 3532 2486 2776 2638 3350 2556 3462 2658 2994 2561
"gene_3213" 942 367 892 717 532 859 1400 924 1265 814 1302 1055
"gene_3214" 715 1039 1035 1286 1568 1021 645 592 697 536 579 579
"gene_3215" 15702 22506 21518 16055 18465 20200 12850 12032 18212 17767 19505 19988
"gene_3216" 15279 18956 12024 15732 18280 21115 17720 23727 19902 19953 21038 17985
"gene_3217" 564 529 533 177 385 503 285 382 405 502 444 576
"gene_3218" 415 321 715 309 120 559 215 223 177 356 564 447
"gene_3219" 0 0 0 0 0 0 11 2 33 5 11 27
"gene_3220" 8139 7856 6877 7455 8191 6547 7139 6521 6702 6824 5629 6553
"gene_3221" 3792 3308 5558 6403 7803 6461 8021 7368 7585 5452 3415 4138
"gene_3222" 2658 3027 2808 7538 7748 8097 6985 4868 6112 5942 5255 5492
"gene_3223" 102 111 79 24 36 52 76 79 47 65 59 82
"gene_3224" 1647 1094 1309 1373 1235 1470 588 609 503 1103 1568 1494
"gene_3225" 2391 1982 2392 2159 2623 2589 2659 2644 3067 2292 1694 1823
"gene_3226" 0 0 0 12 14 14 0 0 0 2 8 14
"gene_3227" 3723 3652 3356 2606 2341 2873 4853 3550 4679 3411 3764 3458
"gene_3228" 2168 2589 1792 1624 1452 1715 1223 1045 908 1676 1139 1756
"gene_3229" 33 38 2 109 80 71 6 9 6 53 103 26
"gene_3230" 3715 3280 2021 3005 2833 2795 3570 3985 2756 3783 2648 2661
"gene_3231" 44 62 61 85 18 32 118 129 127 121 230 61
"gene_3232" 2106 2282 2165 2048 1659 1821 2332 1648 3106 2627 2223 2606
"gene_3233" 230 158 150 12 33 85 205 155 223 62 158 105
"gene_3234" 268 189 252 545 762 661 318 386 452 436 395 314
"gene_3235" 1395 1067 1011 1303 2015 1179 776 1247 983 1512 1591 1895
"gene_3236" 89 126 111 41 30 38 106 188 124 3 3 11
"gene_3237" 4586 5283 4858 3697 3036 3470 5130 4889 4136 4612 5132 4580
"gene_3238" 29 39 6 15 18 42 50 50 24 0 0 0
"gene_3239" 36 21 32 29 47 44 371 223 335 21 32 18
"gene_3240" 12647 11686 13274 14218 12606 14445 15826 19377 13614 12241 16494 11898
"gene_3241" 198 268 232 383 238 280 167 118 161 153 135 247
"gene_3242" 389 635 320 286 103 56 194 371 314 180 164 171
"gene_3243" 1538 2741 2412 1888 1971 1459 2362 3280 2920 3741 3470 4311
"gene_3244" 14 9 0 20 47 39 295 342 133 126 106 112
"gene_3245" 1742 1594 1432 2058 1556 2209 1777 1635 1529 1029 1009 800
"gene_3246" 5789 6203 5721 4359 5480 4744 5241 8829 6561 7491 6002 4805
"gene_3247" 3362 3008 3138 2470 2621 4020 4985 4965 5779 6173 4588 4839
"gene_3248" 650 806 364 676 585 602 691 794 794 736 908 1064
"gene_3249" 274 359 530 368 556 317 408 308 211 845 847 862
"gene_3250" 2573 3344 2812 1455 1415 1548 1529 1614 1998 1312 1088 971
"gene_3251" 1800 1776 2011 1559 1192 1624 1695 1329 1433 3002 2626 2900
"gene_3252" 1245 950 1726 1967 1865 1218 1045 973 820 941 1832 858
"gene_3253" 9388 13685 13529 8398 6365 6850 16141 12277 14026 10261 9794 9147
"gene_3254" 1850 1908 1886 2324 2433 2377 1750 2179 2174 2345 2242 2236
"gene_3255" 39 41 39 26 73 30 102 198 158 48 38 109
"gene_3256" 479 345 348 208 358 244 132 186 133 135 238 244
"gene_3257" 335 283 276 24 12 17 45 12 55 0 0 0
"gene_3258" 8 0 8 0 0 0 3 15 6 3 8 2
"gene_3259" 2138 2355 2309 3033 2192 2226 2550 2024 2515 1347 1144 1702
"gene_3260" 3647 3800 2895 2385 1412 2400 2567 2350 2186 1338 1332 1470
"gene_3261" 273 241 142 112 92 112 88 88 20 35 58 61
"gene_3262" 2 2 0 3 0 0 109 115 115 35 61 59
"gene_3263" 291 314 318 164 164 200 59 48 38 133 115 82
"gene_3264" 1697 2402 1691 1574 1573 1117 1282 915 1039 1488 945 1676
"gene_3265" 332 306 336 206 232 238 309 311 539 236 545 433
"gene_3266" 10047 10152 11250 11656 11826 10377 12279 10214 11492 9671 12950 11503
"gene_3267" 1283 1103 733 929 1121 1083 986 898 585 1214 856 1127
"gene_3268" 571 571 388 264 123 186 200 100 248 268 292 250
"gene_3269" 241 317 392 305 224 238 38 147 106 527 400 176
"gene_3270" 7250 9785 8736 10038 6994 9465 10142 12832 10700 6556 7445 7064
"gene_3271" 8817 11058 9018 8117 9580 8811 7827 10323 8614 7055 7218 7197
