"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3"
"gene_4085" 21 14 21 50 34 25 2 5 7 0 0 0
"gene_4086" 1565 1535 1452 1796 1784 1652 2165 1700 1886 1737 1145 1395
"gene_4087" 1741 2855 2473 1694 1853 2028 1773 1947 2067 1047 1466 1667
"gene_4088" 3175 2665 4168 2801 2693 3068 3437 3156 4331 3357 3625 3184
"gene_4089" 3 13 5 0 1 0 1 12 0 5 0 4
"gene_4090" 879 934 912 735 842 1323 781 825 873 794 583 965
"gene_4091" 8517 7603 10962 6308 6025 6664 8271 8066 8500 7320 8405 9339
"gene_4092" 173 165 199 88 111 146 425 256 290 225 195 134
"gene_4093" 559 509 450 695 890 227 559 683 727 599 909 847
"gene_4094" 14044 16347 13850 14100 16025 16150 15153 8339 14585 16875 13657 18968
"gene_4095" 9 14 7 30 15 11 9 6 14 0 0 5
"gene_4096" 78 63 83 235 154 175 95 121 93 106 135 95
"gene_4097" 48 41 75 48 38 62 55 68 138 145 358 226
"gene_4098" 8228 7659 5869 6081 3743 5438 8183 8165 7459 6157 8645 7947
"gene_4099" 252 117 67 148 134 108 131 181 293 125 170 176
"gene_4100" 1532 1593 1919 477 570 874 1252 968 1082 975 998 1076
"gene_4101" 4845 6575 5251 3121 3515 3789 4836 5275 4284 5724 5368 5500
"gene_4102" 135 211 167 93 78 146 109 71 88 95 78 43
"gene_4103" 0 0 0 4 5 0 0 0 0 0 0 0
"gene_4104" 4056 3105 2924 2722 2845 3125 2470 2869 3266 3975 2899 2976
"gene_4105" 7865 7456 12385 9472 12179 15125 9222 10887 10420 7517 10140 7605
"gene_4106" 272 196 257 542 518 515 321 340 358 233 246 242
"gene_4107" 26 51 49 65 62 78 4 5 4 27 28 35
"gene_4108" 86 85 69 55 26 31 187 163 303 85 16 42
"gene_4109" 331 316 396 377 245 259 651 646 402 994 775 635
"gene_4110" 375 223 273 550 580 511 559 677 477 190 173 326
"gene_4111" 4677 3760 3933 2837 2733 2588 3065 3315 3080 5783 4329 3611
"gene_4112" 482 567 513 314 265 447 706 542 671 725 561 992
"gene_4113" 756 727 437 753 665 785 860 1215 743 900 1132 1358
"gene_4114" 2045 2199 1993 2140 2325 2019 1561 1676 1827 1425 1685 1230
"gene_4115" 1007 488 630 370 311 318 976 1045 1133 834 1231 730
"gene_4116" 12549 12296 15520 11227 9396 9083 10295 14276 15456 13921 14035 10495
"gene_4117" 2387 2504 2377 1805 1485 1925 3236 1816 3070 1614 1735 1521
"gene_4118" 1484 1415 1351 1135 1466 1716 1451 1361 1562 1425 2488 1845
"gene_4119" 15 22 14 0 0 0 0 0 0 8 11 13
"gene_4120" 360 295 383 498 637 621 813 814 662 507 601 484
"gene_4121" 2483 2303 1837 2308 2212 2058 2233 1655 2080 3075 3134 2682
"gene_4122" 16 15 9 3 1 8 0 1 8 0 0 0
"gene_4123" 3911 5485 7863 6524 5869 5187 6182 6044 6561 5408 6242 5229
"gene_4124" 399 584 460 379 556 581 397 443 403 663 739 512
"gene_4125" 566 837 681 901 593 380 680 757 855 936 864 792
"gene_4126" 155 256 262 165 77 224 322 205 225 118 102 90
"gene_4127" 10346 10134 9752 7670 11033 12248 10622 9072 11863 9298 8709 6720
"gene_4128" 219 247 205 295 373 365 349 345 389 453 366 345
"gene_4129" 1076 1615 1888 2448 2245 2165 2115 1778 1615 1876 1544 1758
"gene_4130" 0 4 11 2 3 9 10 7 8 18 10 5
"gene_4131" 14 69 18 19 32 17 16 12 48 85 165 97
"gene_4132" 4 13 2 29 24 27 53 22 11 109 47 106
"gene_4133" 1045 1541 1816 1612 1533 1763 1457 1147 1592 1519 1012 1036
"gene_4134" 5330 6371 4997 5283 6653 4695 4660 5120 4101 4941 5908 4402
"gene_4135" 4631 7516 5296 6426 5689 5327 5233 6938 4865 7927 8043 8376
"gene_4136" 83 110 183 55 47 44 363 255 387 309 275 361
"gene_4137" 7 13 5 27 21 9 5 3 2 27 14 17
"gene_4138" 1011 508 914 690 665 613 529 700 326 1105 895 872
"gene_4139" 86 142 82 211 88 203 129 312 252 99 118 89
"gene_4140" 387 367 610 976 558 642 850 760 771 495 558 498
"gene_4141" 42 15 16 19 33 165 28 19 23 20 28 26
"gene_4142" 1355 1326 1090 578 642 835 779 859 755 929 661 825
"gene_4143" 25 25 15 65 71 56 68 26 92 76 145 226
"gene_4144" 2675 2653 2994 2592 2345 2905 3045 2689 2623 2173 2957 1988
"gene_4145" 244 204 186 139 196 255 442 474 525 642 435 327
"gene_4146" 562 909 956 596 730 680 967 705 522 299 295 332
"gene_4147" 2673 2426 3125 3465 2423 2759 1290 1225 1088 3106 3474 3752
"gene_4148" 123 90 154 113 148 144 105 84 171 345 281 236
"gene_4149" 669 600 643 387 688 497 463 485 536 685 518 661
"gene_4150" 1482 1470 1768 2100 2080 2349 2527 2260 1587 1367 1212 1222
"gene_4151" 1794 1556 1757 905 846 987 1939 1744 1578 730 890 866
"gene_4152" 451 644 802 413 368 497 806 883 991 1329 688 893
"gene_4153" 1560 1456 1142 1078 1167 1103 1314 1153 871 1942 1856 1429
"gene_4154" 109 145 138 28 29 15 150 117 99 41 35 17
"gene_4155" 64 70 90 125 132 107 249 123 82 218 205 318
"gene_4156" 502 674 721 820 925 735 444 729 435 696 642 845
"gene_4157" 711 1218 940 801 896 586 639 974 646 594 627 438
"gene_4158" 666 294 505 590 740 765 536 605 418 518 375 498
"gene_4159" 534 731 571 545 605 666 1031 605 834 495 728 592
"gene_4160" 2244 1963 1946 1095 934 1015 1979 2483 2322 1496 1263 1465
"gene_4161" 9925 11150 9260 11792 12340 9168 8517 12192 9967 8336 7881 9725
"gene_4162" 306 378 340 292 457 304 408 281 341 285 291 318
"gene_4163" 722 593 445 389 459 399 309 338 288 563 783 578
"gene_4164" 1090 858 995 1341 1325 1871 1627 1406 1319 967 1245 1156
"gene_4165" 465 567 248 570 640 505 841 788 642 437 749 475
"gene_4166" 44 53 65 27 26 11 43 32 25 29 24 31
"gene_4167" 0 0 0 11 13 14 90 37 32 15 24 11
"gene_4168" 252 181 177 132 210 234 228 307 342 177 181 261
"gene_4169" 236 294 250 784 608 627 725 334 481 827 455 741
"gene_4170" 638 412 571 371 455 233 400 385 271 230 295 237
"gene_4171" 2160 2271 2636 2635 2180 2034 4231 3899 4379 3759 2085 2799
"gene_4172" 11 11 1 18 14 26 16 7 6 0 0 0
"gene_4173" 763 755 498 350 268 317 317 311 465 695 765 526
"gene_4174" 4454 3731 3791 4576 4216 3872 3631 4012 2820 3682 2713 3945
"gene_4175" 74 90 116 344 144 107 235 214 156 8 30 31
"gene_4176" 2560 2760 3561 1250 1567 1528 2373 2045 2540 1935 1644 1915
"gene_4177" 96 63 58 75 179 91 117 24 32 35 20 9
"gene_4178" 1639 1888 2215 2496 1963 2525 2105 1942 2428 1755 2095 1848
"gene_4179" 372 431 575 473 634 618 490 344 449 315 233 264
"gene_4180" 952 1115 1049 1317 1070 1062 1846 1691 1761 1276 1209 796
"gene_4181" 1492 1620 1626 768 1122 1363 1322 1060 1390 2255 3631 2930
"gene_4182" 118 91 68 166 130 184 140 66 102 102 42 55
"gene_4183" 885 1140 821 596 541 487 636 850 702 1606 1601 1695
"gene_4184" 4775 5365 4561 6018 5857 5398 5459 5884 4820 5455 5497 5359
"gene_4185" 5 6 5 0 0 0 18 12 5 0 0 4
"gene_4186" 2399 2653 2014 2973 2615 3627 3172 2194 2187 2375 2575 2888
"gene_4187" 153 176 159 315 203 196 377 248 226 242 134 83
"gene_4188" 440 897 776 724 1046 652 846 680 1002 912 870 514
"gene_4189" 1848 2155 1747 1988 1958 2491 2233 3473 2927 2558 2130 2234
"gene_4190" 845 1062 776 838 713 798 675 733 811 1088 1064 770
"gene_4191" 2912 3613 3657 5494 5019 4404 5723 5984 6312 5110 3775 4301
"gene_4192" 153 74 167 309 184 103 160 139 223 255 261 285
"gene_4193" 321 335 338 232 429 225 402 487 330 182 302 262
"gene_4194" 14 10 0 26 55 45 2 14 5 35 65 21
"gene_4195" 12580 12248 8492 11730 14215 12047 9549 9885 10286 12582 13997 11114
"gene_4196" 632 697 459 307 391 313 515 634 475 614 630 656
"gene_4197" 791 925 852 851 932 970 1177 1355 708 913 1022 1141
"gene_4198" 371 333 313 208 231 180 448 253 325 256 415 240
"gene_4199" 481 496 535 465 874 403 394 307 585 341 469 476
"gene_4200" 871 1270 1125 1035 1032 1339 1475 1690 1006 978 1525 778
"gene_4201" 15 13 5 30 18 36 24 45 21 12 16 46
"gene_4202" 111 52 103 83 154 73 207 153 314 197 232 85
"gene_4203" 1911 2035 1859 1850 1984 1835 2222 1749 2240 910 1415 1139
"gene_4204" 413 385 304 413 202 208 225 225 181 358 427 418
"gene_4205" 140 51 89 65 53 34 52 21 65 8 6 15
"gene_4206" 5272 5323 5336 4565 5233 4803 6808 4841 4831 7010 5399 5901
"gene_4207" 456 684 428 336 355 330 191 355 277 184 145 239
"gene_4208" 236 320 197 336 425 305 203 249 235 111 83 118
"gene_4209" 17 10 22 18 50 25 30 30 40 78 67 70
"gene_4210" 77 125 52 81 60 106 93 88 93 1 13 53
"gene_4211" 44 63 30 47 60 74 94 107 124 352 178 217
"gene_4212" 1868 2013 1475 1604 1335 1683 1451 1430 1500 1706 1615 2062
"gene_4213" 302 211 258 119 50 85 24 63 48 216 413 317
"gene_4214" 249 292 315 644 543 283 445 336 604 452 460 361
"gene_4215" 9916 13108 12219 10857 12359 9758 14825 14584 11812 13509 10775 11278
"gene_4216" 1937 2127 2396 3643 3898 4184 3255 2936 3878 2353 2018 2534
"gene_4217" 114 292 159 304 165 236 325 112 212 210 229 205
"gene_4218" 120 138 133 18 7 9 257 198 134 94 74 45
"gene_4219" 0 0 0 19 25 25 0 0 0 0 0 0
"gene_4220" 1331 1076 1179 1247 1534 1540 1125 885 1193 1658 1686 1577
"gene_4221" 2421 1988 2483 2006 2427 2138 2625 2427 2276 1399 1432 1611
"gene_4222" 2622 3454 2673 1655 1761 1748 1657 2148 1771 2321 1483 2840
"gene_4223" 3794 4558 4336 4615 3824 4206 2555 3292 3930 3615 3157 3275
"gene_4224" 466 530 492 820 937 960 1063 1233 1291 1070 885 980
"gene_4225" 688 569 447 182 94 189 841 810 882 505 387 548
"gene_4226" 9530 8735 10858 8995 9974 7632 6424 9326 9514 7954 9762 8365
"gene_4227" 2907 2512 2433 3321 2885 2636 1505 1647 1529 3135 2783 2599
"gene_4228" 1135 1050 1031 2592 2430 2711 1146 1714 1027 1426 1062 1392
"gene_4229" 265 235 411 290 219 189 89 52 66 130 124 130
"gene_4230" 83 35 95 331 198 173 148 109 206 345 364 435
"gene_4231" 1986 1477 1325 1460 1554 1681 2368 2005 2590 863 1242 1042
"gene_4232" 34 31 35 4 15 9 22 31 12 19 11 15
"gene_4233" 438 781 486 1258 1200 764 877 819 751 847 695 1153
"gene_4234" 269 251 147 94 63 59 216 155 221 282 392 227
"gene_4235" 1246 1480 1521 1710 1892 1591 1618 1562 1787 1775 1974 2264
"gene_4236" 472 488 575 454 385 361 105 104 95 428 407 291
"gene_4237" 5134 3032 4860 5576 6298 6474 6745 6445 8276 6992 6160 6409
"gene_4238" 5643 5712 5943 8861 9249 8129 5067 5729 4799 8605 8939 6325
"gene_4239" 1076 1179 1267 1275 1176 1168 1056 1115 695 1419 1122 1050
"gene_4240" 78 73 151 65 120 128 40 54 36 7 13 16
"gene_4241" 389 235 341 554 555 367 104 241 159 285 187 327
"gene_4242" 1774 2259 1526 1928 1905 1849 1552 1289 1124 1086 840 936
"gene_4243" 373 355 416 312 309 446 129 166 110 211 318 197
"gene_4244" 59 62 84 35 26 32 128 70 100 34 140 149
"gene_4245" 835 995 917 1128 1152 1150 1224 1140 1035 931 1108 933
"gene_4246" 6158 6802 7074 8278 9803 8475 7425 8229 7535 5711 8000 6605
"gene_4247" 1501 1783 1881 1288 1030 1375 1825 2210 2383 1019 1006 1038
"gene_4248" 1657 886 1308 2263 2161 2086 2738 3102 3315 1764 2215 1940
"gene_4249" 5 5 1 0 0 0 0 0 0 0 0 0
"gene_4250" 109 111 133 99 91 141 111 38 79 103 55 48
"gene_4251" 1643 1638 1599 1267 944 1041 931 868 714 1051 882 786
"gene_4252" 25 11 19 16 6 5 5 13 5 15 8 9
"gene_4253" 126 192 149 174 163 241 107 98 81 279 282 285
"gene_4254" 650 447 610 633 731 1011 900 766 794 464 1168 486
"gene_4255" 9673 8636 8001 6374 7672 6585 5955 6500 6455 9339 9119 8291
"gene_4256" 710 916 1045 1084 1088 1118 1305 1651 1315 675 1065 1346
"gene_4257" 586 561 487 432 244 251 568 580 642 426 438 446
"gene_4258" 1908 2628 2183 2782 3243 2824 3292 5638 3675 2920 2945 2515
"gene_4259" 237 257 215 269 166 109 142 182 233 236 179 331
"gene_4260" 3017 3365 3205 2944 2823 2703 3081 2506 2835 3531 3483 4245
"gene_4261" 3663 3964 3840 3787 3000 3242 4090 3233 3710 5577 4414 5547
"gene_4262" 955 926 923 1395 955 708 655 1043 962 1256 1227 834
"gene_4263" 274 225 303 388 598 395 224 275 170 779 775 730
"gene_4264" 449 685 911 675 749 863 898 1191 1277 1266 976 1191
"gene_4265" 209 135 103 24 36 44 298 175 131 15 15 49
"gene_4266" 324 250 333 139 182 188 321 283 312 189 299 220
"gene_4267" 3185 3913 5874 5473 4615 5387 4481 4460 3241 4111 3384 3318
"gene_4268" 705 416 628 694 593 859 547 439 666 1677 1549 862
"gene_4269" 2810 3143 3235 2458 2442 2254 4067 2567 3787 2782 3062 3326
"gene_4270" 3 7 1 9 7 25 10 12 35 0 0 0
"gene_4271" 195 223 162 519 516 508 343 298 449 558 523 806
"gene_4272" 79 64 62 76 28 54 35 5 24 135 105 75
"gene_4273" 10 21 16 0 0 0 8 2 2 0 0 0
"gene_4274" 348 623 456 571 483 389 280 420 647 445 408 695
"gene_4275" 154 139 216 136 227 117 160 240 327 143 246 136
"gene_4276" 6795 8230 5242 2253 2439 3181 3714 3578 3392 3212 2845 3095
"gene_4277" 10 9 2 11 9 33 5 2 1 0 0 0
"gene_4278" 594 560 555 501 734 567 857 575 861 656 1174 605
"gene_4279" 5375 5436 4967 7099 5592 6136 4936 4990 7085 4483 4186 4142
"gene_4280" 9 7 7 0 13 18 82 65 76 25 23 24
"gene_4281" 1192 1338 1185 1297 1419 1292 1190 999 1233 1461 1476 1431
"gene_4282" 265 280 395 521 397 363 355 367 393 655 587 597
"gene_4283" 0 5 1 6 3 8 4 5 19 0 0 0
"gene_4284" 2935 3164 2074 3062 2449 2880 2517 3082 2459 2875 2545 2905
"gene_4285" 87 151 59 82 92 107 85 87 75 53 79 86
"gene_4286" 2005 1678 1745 1399 1263 1618 2359 2158 2316 2070 2235 1797
"gene_4287" 856 716 894 682 756 696 477 522 551 1522 1096 1414
"gene_4288" 190 232 156 282 52 85 93 93 64 235 221 245
"gene_4289" 3676 2560 2738 4167 4621 3969 3674 3063 3183 4380 5488 3598
"gene_4290" 1442 1115 1293 2017 1600 1894 1648 1838 2045 1632 1825 1663
"gene_4291" 86 245 106 134 171 220 480 232 447 175 272 196
"gene_4292" 43 51 53 71 34 64 11 9 11 29 30 45
"gene_4293" 596 611 315 855 928 985 859 595 638 535 541 376
"gene_4294" 4420 4163 3617 2982 3185 2581 3247 3558 2835 2331 2376 2446
"gene_4295" 3027 2624 1863 2928 2764 2430 2323 2551 2206 3079 3414 2579
"gene_4296" 339 337 407 278 362 355 318 417 319 463 428 426
"gene_4297" 2235 2084 1865 1425 1290 1647 1299 1552 1185 1086 1258 1040
"gene_4298" 103 136 215 66 72 35 87 44 22 47 40 67
"gene_4299" 385 423 512 338 416 263 758 962 875 620 832 658
"gene_4300" 145 45 52 72 104 61 84 105 64 95 62 115
"gene_4301" 7 9 20 0 0 0 41 63 85 27 29 44
"gene_4302" 9075 6869 8747 8435 7544 9478 8115 9174 8526 5492 8717 9075
"gene_4303" 859 877 627 1090 817 1036 1623 1582 1688 685 1129 451
"gene_4304" 455 342 325 302 352 427 310 411 333 445 526 445
"gene_4305" 1704 1395 1170 2189 1965 1915 2868 3068 2683 1409 1536 1070
"gene_4306" 8 7 21 5 0 1 7 1 1 1 0 3
"gene_4307" 3815 3725 3647 2155 2615 2637 3892 3185 3920 4158 3629 2603
"gene_4308" 4583 3308 3473 4427 3254 2810 3525 3420 3605 2787 3796 3076
"gene_4309" 174 273 233 106 145 176 207 224 231 221 353 397
"gene_4310" 675 551 577 420 563 384 571 419 489 672 422 534
"gene_4311" 226 108 166 204 154 154 299 250 154 216 189 256
"gene_4312" 2958 2765 2845 3218 3537 3150 2705 2792 3273 3377 2625 2745
"gene_4313" 305 387 274 207 186 199 587 486 575 290 519 242
"gene_4314" 163 150 345 211 153 242 203 232 288 249 323 364
"gene_4315" 3214 3763 2774 3025 2343 1627 2322 2575 2118 3566 4434 4364
"gene_4316" 4721 3941 3240 5003 6203 5740 3249 2915 3367 4078 4428 4658
"gene_4317" 3088 3207 2968 2272 2016 2475 2668 3511 2674 4156 3397 3755
"gene_4318" 424 294 443 184 191 193 155 319 404 195 242 262
"gene_4319" 63 66 75 33 35 34 76 94 99 153 178 73
"gene_4320" 6288 6663 6460 8596 5592 4986 6165 6813 6940 5636 6139 6401
"gene_4321" 6319 6642 6199 6319 6288 7401 7978 5969 7987 5162 6437 6029
"gene_4322" 1298 1033 1498 1259 736 921 1599 1357 1265 837 660 744
"gene_4323" 2696 2704 3067 3784 5676 3015 3420 3626 3749 3571 3112 3116
"gene_4324" 1195 1401 1685 625 670 483 478 479 568 766 889 671
"gene_4325" 79 48 125 10 23 12 43 39 51 37 33 47
"gene_4326" 245 377 254 129 123 200 271 305 238 471 271 330
"gene_4327" 238 185 137 158 256 205 165 191 184 277 246 226
"gene_4328" 0 0 0 4 11 3 0 0 0 0 4 4
"gene_4329" 4 8 4 11 3 9 10 2 1 0 0 0
"gene_4330" 225 213 272 182 294 215 320 253 225 445 311 260
"gene_4331" 1997 2361 2211 1275 1766 1433 1211 1123 1523 2594 3005 2555
"gene_4332" 103 109 105 285 105 120 109 93 145 65 102 131
"gene_4333" 148 117 214 48 68 109 71 89 83 246 140 56
"gene_4334" 96 133 43 23 40 49 72 104 122 55 30 45
"gene_4335" 3321 2412 3118 4386 4062 3542 3586 4045 3712 3527 3302 2949
"gene_4336" 2591 4209 3669 4244 3441 2965 2306 2194 2091 2540 2961 2633
"gene_4337" 223 207 217 56 63 128 251 132 141 169 141 229
"gene_4338" 18 25 20 117 79 86 17 35 40 69 31 69
"gene_4339" 133 265 107 250 237 298 326 246 285 201 281 415
"gene_4340" 4823 3801 4676 3632 5508 5666 4588 6043 4988 5915 6268 6909
"gene_4341" 5850 4496 5035 6595 6666 6035 6590 5237 5657 2832 2755 2615
"gene_4342" 14 5 31 13 20 35 35 36 8 147 136 79
"gene_4343" 2250 1750 2525 2659 2362 2536 3191 2995 3059 3355 3537 3867
"gene_4344" 4091 6411 4333 6018 4972 4104 6284 5735 6061 5961 5670 5410
"gene_4345" 1194 818 1065 1715 889 1675 1179 1095 1081 393 432 391
"gene_4346" 63 65 90 215 371 200 216 160 173 45 17 59
"gene_4347" 1559 1355 1380 1091 1112 1237 2085 2500 2618 2439 2475 2755
"gene_4348" 0 0 0 2 0 3 0 0 0 0 0 0
"gene_4349" 7212 6843 6840 5491 6025 6651 5941 7462 7453 5573 4966 4625
"gene_4350" 0 7 16 0 0 0 0 0 0 0 0 0
"gene_4351" 365 445 463 730 586 926 785 625 804 700 688 620
"gene_4352" 6000 9401 10990 11130 10635 9889 9615 7519 9835 15877 17396 14429
"gene_4353" 191 167 222 365 226 457 82 116 110 204 154 267
"gene_4354" 2385 2158 2111 2997 2568 2748 1985 1975 1924 2756 2316 1918
"gene_4355" 5085 5421 4468 3405 3431 4459 5280 5790 5084 6030 5182 5243
"gene_4356" 7839 9712 8275 6169 8327 7221 8975 8560 8311 6682 8198 6008
"gene_4357" 4695 4829 5297 5252 6237 7202 7295 5766 6685 6027 5696 8765
"gene_4358" 2 22 8 26 25 30 85 70 68 72 32 35
"gene_4359" 1644 1980 1420 1257 1101 1359 1404 1035 1357 1127 1215 1205
"gene_4360" 182 255 137 125 128 138 450 446 409 85 85 88
"gene_4361" 1884 2323 2045 1212 2182 1768 1834 1781 1515 2091 1960 2514
"gene_4362" 4027 4179 3713 3188 3410 3758 3566 4015 3347 2555 2689 3290
"gene_4363" 2320 1889 2060 2185 2615 2639 2569 4141 2684 2714 2245 2757
"gene_4364" 50 26 40 36 23 27 51 9 8 18 24 46
"gene_4365" 1400 1179 1255 1334 801 1231 2009 2275 2068 1993 2367 2054
"gene_4366" 7874 5723 7402 8775 8132 7868 7772 8925 6130 7927 5071 6385
"gene_4367" 1093 1020 1129 435 356 517 880 1433 1213 1015 889 858
"gene_4368" 9225 9869 12336 9076 8394 7375 8540 13127 12847 8445 5780 6475
"gene_4369" 934 1101 1185 1403 1135 916 1145 1042 945 721 1007 990
"gene_4370" 1857 1937 1978 1496 1250 1553 2372 2042 1944 2138 2157 1416
"gene_4371" 643 495 569 306 485 454 341 339 398 678 535 429
"gene_4372" 8614 7171 8932 8938 8469 8233 12517 10789 11571 10473 11135 8678
"gene_4373" 6172 4274 4489 7172 6776 5183 6884 8189 7103 6047 3777 4965
"gene_4374" 1922 1765 1903 3847 4265 3850 2423 1851 2670 2259 2522 2435
"gene_4375" 2237 2999 2334 1679 1996 1537 1695 2088 1395 2006 1901 2445
"gene_4376" 59 41 45 160 241 235 185 238 292 80 152 154
"gene_4377" 4861 4945 5210 2649 4365 2755 3902 3692 4075 3195 3233 2917
"gene_4378" 309 287 302 215 191 157 397 447 259 198 303 236
"gene_4379" 747 787 995 851 775 675 767 771 838 548 732 778
"gene_4380" 1245 727 725 670 960 826 656 675 598 714 792 763
"gene_4381" 3027 3822 2677 2634 2539 2291 2322 2384 2753 2222 1696 2039
"gene_4382" 90 28 59 170 225 215 24 29 20 62 88 90
"gene_4383" 24 23 7 0 0 0 7 7 7 13 22 26
"gene_4384" 7 6 3 9 1 3 0 0 0 5 7 2
"gene_4385" 2523 2081 2238 2219 2565 2119 2703 2836 2320 2179 2770 2169
"gene_4386" 781 767 614 646 580 581 649 765 434 559 569 813
"gene_4387" 843 1067 865 1657 1644 1784 1595 1316 1411 1131 1052 933
"gene_4388" 1100 1361 1425 1025 880 872 983 735 1101 954 790 795
"gene_4389" 28 114 17 7 15 9 47 90 59 39 47 34
"gene_4390" 1552 1538 1760 2534 4014 2896 2288 2151 2669 3412 3723 3379
"gene_4391" 2211 2870 2714 2056 1850 1454 2558 1816 2589 2109 2173 2667
"gene_4392" 1440 1576 1271 1575 2197 1987 1913 2013 2080 1745 1673 1761
"gene_4393" 13305 13687 11968 12622 10782 13689 17061 17380 14788 11423 13546 12640
"gene_4394" 208 246 216 364 403 311 275 291 215 416 270 341
"gene_4395" 734 1106 1074 1264 989 1168 423 975 595 883 764 925
"gene_4396" 1 2 4 132 94 115 29 22 22 108 54 65
"gene_4397" 27 45 60 31 49 46 25 29 28 8 18 31
"gene_4398" 3745 3871 3821 3386 2945 3033 3143 2755 2938 3625 3921 3723
"gene_4399" 3 5 6 3 9 2 7 2 2 3 5 0
"gene_4400" 461 359 593 339 132 219 442 139 292 283 249 395
"gene_4401" 1273 1190 1292 1158 1214 1054 1746 1387 1817 1870 1558 1814
"gene_4402" 178 140 138 97 60 140 171 62 158 85 95 117
"gene_4403" 6635 5469 5889 5250 6275 6064 3649 4107 3601 5885 8016 6270
"gene_4404" 4072 2360 3876 3378 3376 3409 4302 3709 2715 3154 3560 4143
"gene_4405" 1147 850 1008 717 709 796 486 780 653 686 517 495
"gene_4406" 46 31 48 18 11 9 7 7 21 8 27 15
"gene_4407" 8344 6575 8536 6225 5075 5437 6699 6900 7735 6097 6363 5641
"gene_4408" 171 62 184 51 33 55 122 238 95 201 113 148
"gene_4409" 28 21 51 57 50 48 133 91 154 15 34 18
"gene_4410" 109 151 57 225 281 158 182 237 141 105 105 95
"gene_4411" 1755 1891 1809 1159 1561 1357 1536 1771 1369 2605 2032 2770
"gene_4412" 76 118 149 287 180 185 180 132 150 258 285 215
"gene_4413" 2258 3020 2786 2439 2441 2187 2971 3000 2895 2720 3155 4237
"gene_4414" 437 365 355 725 1182 1092 599 984 677 1304 1155 969
"gene_4415" 210 296 295 356 261 165 238 210 272 203 243 173
"gene_4416" 3791 3274 3576 3504 3184 3153 3596 3571 4059 3000 2925 2915
"gene_4417" 50 95 72 24 20 11 29 6 39 22 2 7
"gene_4418" 1798 3172 1915 4145 3002 3034 4973 4299 4633 5155 4080 4943
"gene_4419" 3849 2511 2285 4043 4374 4148 2265 2285 2285 2263 3219 3067
"gene_4420" 3428 3330 3165 2207 2502 2115 3210 3386 3345 3385 4115 4450
"gene_4421" 25 4 7 17 5 4 3 4 5 20 25 44
"gene_4422" 620 570 1015 904 770 505 823 864 606 1168 1321 1348
"gene_4423" 334 395 331 391 271 512 468 486 413 280 347 342
"gene_4424" 6 15 15 34 67 34 35 8 11 18 16 25
"gene_4425" 0 0 0 0 0 0 0 8 1 6 5 1
"gene_4426" 756 587 984 849 773 739 621 632 802 386 460 467
"gene_4427" 8263 8638 7814 5329 4854 3767 6163 6192 6385 5092 6581 5085
"gene_4428" 974 584 733 585 475 454 485 665 771 305 453 721
"gene_4429" 3677 2427 3310 1726 2124 2200 3053 2669 2721 2221 2145 2209
"gene_4430" 1393 1400 1175 1532 1637 1551 1508 1554 1774 1604 1536 1715
"gene_4431" 918 856 1082 1293 1297 1169 970 1178 1245 1046 833 1015
"gene_4432" 1022 1184 716 979 907 1338 865 1008 996 476 1474 616
"gene_4433" 141 238 137 239 198 182 215 221 203 59 59 124
"gene_4434" 749 1045 427 514 373 707 716 457 766 1012 896 797
"gene_4435" 9539 8195 7959 10810 8836 7862 8237 7473 8427 9326 9937 7873
"gene_4436" 2466 3089 2325 2638 2558 3428 3204 2967 3114 3947 4142 3735
"gene_4437" 8 7 15 16 0 1 7 5 9 0 0 0
"gene_4438" 1904 1503 1495 1960 1482 1823 2171 1615 1885 1365 1394 978
"gene_4439" 44 55 55 134 172 234 157 89 85 75 115 104
"gene_4440" 58 92 129 41 25 26 33 27 40 82 100 81
"gene_4441" 757 565 565 865 841 769 1037 912 895 1145 668 866
"gene_4442" 10462 9695 8970 6955 7747 7665 5895 6454 8858 5473 7754 5609
"gene_4443" 5 5 0 73 53 22 60 59 46 45 34 45
"gene_4444" 565 358 374 795 567 720 415 445 386 665 360 429
"gene_4445" 191 213 151 154 162 137 155 233 308 243 225 248
"gene_4446" 105 87 138 119 155 100 109 78 167 28 60 63
"gene_4447" 893 1197 954 1090 666 1008 689 555 853 903 735 712
"gene_4448" 2455 3422 3615 2925 2724 2560 4999 2343 2926 4265 3839 4301
"gene_4449" 856 1071 530 663 655 856 704 648 721 1124 975 1145
"gene_4450" 13 11 8 4 4 11 20 7 22 24 12 16
"gene_4451" 926 1273 877 1355 1290 1143 1170 1333 1305 945 578 1035
"gene_4452" 1975 1786 1614 1714 1824 1744 1371 1663 1900 1460 1280 1536
"gene_4453" 215 295 276 136 112 156 315 164 240 199 234 256
"gene_4454" 11293 9090 8485 3961 8071 7487 5935 6250 4919 9893 10828 7340
"gene_4455" 100 95 73 56 16 25 30 26 23 52 83 172
"gene_4456" 454 442 470 660 642 489 278 268 299 224 273 185
"gene_4457" 1458 1457 1260 1088 1047 921 1155 1025 1047 899 773 738
"gene_4458" 350 310 447 307 356 337 365 361 463 349 507 329
"gene_4459" 133 177 160 195 145 85 208 148 206 137 152 133
"gene_4460" 1557 1010 1305 1803 1053 1095 2427 1681 2121 436 365 305
